"downcast","hour","min","sec","s/1000","H1","H2","H3","H5a","H5b","H6","H7","H7*","H8","H9","H9*","H10","H11","H13","H14","H15","VSH","Annatiara","R1","R2","R3","R4-Aegina","R5","Doliolids","Appendicularians","App in Hse"
6,19,54,40,316,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,40,431,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,40,604,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,40,662,,,,1,,1,,,,,,,,,,,,,,,,,,,,
6,19,54,40,778,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,40,893,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,41,8,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,41,239,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,41,470,,,,2,,,,,,,,,,,,,,,,,,,,,,
6,19,54,41,586,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,41,643,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,41,874,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,41,932,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,41,990,,,,,,1,,,,,,,,,,,,,,,,,,,,
6,19,54,42,47,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,42,163,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,42,221,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,42,798,,,,,,1,,,,,,,,,,,,,,,,1,,,,
6,19,54,43,29,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,43,375,,,,,,1,,,,,,,,,,,,,,,,,,,,
6,19,54,43,548,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,43,721,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,43,837,,,,1,,1,,,,,,,,,,,,,,,,,,,,
6,19,54,43,952,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,44,125,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,44,183,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,44,933,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,45,337,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,45,395,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,45,741,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,45,857,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,46,88,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,46,261,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,46,318,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,46,607,,,,2,,,,,,,,,,,,,,,,,,,,,,
6,19,54,46,722,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,46,780,,,,,,1,,,,,,,,,,,,,,,,,,,,
6,19,54,47,11,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,47,300,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,47,530,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,47,704,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,47,992,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,48,281,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,48,396,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,48,454,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,48,685,,,,,1,,,,,,,,,,,,,,,,,,,,,
6,19,54,48,973,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,49,897,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,50,70,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,50,128,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,50,359,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,50,589,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,50,705,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,50,936,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,50,993,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,51,282,,,,,,1,,,,,,,,,,,,,,,,,,,,
6,19,54,51,455,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,51,571,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,51,628,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,51,686,,,,2,,,,,,,,,,,,,,,,,,,,,,
6,19,54,51,744,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,51,975,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,52,552,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,53,14,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,53,187,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,53,244,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,53,533,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,53,879,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,54,283,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,54,514,,,,,,1,,,,,,,,,,,,,,,,,,,,
6,19,54,54,572,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,54,687,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,54,745,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,39,104,,,,,,,,,,,,,,,,,,,,,,,,,1,1
6,19,54,40,258,,,,,,,,,,,,,,,,,,,,,,,,,2,
6,19,54,42,567,,,,,,,,,,,,,,,,,,,,,,,,,1,
6,19,54,46,30,,,,,,,,,,,,,,,,,,,,,,,,,1,
6,19,54,47,184,,,,,,,,,,,,,,,,,,,,,,,,,1,
6,19,54,50,647,,,,,,,,,,,,,,,,,,,,,,,,,1,
6,19,54,54,110,,,,,,,,,,,,,,,,,,,,,,,,,1,
6,19,54,55,783,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,56,245,,,,2,,,,,,,,,,,,,,,,,,,,,,
6,19,54,56,534,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,56,591,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,57,168,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,57,342,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,57,399,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,57,919,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,58,150,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,58,265,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,58,380,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,58,438,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,58,554,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,58,669,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,58,842,,,,2,,,,,,,,,,,,,,,,,,,,,,
6,19,54,59,73,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,59,939,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,54,59,997,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,0,54,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,0,343,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,0,458,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,0,920,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,0,978,,,,,,1,,,,,,,,,,,,,,,,,,,,
6,19,55,1,324,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,1,555,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,2,594,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,2,709,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,2,998,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,3,229,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,3,344,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,3,575,,,,,1,,,,,,,,,,,,,,,,,,,,,
6,19,55,4,268,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,4,960,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,5,249,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,5,826,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,7,211,,,,,,1,,,,,,,,,,,,,,,,,,,,
6,19,55,7,269,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,7,327,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,7,615,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,7,904,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,8,308,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,8,423,1,,,,,,,,,,,,,,,,,,,,,,,,,
6,19,55,8,943,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,9,520,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,9,866,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,10,212,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,10,386,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,10,501,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,10,963,,,,,1,,,,,,,,,,,,,,,,,,,,,
6,19,55,11,20,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,11,78,,,,,1,,,,,,,,,,,,,,,,,,,,,
6,19,55,11,482,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,12,117,,,,2,,,,,,,,,,,,,,,,,,,,,,
6,19,55,12,348,,,,,,,,,,,,,,,,,,,,,,,,1,,
6,19,55,4,556,,,,,,,,,,,,,,,,,,,,,,,,,1,
6,19,55,6,865,,,,,,,,,,,,,,,,,,,,,,,,,1,
6,19,55,13,41,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,13,214,,,,2,,,,,,,,,,,,,,,,,,,,,,
6,19,55,13,387,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,13,849,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,14,137,,,,2,,,,,,,,,,,,,,,,,,,,,,
6,19,55,14,541,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,14,657,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,15,292,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,15,349,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,15,407,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,15,522,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,15,580,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,15,984,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,16,273,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,16,330,,,,2,,,,,,,,,,,,,,,,,,,,,,
6,19,55,16,446,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,16,965,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,17,485,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,18,293,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,19,101,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,19,793,,,,3,,,,,,,,,,,,,,,,,,,,,,
6,19,55,20,428,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,21,63,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,21,294,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,21,698,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,22,44,,,,2,,,,,,,,,,,,,,,,,,,,,,
6,19,55,22,102,,,,,,1,,,,,,,,,,,,,,,,,,,,
6,19,55,22,217,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,22,275,,,,,,1,,,,,,,,,,,,,,,,,,,,
6,19,55,23,429,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,23,487,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,23,897,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,24,930,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,25,45,,,,,,1,,,,,,,,,,,,,,,,,,,,
6,19,55,25,795,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,26,719,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,26,892,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,26,950,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,27,354,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,27,585,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,28,162,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,28,219,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,28,586,,,,,1,,,,,,,,,,,,,,,,,,,,,
6,19,55,29,547,,,,,1,,,,,,,,,,,,,,,,,,,,,
6,19,55,30,240,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,30,644,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,30,701,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,31,163,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,32,265,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,32,606,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,32,779,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,33,818,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,34,280,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,34,337,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,34,799,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,35,549,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,37,454,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,37,512,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,37,973,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,38,435,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,38,897,,,,2,,,,,,,,,,,,,,,,,,,,,,
6,19,55,39,935,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,41,205,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,42,475,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,42,590,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,42,821,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,43,52,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,43,225,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,43,456,,,,2,,,,,,,,,,,,,,,,,,,,,,
6,19,55,44,33,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,44,149,,,,2,,,,,,,,,,,,,,,,,,,,,,
6,19,55,44,481,,,,2,,,,,,,,,,,,,,,,,,,,,,
6,19,55,45,476,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,45,765,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,46,169,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,46,573,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,31,221,,,,,,,,,,,,,,,,,,,,,,,,,1,
6,19,55,35,838,,,,,,,,,,,,,,,,,,,,,,,,,1,
6,19,55,47,727,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,48,73,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,48,304,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,48,402,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,48,593,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,48,650,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,48,766,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,48,939,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,49,458,,,,2,,,,,,,,,,,,,,,,,,,,,,
6,19,55,49,689,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,50,786,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,50,901,,,,,,1,,,,,,,,,,,,,,,,,,,,
6,19,55,51,190,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,52,633,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,52,690,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,52,864,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,53,37,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,53,152,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,53,672,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,53,902,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,54,133,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,55,172,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,55,288,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,55,634,1,,,,,,,,,,,,,,,,,,,,,,,,,
6,19,55,55,807,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,56,211,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,56,788,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,57,19,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,57,365,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,57,423,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,59,558,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,56,0,336,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,56,0,713,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,56,1,463,,,,,,,1,,,,,,,,,,,,,,,,,,,
6,19,56,4,118,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,56,4,637,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,55,48,593,,,,,,,,,,,,,,,,,,,,,,,,,1,
6,19,56,4,868,,,,2,,,,,,,,,,,,,,,,,,,,,,
6,19,56,6,657,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,56,6,946,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,56,7,61,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,56,7,696,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,56,8,42,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,56,8,504,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,56,8,562,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,56,9,947,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,56,10,640,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,56,12,429,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,56,12,660,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,56,12,948,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,56,13,6,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,56,13,121,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,56,13,179,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,56,15,257,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,56,17,392,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,56,19,123,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,56,21,28,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,56,8,216,,,,,,,,,,,,,,,,,,,,,,,,,1,
6,19,56,16,238,,,,,,,,,,,,,,,,,,,,,,,,,1,
6,19,56,23,972,,,,,1,,,,,,,,,,,,,,,,,,,,,
6,19,56,25,530,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,56,30,436,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,56,31,647,,,,,,,1,,,,,,,,,,,,,,,,,,,
6,19,56,36,495,,,,,1,,,,,,,,,,,,,,,,,,,,,
6,19,56,37,938,,,,,,,,1,,,,,,,,,,,,,,,,,,
6,19,56,23,337,,,,,,,,,,,,,,,,,,,,,,,,,1,
6,19,56,28,242,,,,,,,,,,,,,,,,,,,,,,,,,1,
6,19,56,57,908,,,,2,,,,,,,,,,,,,,,,,,,,,,
6,19,56,57,965,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,57,0,274,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,57,11,355,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,57,7,834,,,,,,,,,,,,,,,,,,,,,,,,,1,
6,19,57,14,760,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,57,25,783,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,57,28,150,,,,,,,,,,,,,,,,,,,,,,,,,1,1
6,19,57,34,383,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,57,36,114,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,57,43,559,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,19,57,45,810,,,,,,,,,,,,,,,,,,,,,1,,,,,
6,19,57,46,618,,,,,,,,,,,,,,,,,,,,,1,,,,,
6,19,57,50,889,,,,,,,,,,,,,,,,,,,,,1,,,,,
6,19,58,2,29,,,,,,,,,,,,,,,,,,,,,,,,,,
6,19,58,57,411,,,,,,,,,,,,,,,,,1,,,,,,,,,
6,19,58,13,225,,,,,,,1,,,,,,,,,,,,,,,,,,,
6,19,58,20,36,,,,,1,,,,,,,,,,,,,,,,,,,,,
6,19,58,27,712,,,,,,,1,,,,,,,,,,,,,,,,,,,
6,19,58,55,299,,,,,,,,,,,,,,,,,1,,,,,,,,,
6,19,59,2,283,,,,,,,,,,,,,,,,,1,,,,,,,,,
6,19,59,15,38,,,,,1,,,,,,,,,,,,,,,,,,,,,
