downcast,hour,min,sec,s/1000,MUAT,LEMU,NABI,AGEL,COOR,FOED
6,19,53,45,487,1,0,0,0,0,0
6,19,53,48,200,1,0,0,0,0,0
6,19,53,49,758,1,0,0,0,0,0
6,19,53,59,396,1,0,0,0,0,0
6,19,54,9,265,0,0,1,0,0,0
6,19,54,27,504,0,0,1,0,0,0
6,19,54,30,101,0,0,1,0,0,0
6,19,54,30,678,1,0,0,0,0,0
6,19,54,33,102,0,0,1,0,0,0
6,19,54,40,431,0,0,1,0,0,0
6,19,54,41,990,0,0,1,0,0,0
6,19,54,46,549,0,0,1,0,0,0
6,19,54,46,722,0,0,1,0,0,0
6,19,54,47,819,0,0,1,0,0,0
6,19,54,49,435,0,0,1,0,0,0
6,19,54,50,647,0,0,1,0,0,0
6,19,54,50,993,0,0,1,0,0,0
6,19,54,52,379,0,0,0,1,0,0
6,19,55,3,402,0,0,0,1,0,0
6,19,55,7,327,0,0,1,0,0,0
6,19,55,12,59,0,0,1,0,0,0
6,19,55,16,792,0,1,0,0,0,0
6,19,55,19,562,0,0,1,0,0,0
6,19,55,20,774,0,0,1,0,0,0
6,19,55,21,871,0,0,1,0,0,0
6,19,55,23,83,0,0,1,0,0,0
6,19,55,25,45,0,0,1,0,0,0
6,19,55,27,123,0,0,1,0,0,0
6,19,55,27,700,0,0,1,0,0,0
6,19,55,28,508,0,0,1,0,0,0
6,19,55,28,797,0,0,1,0,0,0
6,19,55,30,759,0,0,1,0,0,0
6,19,55,36,530,0,0,1,0,0,0
6,19,55,38,954,0,0,1,0,0,0
6,19,55,39,878,0,0,1,0,0,0
6,19,55,42,302,0,0,1,0,0,0
6,19,55,44,899,0,0,1,0,0,0
6,19,55,45,822,0,0,0,1,0,0
6,19,55,47,669,0,0,0,1,0,0
6,19,55,50,151,0,0,1,0,0,0
6,19,55,52,56,0,0,1,0,0,0
6,19,55,52,748,0,0,1,0,0,0
6,19,55,53,268,0,0,1,0,0,0
6,19,55,54,826,0,0,1,0,0,0
6,19,55,55,57,0,0,1,0,0,0
6,19,55,55,576,0,0,1,0,0,0
6,19,55,55,634,0,0,1,0,0,0
6,19,55,57,77,0,0,1,0,0,0
6,19,55,57,769,0,0,1,0,0,0
6,19,55,58,750,0,0,1,0,0,0
6,19,55,59,212,0,0,1,0,0,0
6,19,55,59,443,0,0,1,0,0,0
6,19,55,59,674,0,1,0,0,0,0
6,19,56,3,771,0,0,1,0,0,0
6,19,56,9,81,0,0,1,0,0,0
6,19,56,15,545,0,0,0,1,0,0
6,19,56,21,259,0,0,1,0,0,0
6,19,56,24,606,0,0,1,0,0,0
6,19,56,33,206,0,0,1,0,0,0
6,19,56,44,749,0,0,1,0,0,0
6,19,56,56,927,0,0,1,0,0,0
6,19,57,12,625,0,0,1,0,0,0
6,19,57,26,649,0,0,0,1,0,0
6,19,57,30,227,0,0,1,0,0,0
6,19,57,35,999,0,0,1,0,0,0
6,19,57,38,308,0,0,1,0,0,0
6,19,57,40,731,0,0,1,0,0,0
6,19,57,42,117,0,0,0,1,0,0
6,19,57,43,40,0,0,1,0,0,0
6,19,57,48,3,0,0,1,0,0,0
6,19,57,48,61,0,0,1,0,0,0
6,19,57,59,778,0,0,1,0,0,0
6,19,58,3,587,0,0,1,0,0,0
6,19,58,5,838,0,0,1,0,0,0
6,19,58,13,687,0,1,0,0,0,0
6,19,58,26,500,0,0,1,0,0,0
6,19,58,34,580,0,0,1,0,0,0
