"downcast","hour","min","sec","s/1000","H1","H2","H3","H5a","H5b","H6","H7","H7*","H8","H9","H9*","H10","H11","H13","H14","H15","VSH","Annatiara","R1","R2","R3","R4-Aegina","R5","Doliolids","Appendicularians","App in Hse","MUAT","LEMU","SPKO","Si 2 Eu","NABI","AGEL","COOR"
12,21,31,49,140,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,49,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
12,21,31,49,602,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,49,659,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,49,890,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,50,121,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,50,179,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12,21,31,50,236,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,50,756,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,50,871,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,50,929,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
12,21,31,51,44,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,51,679,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,51,795,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12,21,31,51,968,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,52,26,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,52,430,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
12,21,31,52,545,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12,21,31,52,718,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12,21,31,52,776,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,52,834,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
12,21,31,52,891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
12,21,31,53,122,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
12,21,31,53,180,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,53,238,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,53,411,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,53,468,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,53,526,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,53,699,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,53,757,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,53,815,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,53,872,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,54,334,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,54,392,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,54,565,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,54,680,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,54,969,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,55,253,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,55,373,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,55,719,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,55,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
12,21,31,55,835,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,55,950,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,56,181,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,56,527,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
12,21,31,56,873,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,56,931,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,57,104,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,57,220,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,57,277,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,57,566,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
12,21,31,57,681,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,57,797,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,58,28,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,58,85,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,58,201,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,58,259,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,58,374,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
12,21,31,58,489,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,58,547,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,58,663,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,58,720,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,58,893,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,58,951,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,59,67,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,59,586,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,59,701,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,59,932,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,59,990,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
