downcast,hour,min,sec,s/1000,MUAT,LEMU,NABI,AGEL,COOR,FOED
4,20,53,47,831,1,0,0,0,0,0
4,20,53,56,892,1,0,0,0,0,0
4,20,54,17,958,1,0,0,0,0,0
4,20,54,18,362,1,0,0,0,0,0
4,20,54,18,420,1,0,0,0,0,0
4,20,54,21,941,1,0,0,0,0,0
4,20,54,25,346,1,0,0,0,0,0
4,20,54,26,558,1,0,0,0,0,0
4,20,54,28,809,1,0,0,0,0,0
4,20,54,30,194,1,0,0,0,0,0
4,20,54,31,983,1,0,0,0,0,0
4,20,54,35,503,1,0,0,0,0,0
4,20,54,35,850,1,0,0,0,0,0
4,20,54,37,350,1,0,0,0,0,0
4,20,54,38,562,1,0,0,0,0,0
4,20,54,39,428,1,0,0,0,0,0
4,20,54,43,179,1,0,0,0,0,0
4,20,54,44,103,1,0,0,0,0,0
4,20,54,44,449,1,0,0,0,0,0
4,20,54,52,298,1,0,0,0,0,0
4,20,54,56,627,1,0,0,0,0,0
4,20,54,59,282,1,0,0,0,0,0
4,20,55,0,782,1,0,0,0,0,0
4,20,55,1,13,1,0,0,0,0,0
4,20,55,1,648,1,0,0,0,0,0
4,20,55,2,802,1,0,0,0,0,0
4,20,55,5,53,1,0,0,0,0,0
4,20,55,5,515,1,0,0,0,0,0
4,20,55,5,688,1,0,0,0,0,0
4,20,55,7,362,1,0,0,0,0,0
4,20,55,7,419,1,0,0,0,0,0
4,20,55,7,766,1,0,0,0,0,0
4,20,55,12,902,1,0,0,0,0,0
4,20,55,14,288,1,0,0,0,0,0
4,20,55,15,557,1,0,0,0,0,0
4,20,55,15,673,1,0,0,0,0,0
4,20,55,17,0,1,0,0,0,0,0
4,20,55,17,757,1,0,0,0,0,0
4,20,55,18,443,1,0,0,0,0,0
4,20,55,18,847,2,0,0,0,0,0
4,20,55,18,905,1,0,0,0,0,0
4,20,55,19,482,1,0,0,0,0,0
4,20,55,19,655,1,0,0,0,0,0
4,20,55,19,944,1,0,0,0,0,0
4,20,55,20,232,1,0,0,0,0,0
4,20,55,20,348,1,0,0,0,0,0
4,20,55,20,752,1,0,0,0,0,0
4,20,55,22,599,1,0,0,0,0,0
4,20,55,23,926,1,0,0,0,0,0
4,20,55,25,658,1,0,0,0,0,0
4,20,55,27,158,1,0,0,0,0,0
4,20,55,27,389,1,0,0,0,0,0
4,20,55,28,24,1,0,0,0,0,0
4,20,55,29,121,1,0,0,0,0,0
4,20,55,29,294,1,0,0,0,0,0
4,20,55,30,44,0,0,1,0,0,0
4,20,55,30,564,1,0,0,0,0,0
4,20,55,31,486,1,0,0,0,0,0
4,20,55,33,391,1,0,0,0,0,0
4,20,55,33,853,1,0,0,0,0,0
4,20,55,33,910,0,0,1,0,0,0
4,20,55,34,488,0,0,1,0,0,0
4,20,55,35,7,1,0,0,0,0,0
4,20,55,35,353,1,0,0,0,0,0
4,20,55,35,931,0,0,1,0,0,0
4,20,55,36,104,1,0,0,0,0,0
4,20,55,36,392,1,0,0,0,0,0
4,20,55,37,200,1,0,0,0,0,0
4,20,55,37,893,1,0,0,0,0,0
4,20,55,38,412,1,0,0,0,0,0
4,20,55,39,105,0,0,1,0,0,0
4,20,55,39,798,1,0,0,0,0,0
4,20,55,44,69,0,0,1,0,0,0
4,20,55,44,934,0,0,1,0,0,0
4,20,55,45,916,1,0,0,0,0,0
4,20,55,46,320,0,0,1,0,0,0
4,20,55,46,666,1,0,0,0,0,0
4,20,55,47,128,1,0,0,0,0,0
4,20,55,47,358,0,0,1,0,0,0
4,20,55,47,416,1,0,0,0,0,0
4,20,55,48,801,1,0,0,0,0,0
4,20,55,48,858,0,0,1,0,0,0
4,20,55,50,994,0,0,1,0,0,0
4,20,55,51,571,0,0,1,0,0,0
4,20,55,52,321,0,0,1,0,0,0
4,20,55,53,14,0,0,1,0,0,0
4,20,55,53,129,1,0,0,0,0,0
4,20,55,54,745,1,0,0,0,0,0
4,20,55,59,74,0,0,1,0,0,0
4,20,56,0,517,1,0,0,0,0,0
4,20,56,0,633,0,0,1,0,0,0
4,20,56,0,979,0,0,1,0,0,0
4,20,56,1,729,0,0,1,0,0,0
4,20,56,3,288,0,0,1,0,0,0
4,20,56,7,501,0,0,1,0,0,0
4,20,56,7,963,1,0,0,0,0,0
4,20,56,8,886,0,0,1,0,0,0
4,20,56,15,639,0,0,1,0,0,0
4,20,56,16,620,1,0,0,0,0,0
4,20,56,17,774,0,0,1,0,0,0
4,20,56,22,680,1,0,0,0,0,0
4,20,56,28,624,0,0,1,0,0,0
4,20,56,29,779,1,0,0,0,0,0
4,20,56,29,952,0,0,1,0,0,0
4,20,56,35,146,0,0,1,0,0,0
4,20,56,38,840,1,0,0,0,0,0
4,20,56,40,398,0,0,1,0,0,0
4,20,56,41,206,0,0,1,0,0,0
4,20,56,41,726,1,0,0,0,0,0
4,20,56,56,500,1,0,0,0,0,0
4,20,56,58,463,0,0,1,0,0,0
4,20,56,58,520,0,0,1,0,0,0
4,20,56,59,675,0,0,0,1,0,0
4,20,57,20,106,1,0,0,0,0,0
4,20,57,25,300,0,0,0,1,0,0
4,20,57,27,262,0,0,0,1,0,0
4,20,57,41,460,0,0,0,0,1,0
4,20,58,13,434,0,0,1,0,0,0
4,20,58,14,299,0,0,1,0,0,0
4,20,58,30,575,0,0,1,0,0,0
4,20,58,30,632,1,0,0,0,0,0
4,20,58,38,135,0,0,1,0,0,0
4,20,58,38,424,0,0,1,0,0,0
4,20,58,42,926,0,0,1,0,0,0
4,20,58,44,22,0,0,1,0,0,0
4,20,58,47,774,0,0,1,0,0,0
4,20,58,59,721,0,1,0,0,0,0
4,20,59,9,301,0,0,1,0,0,0
4,20,59,26,97,0,0,1,0,0,0
4,20,59,27,597,0,0,0,1,0,0
4,20,59,31,753,0,0,1,0,0,0
4,20,59,38,217,0,0,1,0,0,0
4,20,59,38,505,0,0,0,0,1,0
4,20,59,44,46,0,0,1,0,0,0
4,20,59,50,741,0,0,1,0,0,0
4,21,0,21,906,0,1,0,0,0,0
4,21,0,22,772,0,0,0,0,1,0
4,21,0,23,811,0,0,1,0,0,0
4,21,0,24,743,0,0,1,0,0,0
4,21,0,24,561,0,0,1,0,0,0
4,21,0,30,217,0,0,1,0,0,0
4,21,0,30,333,0,0,1,0,0,0
4,21,0,44,184,0,0,0,0,1,0
4,21,0,56,420,0,0,1,0,0,0
4,21,0,56,477,0,1,0,0,0,0
4,21,1,2,307,0,0,1,0,0,0
4,21,1,30,760,0,0,1,0,0,0
