downcast,hour,min,sec,s/1000,Type1,Type2,Type3,Type4,Type5,Type1_wotail,Type2_wotail,Type3_wotail
1,23,53,42,751,1,0,0,0,0,0,0,0
1,23,53,44,879,1,0,0,0,0,0,0,0
1,23,53,51,491,1,0,0,0,0,0,0,0
1,23,53,51,951,0,0,0,0,0,0,1,0
1,23,53,53,734,1,0,0,0,0,0,0,0
1,23,54,4,551,1,0,0,0,0,0,0,0
1,23,54,4,667,1,0,0,0,0,0,0,0
1,23,54,8,292,1,0,0,0,0,0,0,0
1,23,54,8,350,0,0,0,0,0,0,1,0
1,23,54,8,580,1,0,0,0,0,0,0,0
1,23,54,13,842,1,0,0,0,0,0,0,0
1,23,54,15,364,0,1,0,0,0,0,0,0
1,23,54,19,579,1,0,0,0,0,0,0,0
1,23,54,23,92,1,0,0,0,0,0,0,0
1,23,54,27,73,1,0,0,0,0,0,0,0
1,23,54,32,238,1,0,0,0,0,0,0,0
1,23,55,28,125,0,0,1,0,0,0,0,0
1,23,55,32,193,1,0,0,0,0,0,0,0
1,23,55,49,753,0,1,0,0,0,0,0,0
1,23,55,56,192,0,1,0,0,0,0,0,0
1,23,56,1,449,0,1,0,0,0,0,0,0
1,23,56,6,191,0,0,0,1,0,0,0,0
1,23,56,9,806,1,0,0,0,0,0,0,0
1,23,56,19,242,0,1,0,0,0,0,0,0
1,23,56,19,473,1,0,0,0,0,0,0,0
1,23,56,20,799,0,1,0,0,0,0,0,0
1,23,56,22,356,0,0,0,0,0,0,1,0
1,23,56,24,374,1,0,0,0,0,0,0,0
1,23,56,28,871,1,0,0,0,0,0,0,0
1,23,56,35,787,0,1,0,0,0,0,0,0
1,23,56,38,206,1,0,0,0,0,0,0,0
1,23,56,47,192,0,0,1,0,0,0,0,0
1,23,56,48,748,0,1,0,0,0,0,0,0
1,23,56,50,761,0,1,0,0,0,0,0,0
1,23,57,7,696,0,1,0,0,0,0,0,0
1,23,57,19,756,0,1,0,0,0,0,0,0
1,23,57,28,44,0,0,1,0,0,0,0,0
1,23,57,30,682,0,1,0,0,0,0,0,0
1,23,57,45,807,1,0,0,0,0,0,0,0
1,23,59,12,210,0,0,1,0,0,0,0,0
1,23,59,28,679,0,1,0,0,0,0,0,0
2,0,10,15,40,0,0,0,0,0,1,0,0
2,0,10,20,809,1,0,0,0,0,0,0,0
2,0,10,24,481,1,0,0,0,0,0,0,0
2,0,10,27,559,1,0,0,0,0,0,0,0
2,0,10,28,368,1,0,0,0,0,0,0,0
2,0,10,30,160,1,0,0,0,0,0,0,0
2,0,10,31,374,1,0,0,0,0,0,0,0
2,0,10,31,490,1,0,0,0,0,0,0,0
2,0,10,33,398,1,0,0,0,0,0,0,0
2,0,10,36,288,1,0,0,0,0,0,0,0
2,0,10,36,693,0,1,0,0,0,0,0,0
2,0,10,39,757,1,0,0,0,0,0,0,0
2,0,10,40,509,1,0,0,0,0,0,0,0
2,0,10,44,585,1,0,0,0,0,0,0,0
2,0,10,50,528,1,0,0,0,0,0,0,0
2,0,10,53,262,1,0,0,0,0,0,0,0
2,0,11,1,815,1,0,0,0,0,0,0,0
2,0,11,3,585,1,0,0,0,0,0,0,0
2,0,11,3,644,1,0,0,0,0,0,0,0
2,0,11,5,415,1,0,0,0,0,0,0,0
2,0,11,10,785,1,0,0,0,0,0,0,0
2,0,11,13,322,0,1,0,0,0,0,0,0
2,0,11,13,853,1,0,0,0,0,0,0,0
2,0,11,22,924,0,0,0,0,0,1,0,0
2,0,11,36,436,0,1,0,0,0,0,0,0
2,0,11,47,726,0,1,0,0,0,0,0,0
2,0,11,50,592,0,0,0,1,0,0,0,0
2,0,11,57,880,0,0,0,1,0,0,0,0
2,0,12,2,782,1,0,0,0,0,0,0,0
2,0,12,11,227,1,0,0,0,0,0,0,0
2,0,12,34,699,1,0,0,0,0,0,0,0
2,0,12,44,58,1,0,0,0,0,0,0,0
2,0,12,47,772,1,0,0,0,0,0,0,0
2,0,12,49,99,0,1,0,0,0,0,0,0
2,0,12,51,3,1,0,0,0,0,0,0,0
2,0,12,51,407,1,0,0,0,0,0,0,0
2,0,12,52,504,1,0,0,0,0,0,0,0
2,0,12,59,833,1,0,0,0,0,0,0,0
2,0,13,0,468,1,0,0,0,0,0,0,0
2,0,13,7,799,0,0,0,0,0,1,0,0
2,0,13,7,975,1,0,0,0,0,0,0,0
2,0,13,25,383,1,0,0,0,0,0,0,0
2,0,13,29,741,0,0,0,0,0,0,1,0
2,0,13,31,978,1,0,0,0,0,0,0,0
2,0,13,33,526,1,0,0,0,0,0,0,0
2,0,13,40,589,0,1,0,0,0,0,0,0
2,0,14,15,172,0,1,0,0,0,0,0,0
2,0,15,40,361,0,0,0,1,0,0,0,0
2,0,17,9,568,1,0,0,0,0,0,0,0
2,0,17,10,719,1,0,0,0,0,0,0,0
2,0,17,15,496,1,0,0,0,0,0,0,0
2,0,17,15,784,0,1,0,0,0,0,0,0
2,0,18,2,662,1,0,0,0,0,0,0,0
2,0,18,11,45,1,0,0,0,0,0,0,0
2,0,18,22,959,0,0,1,0,0,0,0,0
3,0,28,30,502,0,0,0,0,0,1,0,0
3,0,28,34,484,0,0,0,0,0,1,0,0
3,0,28,37,947,1,0,0,0,0,0,0,0
3,0,28,40,717,0,0,0,0,0,1,0,0
3,0,28,41,986,0,0,0,0,0,1,0,0
3,0,28,44,42,1,0,0,0,0,0,0,0
3,0,28,44,669,1,0,0,0,0,0,0,0
3,0,28,45,638,0,0,0,0,1,0,0,0
3,0,28,45,923,1,0,0,0,0,0,0,0
3,0,28,48,145,0,0,0,0,0,1,0,0
3,0,28,48,430,0,0,0,0,0,1,0,0
3,0,28,50,253,1,0,0,0,0,0,0,0
