Downcast,Hour,minute,second,s/1000,Count,App_in_hse
12,21,30,57,82,0,2
12,21,30,59,390,0,1
12,21,31,0,544,0,1
12,21,31,1,699,0,3
12,21,31,2,853,0,2
12,21,31,4,7,0,1
12,21,31,6,316,0,1
12,21,31,9,721,0,2
12,21,31,9,894,0,0
12,21,31,11,106,0,0
12,21,31,13,126,0,0
12,21,31,16,531,0,0
12,21,31,18,436,0,0
12,21,31,18,494,0,0
12,21,31,18,955,0,0
12,21,31,19,590,0,0
12,21,31,19,821,0,0
12,21,31,20,52,0,0
12,21,31,20,450,0,0
12,21,31,22,418,0,0
12,21,31,23,976,0,0
12,21,31,24,265,0,0
12,21,31,25,73,0,0
12,21,31,25,765,0,0
12,21,31,26,54,0,0
12,21,31,26,285,0,0
12,21,31,26,343,0,0
12,21,31,26,400,0,0
12,21,31,26,516,0,0
12,21,31,26,573,0,0
12,21,31,26,689,0,0
12,21,31,26,977,0,0
12,21,31,12,145,0,1
12,21,31,14,454,0,1
12,21,31,16,762,0,2
12,21,31,22,533,0,1
12,21,31,23,688,0,2
12,21,31,27,93,0,1
12,21,31,27,382,0,0
12,21,31,27,901,0,0
12,21,31,28,16,0,0
12,21,31,28,132,0,0
12,21,31,28,594,0,0
12,21,31,28,998,0,0
12,21,31,29,171,0,0
12,21,31,29,402,0,0
12,21,31,29,806,0,0
12,21,31,30,440,0,0
12,21,31,30,498,0,0
12,21,31,30,729,0,0
12,21,31,30,844,0,0
12,21,31,31,75,0,0
12,21,31,31,133,0,0
12,21,31,31,248,0,0
12,21,31,31,999,0,0
12,21,31,32,172,0,0
12,21,31,32,287,0,0
12,21,31,32,345,0,0
12,21,31,32,403,0,0
12,21,31,32,634,0,0
12,21,31,33,95,0,0
12,21,31,33,384,1,0
12,21,31,33,846,0,0
12,21,31,34,19,0,0
12,21,31,34,192,0,0
12,21,31,34,307,0,0
12,21,31,34,423,0,0
12,21,31,34,942,0,0
12,21,31,35,231,0,0
12,21,31,35,404,0,0
12,21,31,35,923,0,0
12,21,31,36,327,0,0
12,21,31,36,443,0,0
12,21,31,36,500,0,0
12,21,31,36,616,0,0
12,21,31,36,904,0,0
12,21,31,37,77,0,0
12,21,31,37,539,0,0
12,21,31,37,712,0,0
12,21,31,37,770,0,0
12,21,31,38,347,0,0
12,21,31,38,520,0,0
12,21,31,38,809,0,0
12,21,31,38,867,0,0
12,21,31,38,982,0,0
12,21,31,39,40,0,0
12,21,31,39,444,0,0
12,21,31,39,501,0,0
12,21,31,39,617,0,0
12,21,31,39,790,0,0
12,21,31,39,905,0,0
12,21,31,39,963,0,0
12,21,31,40,21,0,0
12,21,31,40,136,0,0
12,21,31,40,194,0,0
12,21,31,40,252,0,0
12,21,31,40,771,0,0
12,21,31,40,829,0,0
12,21,31,40,944,0,0
12,21,31,41,117,0,0
12,21,31,41,175,0,0
12,21,31,41,464,0,0
12,21,31,41,752,0,0
12,21,31,41,925,0,0
12,21,31,42,618,0,0
12,21,31,42,907,0,0
12,21,31,42,964,0,0
12,21,31,43,484,0,0
12,21,31,43,541,0,0
12,21,31,43,888,0,0
12,21,31,44,119,0,0
12,21,31,44,407,0,0
12,21,31,44,465,0,0
12,21,31,41,233,0,1
12,21,31,44,696,0,0
12,21,31,44,754,0,0
12,21,31,44,811,0,0
12,21,31,45,215,0,0
12,21,31,45,273,0,0
12,21,31,45,446,0,0
12,21,31,45,504,0,0
12,21,31,45,562,0,0
12,21,31,45,735,1,0
12,21,31,45,792,0,0
12,21,31,45,908,0,0
12,21,31,46,81,0,0
12,21,31,46,196,0,0
12,21,31,46,254,0,0
12,21,31,46,485,0,0
12,21,31,46,600,0,0
12,21,31,46,831,0,0
12,21,31,46,889,0,0
12,21,31,47,466,0,0
12,21,31,47,582,0,0
12,21,31,47,697,0,0
12,21,31,47,870,0,0
12,21,31,48,505,0,0
12,21,31,48,678,0,0
12,21,31,48,851,0,0
12,21,31,48,909,0,0
12,21,31,49,140,0,0
12,21,31,49,255,0,0
12,21,31,49,602,0,0
12,21,31,49,659,0,0
12,21,31,49,890,0,0
12,21,31,50,121,0,0
12,21,31,50,179,0,0
12,21,31,50,236,0,0
12,21,31,50,756,0,0
12,21,31,50,871,0,0
12,21,31,50,929,0,0
12,21,31,51,44,0,0
12,21,31,51,679,0,0
12,21,31,51,795,0,0
12,21,31,51,968,0,0
12,21,31,52,26,0,0
12,21,31,52,430,0,0
12,21,31,52,545,0,0
12,21,31,52,718,0,0
12,21,31,52,776,0,0
12,21,31,52,834,1,0
12,21,31,52,891,0,0
12,21,31,53,122,0,0
12,21,31,53,180,0,0
12,21,31,53,238,0,0
12,21,31,53,411,0,0
12,21,31,53,468,0,0
12,21,31,53,526,0,0
12,21,31,53,699,0,0
12,21,31,53,757,0,0
12,21,31,53,815,0,0
12,21,31,53,872,0,0
12,21,31,54,334,0,0
12,21,31,54,392,0,0
12,21,31,54,565,0,0
12,21,31,54,680,0,0
12,21,31,54,969,0,0
12,21,31,55,253,0,0
12,21,31,55,373,0,0
12,21,31,55,719,0,0
12,21,31,55,777,0,0
12,21,31,55,835,0,0
12,21,31,55,950,0,0
12,21,31,56,181,0,0
12,21,31,56,527,0,0
12,21,31,56,873,0,0
12,21,31,56,931,0,0
12,21,31,57,104,0,0
12,21,31,57,220,0,0
12,21,31,57,277,0,0
12,21,31,57,566,0,0
12,21,31,57,681,0,0
12,21,31,57,797,0,0
12,21,31,58,28,0,0
12,21,31,58,85,0,0
12,21,31,58,201,0,0
12,21,31,58,259,0,0
12,21,31,58,374,0,0
12,21,31,58,489,0,0
12,21,31,58,547,0,0
12,21,31,58,663,0,0
12,21,31,58,720,0,0
12,21,31,58,893,0,0
12,21,31,58,951,0,0
12,21,31,59,67,0,0
12,21,31,59,586,0,0
12,21,31,59,701,0,0
12,21,31,59,932,0,0
12,21,31,59,990,0,0
12,21,32,0,394,0,0
12,21,32,0,452,0,0
12,21,32,0,567,0,0
12,21,32,0,683,0,0
12,21,32,0,740,0,0
12,21,32,0,913,0,0
12,21,32,0,971,0,0
12,21,32,1,202,0,0
12,21,32,1,260,0,0
12,21,32,1,317,0,0
12,21,32,1,433,0,0
12,21,32,1,548,0,0
12,21,31,46,889,0,1
12,21,31,51,506,0,2
12,21,31,56,123,0,1
12,21,32,1,837,0,2
12,21,32,2,68,0,0
12,21,32,2,241,0,0
12,21,32,2,645,0,0
12,21,32,3,338,0,0
12,21,32,3,395,0,0
12,21,32,3,453,0,0
12,21,32,3,684,0,0
12,21,32,4,30,0,0
12,21,32,4,88,0,0
12,21,32,4,146,0,0
12,21,32,4,492,0,0
12,21,32,4,607,0,0
12,21,32,5,588,0,0
12,21,32,6,223,0,0
12,21,32,8,128,0,0
12,21,32,8,243,0,0
12,21,32,8,301,0,0
12,21,32,8,474,0,0
12,21,32,8,763,0,0
12,21,32,8,820,0,0
12,21,32,8,936,0,0
12,21,32,9,51,0,0
12,21,32,9,455,0,0
12,21,32,9,571,0,0
12,21,32,9,628,0,0
12,21,32,10,32,0,0
12,21,32,10,90,0,0
12,21,32,10,436,0,0
12,21,32,10,783,0,0
12,21,32,11,187,0,0
12,21,32,13,91,0,0
12,21,32,13,437,0,0
12,21,32,13,495,0,0
12,21,32,13,784,0,0
12,21,32,13,957,0,0
12,21,32,14,15,0,0
12,21,32,14,72,0,0
12,21,32,14,188,0,0
12,21,32,14,361,0,0
12,21,32,14,419,0,0
12,21,32,14,649,0,0
12,21,32,14,880,0,0
12,21,32,15,515,0,0
12,21,32,15,573,0,0
12,21,32,16,35,0,0
12,21,32,16,381,0,0
12,21,32,16,439,0,0
12,21,32,16,496,0,0
12,21,32,16,958,0,0
12,21,32,17,73,0,0
12,21,32,17,247,0,0
12,21,32,17,420,0,0
12,21,32,18,863,0,0
12,21,32,19,671,0,0
12,21,32,19,844,0,0
12,21,32,19,959,0,0
12,21,32,20,133,0,0
12,21,32,20,537,0,0
12,21,32,20,594,0,0
12,21,32,21,56,0,0
12,21,32,21,345,0,0
12,21,32,21,806,0,0
12,21,32,22,268,0,0
12,21,32,22,383,0,0
12,21,32,22,441,0,0
12,21,32,23,76,0,0
12,21,32,24,173,0,0
12,21,32,24,346,0,0
12,21,32,24,750,0,0
12,21,32,25,212,0,0
12,21,32,25,385,0,0
12,21,32,25,673,0,0
12,21,32,25,962,0,0
12,21,32,26,20,0,0
12,21,32,26,481,0,0
12,21,32,26,885,0,0
12,21,32,27,347,0,0
12,21,32,27,578,0,0
12,21,32,27,693,0,0
12,21,32,27,751,0,0
12,21,32,27,924,0,0
12,21,32,28,213,0,0
12,21,32,29,136,0,0
12,21,32,29,540,0,0
12,21,32,30,888,0,0
12,21,32,31,907,0,0
12,21,32,32,195,0,0
12,21,32,33,350,0,0
12,21,32,33,581,0,0
12,21,32,33,811,0,0
12,21,32,34,215,0,0
12,21,32,35,23,0,0
12,21,32,35,139,0,0
12,21,32,36,235,0,0
12,21,32,36,293,0,0
12,21,32,38,82,0,0
12,21,32,38,774,0,0
12,21,32,38,832,0,0
12,21,32,39,813,0,0
12,21,32,40,160,0,0
12,21,32,40,506,0,0
12,21,32,40,679,0,0
12,21,32,40,737,0,0
12,21,32,41,83,0,0
12,21,32,41,602,0,0
12,21,32,41,891,0,0
12,21,32,41,949,0,0
12,21,32,42,872,0,0
12,21,32,43,565,0,0
12,21,32,45,181,0,0
12,21,32,45,239,0,0
12,21,32,45,931,0,0
12,21,32,46,393,0,0
12,21,32,46,912,0,0
12,21,32,47,201,0,0
12,21,32,48,413,0,0
12,21,32,49,914,0,0
12,21,32,50,433,0,0
12,21,32,50,664,0,0
12,21,32,51,472,0,0
12,21,32,51,876,0,0
12,21,32,52,222,0,0
12,21,32,52,684,0,0
12,21,32,52,742,0,0
12,21,32,53,30,0,0
12,21,32,53,203,0,0
12,21,32,53,377,0,0
12,21,32,53,723,0,0
12,21,32,54,185,0,0
12,21,32,54,820,1,0
12,21,32,55,658,0,0
12,21,32,56,320,0,0
12,21,32,56,436,0,0
12,21,32,57,532,0,0
12,21,32,58,109,0,0
12,21,32,58,225,0,0
12,21,32,58,283,0,0
12,21,32,58,975,0,0
12,21,32,59,148,0,0
12,21,32,59,321,0,0
12,21,32,59,437,0,0
12,21,33,0,591,0,0
12,21,33,0,995,0,0
12,21,33,2,34,0,0
12,21,33,2,380,0,0
12,21,33,2,842,0,0
12,21,33,4,54,0,0
12,21,33,4,112,0,0
12,21,33,4,631,0,0
12,21,33,6,593,0,0
12,21,33,7,574,0,0
12,21,33,7,921,0,0
12,21,33,11,557,0,0
12,21,33,14,39,0,0
12,21,33,14,269,0,0
12,21,33,14,558,0,0
12,21,33,15,77,0,0
12,21,33,16,924,0,0
12,21,33,19,348,0,0
12,21,33,19,868,0,0
12,21,33,29,737,0,0
12,21,33,30,314,0,0
12,21,33,31,122,0,0
12,21,33,32,45,0,0
12,21,33,35,47,0,0
12,21,33,41,395,0,0
12,21,33,46,12,0,0
12,21,33,51,33,0,0
12,21,33,51,899,0,0
12,21,33,52,996,0,0
12,21,33,53,515,0,0
12,21,33,57,555,0,0
12,21,34,0,729,0,0
12,21,34,1,133,0,0
12,21,34,3,96,0,0
12,21,34,3,558,0,0
12,21,34,5,0,0,0
12,21,34,7,367,0,0
12,21,34,9,502,0,0
12,21,34,10,368,0,0
12,21,34,10,887,0,0
12,21,34,11,753,0,0
12,21,34,12,503,0,0
12,21,34,12,907,0,0
12,21,34,13,426,0,0
12,21,34,13,542,0,0
12,21,34,17,62,0,0
12,21,34,17,120,0,0
12,21,34,17,755,0,0
12,21,34,19,140,1,0
12,21,34,19,775,0,0
12,21,34,20,121,0,0
12,21,34,20,641,0,0
12,21,34,25,893,0,0
12,21,34,26,66,0,0
12,21,34,27,682,0,0
12,21,34,31,376,0,0
12,21,34,31,837,0,0
12,21,34,32,184,0,0
12,21,34,35,473,0,0
12,21,34,39,802,0,0
12,21,34,42,630,0,0
12,21,34,43,553,0,0
12,21,34,45,343,0,0
12,21,34,45,920,0,0
12,21,34,48,170,0,0
12,21,34,50,17,0,0
12,21,34,51,633,0,0
12,21,34,52,326,0,0
12,21,35,0,925,0,0
12,21,35,3,407,0,0
12,21,35,3,927,0,0
12,21,35,13,623,0,0
12,21,35,17,28,0,0
12,21,35,20,491,0,0
12,21,35,21,68,0,0
12,21,35,21,414,0,0
12,21,35,24,473,0,0
12,21,35,24,819,0,0
12,21,35,27,70,0,0
12,21,35,29,321,0,0
12,21,35,31,572,0,0
12,21,35,32,322,0,0
12,21,35,32,553,0,0
12,21,35,33,938,0,0
12,21,35,34,515,0,0
12,21,35,34,919,0,0
12,21,35,35,554,0,0
12,21,35,42,365,0,0
12,21,35,42,480,0,0
12,21,35,43,173,0,0
12,21,35,46,405,0,0
12,21,35,47,847,0,0
12,21,35,48,482,0,0
12,21,35,51,310,0,0
12,21,35,52,407,0,0
12,21,35,53,157,0,0
12,21,35,53,330,0,0
12,21,35,53,792,0,0
12,21,35,55,754,0,0
12,21,35,57,24,0,0
12,21,36,0,83,0,0
12,21,36,0,833,0,0
12,21,36,4,527,0,0
12,21,36,7,644,0,0
12,21,36,8,48,0,0
12,21,36,10,934,0,0
12,21,36,12,146,0,0
12,21,36,14,166,0,0
12,21,36,14,512,0,0
12,21,36,15,724,0,0
12,21,36,15,955,0,0
12,21,36,18,783,0,0
12,21,36,21,726,0,0
12,21,36,23,516,0,0
12,21,36,34,770,0,0
12,21,36,34,827,0,0
12,21,36,36,39,0,0
12,21,36,37,425,0,0
12,21,36,38,348,0,0
12,21,36,41,811,0,0
12,21,36,42,965,0,0
12,21,36,43,600,0,0
12,21,36,43,773,0,0
12,21,36,45,736,0,0
12,21,36,47,236,0,0
12,21,36,47,467,0,0
12,21,36,47,525,0,0
12,21,36,48,910,0,0
12,21,36,50,526,0,0
12,21,36,50,814,0,0
12,21,36,52,661,0,0
12,21,36,56,355,0,0
12,21,36,56,900,0,0
12,21,36,57,509,0,0
12,21,36,57,682,0,0
12,21,36,59,645,0,0
12,21,36,59,991,0,0
12,21,37,0,222,0,0
12,21,37,0,395,0,0
12,21,37,1,780,0,0
12,21,37,3,108,0,0
12,21,37,4,839,0,0
12,21,37,4,897,0,0
12,21,37,7,898,0,0
12,21,37,12,342,0,0
12,21,37,12,630,0,0
12,21,37,13,785,0,0
12,21,37,15,401,0,0
12,21,37,15,747,0,0
12,21,37,16,901,0,0
12,21,37,25,270,0,0
12,21,37,27,117,0,0
12,21,37,28,190,0,0
14,22,4,19,27,0,0
14,22,4,23,240,0,0
14,22,4,11,409,0,2
14,22,4,12,505,0,3
14,22,4,14,814,0,2
14,22,4,15,968,0,1
14,22,4,17,122,0,1
14,22,4,20,585,0,1
14,22,4,21,739,0,2
14,22,4,24,48,0,2
14,22,4,25,202,0,1
14,22,4,27,511,0,2
14,22,4,28,782,0,2
14,22,4,29,936,0,3
14,22,4,31,90,0,2
14,22,4,32,245,0,2
14,22,4,33,399,0,2
14,22,4,34,553,0,2
14,22,4,35,707,0,3
14,22,4,36,862,0,2
14,22,4,38,16,0,2
14,22,4,41,479,0,2
14,22,4,42,633,0,1
14,22,4,46,615,0,0
14,22,4,46,788,0,0
14,22,4,47,19,0,0
14,22,4,47,538,0,0
14,22,4,47,711,0,0
14,22,4,48,0,0,0
14,22,4,48,231,0,0
14,22,4,48,577,0,0
14,22,4,48,981,0,0
14,22,4,49,385,0,0
14,22,4,50,251,0,0
14,22,4,51,116,0,0
14,22,4,52,444,0,0
14,22,4,52,559,0,0
14,22,4,52,963,0,0
14,22,4,53,21,0,0
14,22,4,53,137,0,0
14,22,4,53,367,0,0
14,22,4,53,483,0,0
14,22,4,53,598,0,0
14,22,4,53,656,0,0
14,22,4,53,714,0,0
14,22,4,54,60,0,0
14,22,4,54,118,0,0
14,22,4,54,349,0,0
14,22,4,54,810,0,0
14,22,4,54,983,0,0
14,22,4,55,41,0,0
14,22,4,55,99,0,0
14,22,4,55,272,0,0
14,22,4,55,330,0,0
14,22,4,55,445,0,0
14,22,4,55,734,0,0
14,22,4,55,792,0,0
14,22,4,55,907,0,0
14,22,4,56,138,0,0
14,22,4,56,311,0,0
14,22,4,56,484,0,0
14,22,4,56,657,0,0
14,22,4,56,715,0,0
14,22,4,57,4,0,0
14,22,4,57,408,0,0
14,22,4,57,523,0,0
14,22,4,58,331,0,0
14,22,4,58,735,0,0
14,22,4,59,135,0,0
14,22,4,59,485,0,0
14,22,4,59,716,0,0
14,22,4,59,889,0,0
14,22,5,1,275,0,0
14,22,5,1,909,0,0
14,22,4,46,153,0,2
14,22,4,48,462,0,1
14,22,4,49,616,0,4
14,22,4,51,867,0,1
14,22,4,53,21,0,3
14,22,4,54,175,0,2
14,22,4,56,484,0,2
14,22,4,59,947,0,2
14,22,5,1,101,0,1
14,22,5,2,891,0,0
14,22,5,3,64,0,0
14,22,5,4,161,0,0
14,22,5,4,738,0,0
14,22,5,5,199,0,0
14,22,5,5,603,0,0
14,22,5,5,661,0,0
14,22,5,7,508,0,0
14,22,5,9,182,0,0
14,22,5,10,625,0,0
14,22,5,11,317,0,0
14,22,5,12,240,0,0
14,22,5,12,298,0,0
14,22,5,12,933,0,0
14,22,5,12,991,0,0
14,22,5,13,48,0,0
14,22,5,13,279,0,0
14,22,5,13,337,0,0
14,22,5,13,452,0,0
14,22,5,15,472,0,0
14,22,5,15,992,0,0
14,22,5,16,50,0,0
14,22,5,16,165,0,0
14,22,5,16,338,1,0
14,22,5,16,742,0,0
14,22,5,16,858,0,0
14,22,5,17,31,0,0
14,22,5,17,435,0,0
14,22,5,17,492,0,0
14,22,5,17,608,0,0
14,22,5,17,666,0,0
14,22,5,17,839,0,0
14,22,5,18,589,0,0
14,22,5,18,820,0,0
14,22,5,19,512,0,0
14,22,5,19,570,0,0
14,22,5,5,603,0,1
14,22,5,7,912,0,2
14,22,5,9,66,0,2
14,22,5,15,992,0,2
14,22,5,19,686,0,1
14,22,5,19,974,0,0
14,22,5,20,205,0,0
14,22,5,20,321,0,0
14,22,5,20,494,0,0
14,22,5,20,551,0,0
14,22,5,20,840,0,0
14,22,5,20,898,0,0
14,22,5,21,763,0,0
14,22,5,22,225,0,0
14,22,5,22,918,0,0
14,22,5,24,72,0,0
14,22,5,24,418,0,0
14,22,5,24,880,0,0
14,22,5,25,868,0,0
14,22,5,27,246,0,0
14,22,5,29,151,0,0
14,22,5,29,324,0,0
14,22,5,29,439,0,0
14,22,5,29,959,0,0
14,22,5,30,132,0,0
14,22,5,30,247,0,0
14,22,5,31,632,0,0
14,22,5,31,806,0,0
14,22,5,32,267,0,0
14,22,5,32,614,0,0
14,22,5,33,18,0,0
14,22,5,33,133,0,0
14,22,5,33,306,0,0
14,22,5,33,364,0,0
14,22,5,33,883,0,0
14,22,5,34,114,0,0
14,22,5,34,345,0,0
14,22,5,34,518,0,0
14,22,5,35,38,0,0
14,22,5,35,557,0,0
14,22,5,36,538,0,0
14,22,5,36,654,1,0
14,22,5,20,898,0,2
14,22,5,21,955,0,1
14,22,5,22,110,0,1
14,22,5,23,264,0,1
14,22,5,27,881,0,1
14,22,5,37,58,0,2
14,22,5,37,116,0,0
14,22,5,37,866,0,0
14,22,5,38,154,0,0
14,22,5,38,443,0,0
14,22,5,38,616,1,0
14,22,5,39,424,0,0
14,22,5,40,174,0,0
14,22,5,40,232,0,0
14,22,5,41,559,0,0
14,22,5,41,790,0,0
14,22,5,42,21,0,0
14,22,5,42,887,0,0
14,22,5,43,291,0,0
14,22,5,43,810,0,0
14,22,5,43,868,0,0
14,22,5,43,926,0,0
14,22,5,43,983,0,0
14,22,5,44,272,0,0
14,22,5,44,503,0,0
14,22,5,45,888,0,0
14,22,5,46,176,0,0
14,22,5,47,100,0,0
14,22,5,47,331,0,0
14,22,5,47,619,0,0
14,22,5,48,23,0,0
14,22,5,48,254,0,0
14,22,5,48,427,0,0
14,22,5,48,774,0,0
14,22,5,48,889,0,0
14,22,5,49,4,0,0
14,22,5,49,351,0,0
14,22,5,49,408,0,0
14,22,5,50,332,0,0
14,22,5,50,736,0,0
14,22,5,50,255,0,0
14,22,5,51,428,0,0
14,22,5,51,775,0,0
14,22,5,52,179,0,0
14,22,5,52,236,0,0
14,22,5,52,294,0,0
14,22,5,52,756,0,0
14,22,5,52,871,0,0
14,22,5,52,929,0,0
14,22,5,53,44,0,0
14,22,5,53,852,0,0
14,22,5,53,968,0,0
14,22,5,54,26,0,0
14,22,5,39,424,0,2
14,22,5,40,578,0,1
14,22,5,50,851,0,1
14,22,5,53,160,0,1
14,22,5,54,314,0,1
14,22,5,54,603,0,0
14,22,5,55,180,0,0
14,22,5,55,642,0,0
14,22,5,55,930,0,0
14,22,5,56,161,0,0
14,22,5,56,450,0,0
14,22,5,56,507,0,0
14,22,5,56,969,0,0
14,22,5,57,200,0,0
14,22,5,59,393,0,0
14,22,5,59,624,0,0
14,22,5,59,682,0,0
14,22,6,0,143,0,0
14,22,6,0,374,0,0
14,22,6,0,836,0,0
14,22,6,2,510,0,0
14,22,6,3,318,0,0
14,22,6,3,548,0,0
14,22,6,3,895,0,0
14,22,6,4,183,0,0
14,22,6,4,299,0,0
14,22,6,7,588,0,0
14,22,6,7,762,0,0
14,22,6,7,935,0,0
14,22,6,8,166,0,0
14,22,6,9,839,0,0
14,22,6,10,647,0,0
14,22,6,11,802,0,1
14,22,6,12,379,0,0
14,22,6,12,898,0,0
14,22,6,14,918,0,0
14,22,6,15,957,0,0
14,22,6,19,535,0,0
14,22,6,21,209,0,0
14,22,6,21,555,0,0
14,22,6,22,421,0,0
14,22,6,24,499,0,0
14,22,6,28,308,0,0
14,22,6,28,827,0,0
14,22,6,14,168,0,1
14,22,6,25,595,0,2
14,22,6,29,866,0,0
14,22,6,32,810,0,0
14,22,6,33,445,0,0
14,22,6,35,695,0,0
14,22,6,36,677,0,0
14,22,6,41,986,0,0
14,22,6,42,736,0,0
14,22,6,44,295,0,0
14,22,6,44,814,0,0
14,22,6,47,238,0,0
14,22,6,53,125,0,0
14,22,6,54,741,0,0
14,22,6,56,934,0,0
14,22,6,58,492,0,0
14,22,7,3,398,0,0
14,22,7,6,746,0,0
14,22,7,6,861,0,0
14,22,7,15,634,0,0
14,22,7,15,980,0,0
14,22,7,21,405,0,0
14,22,7,23,425,0,0
14,22,7,36,354,0,0
14,22,7,40,509,0,0
14,22,7,41,374,0,0
14,22,7,45,357,0,0
14,22,7,51,302,0,0
14,22,7,51,417,0,0
14,22,7,55,284,0,0
14,22,7,58,54,0,0
14,22,8,1,805,0,0
14,22,8,4,518,0,0
14,22,8,4,576,0,0
14,22,8,6,827,0,0
14,22,8,6,885,0,0
14,22,8,8,327,0,0
14,22,8,12,252,0,0
14,22,8,14,388,0,0
14,22,8,15,600,0,0
14,22,8,16,62,0,0
14,22,8,18,197,0,0
14,22,8,19,5,0,0
14,22,8,22,195,0,0
14,22,8,24,199,0,0
14,22,8,21,429,0,1
14,22,8,34,588,0,0
14,22,8,36,839,0,0
14,22,8,37,704,0,0
14,22,8,39,494,0,0
14,22,8,49,998,0,0
14,22,8,51,152,0,0
14,22,8,54,788,0,0
14,22,8,57,500,0,0
14,22,8,57,673,0,0
14,22,8,58,20,0,0
14,22,9,8,697,0,0
14,22,9,13,256,0,0
14,22,9,13,603,0,0
14,22,9,17,931,0,0
14,22,9,19,893,0,0
14,22,9,28,897,0,0
14,22,9,36,977,0,0
14,22,9,42,344,0,0
14,22,9,47,192,0,0
14,22,9,47,712,0,0
14,22,9,48,808,0,0
14,22,9,50,886,0,0
14,22,9,53,599,0,0
14,22,10,0,63,0,0
14,22,10,1,275,0,0
14,22,10,5,834,0,0
14,22,10,11,28,0,0
14,22,10,12,183,0,0
14,22,10,13,568,0,0
14,22,10,14,29,0,0
14,22,10,14,203,0,0
14,22,10,16,454,0,0
14,22,10,21,590,0,0
14,22,10,21,879,0,0
14,22,10,24,360,0,0
14,22,10,30,247,0,0
14,22,10,32,36,0,0
14,22,10,33,941,0,0
14,22,10,38,847,0,0
14,22,10,39,828,0,0
14,22,10,43,2,0,0
14,22,10,44,156,0,0
14,22,10,47,965,0,0
14,22,10,48,543,0,0
14,22,10,57,27,0,0
14,22,10,59,163,0,0
14,22,11,0,779,0,0
14,22,11,2,914,0,0
14,22,11,3,145,0,0
14,22,11,9,897,0,0
14,22,11,14,111,0,0
14,22,11,14,803,0,0
14,22,11,22,249,0,0
14,22,11,22,883,0,0
14,22,11,24,731,0,0
14,22,11,33,272,0,0
14,22,11,34,311,0,0
14,22,11,35,350,0,0
14,22,11,38,5,0,0
14,22,11,40,833,0,0
14,22,11,46,373,0,0
14,22,11,46,547,0,0
14,22,11,49,317,0,0
14,22,11,55,723,0,0
14,22,11,57,801,0,0
14,22,12,2,187,0,0
14,22,12,7,497,0,0
14,22,12,9,978,0,0
14,22,12,10,325,0,0
14,22,12,10,960,0,0
14,22,12,12,229,0,0
14,22,12,12,633,0,0
14,22,12,15,230,0,0
14,22,12,15,692,0,0
14,22,12,16,212,0,0
14,22,12,20,483,0,0
14,22,12,21,175,0,0
14,22,12,26,831,0,0
14,22,12,31,910,0,0
16,22,38,54,963,0,0
16,22,38,55,771,0,0
16,22,38,56,637,0,0
16,22,38,56,868,0,0
16,22,38,56,925,0,0
16,22,38,57,99,0,0
16,22,38,57,272,0,0
16,22,38,57,560,0,0
16,22,38,57,676,0,0
16,22,38,57,964,0,0
16,22,38,58,80,0,0
16,22,38,58,137,0,0
16,22,38,59,638,0,0
16,22,38,59,984,0,0
16,22,39,0,100,0,0
16,22,39,0,215,0,0
16,22,39,0,792,0,0
16,22,39,0,965,0,0
16,22,39,1,23,0,0
16,22,39,1,369,0,0
16,22,39,2,120,0,0
16,22,39,3,159,0,0
16,22,39,4,24,0,0
16,22,39,4,197,0,0
16,22,39,4,255,0,0
16,22,39,4,313,0,0
16,22,39,4,659,0,0
16,22,39,5,236,0,0
16,22,39,5,467,0,0
16,22,39,5,756,0,0
16,22,39,5,813,0,0
16,22,39,5,929,0,0
16,22,39,5,986,0,0
16,22,39,6,102,0,0
16,22,39,6,910,0,0
16,22,39,7,718,0,0
16,22,39,7,949,0,0
16,22,39,8,180,0,0
16,22,39,8,814,0,0
16,22,39,9,161,0,0
16,22,39,9,276,0,0
16,22,39,9,565,0,0
16,22,39,10,142,0,0
16,22,39,10,430,0,0
16,22,39,10,488,0,0
16,22,39,10,546,0,0
16,22,39,11,8,0,0
16,22,39,11,527,0,0
16,22,39,11,989,0,0
16,22,39,12,46,0,0
16,22,38,56,60,0,1
16,22,38,57,214,0,2
16,22,38,58,368,0,2
16,22,38,59,523,0,3
16,22,39,0,677,0,2
16,22,39,1,831,0,2
16,22,39,2,985,0,1
16,22,39,4,140,0,1
16,22,39,5,294,0,1
16,22,39,6,448,0,2
16,22,39,11,123,0,2
16,22,39,12,220,0,1
16,22,39,12,278,0,0
16,22,39,12,393,0,0
16,22,39,12,451,0,0
16,22,39,12,508,0,0
16,22,39,12,624,0,0
16,22,39,13,432,0,0
16,22,39,14,355,0,0
16,22,39,14,932,0,0
16,22,39,15,48,0,0
16,22,39,15,105,0,0
16,22,39,15,452,0,0
16,22,39,17,241,0,0
16,22,39,18,741,0,0
16,22,39,19,30,0,0
16,22,39,20,704,0,0
16,22,39,22,204,0,0
16,22,39,22,608,0,0
16,22,39,23,185,0,0
16,22,39,23,243,0,0
16,22,39,23,358,0,0
16,22,39,23,878,0,0
16,22,39,23,993,0,0
16,22,39,24,628,0,0
16,22,39,24,859,0,0
16,22,39,24,974,0,0
16,22,39,25,436,0,0
16,22,39,25,667,0,0
16,22,39,25,898,0,0
16,22,39,26,186,0,0
16,22,39,26,533,0,0
16,22,39,26,764,0,0
16,22,39,27,168,0,0
16,22,39,27,341,0,0
