"downcast","hour","min","sec","s/1000","H1","H2","H3","H5a","H5b","H6","H7","H7*","H8","H9","H9*","H10","H11","H13","H14","H15","VSH","Annatiara","R1","R2","R3","r4-aegina","R5","Doliolids","Appendicularians","App in Hse","MUAT","LEMU","SPKO","Si 2 Eu","NABI","AGEL","COOR"
26,1,27,8,264,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
26,1,27,8,321,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
26,1,27,8,552,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
26,1,27,9,72,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
26,1,27,9,129,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
26,1,27,9,418,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
26,1,27,9,764,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
26,1,27,9,822,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
26,1,27,9,995,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
26,1,27,10,53,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
26,1,27,10,168,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
26,1,27,10,284,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
26,1,27,10,399,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1,27,10,514,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
26,1,27,10,572,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
26,1,27,10,803,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1,27,11,34,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
26,1,27,11,92,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
26,1,27,11,207,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1,27,11,265,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
26,1,27,11,784,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
26,1,27,11,842,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1,27,12,188,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
26,1,27,12,650,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
26,1,27,12,708,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
26,1,27,12,823,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
26,1,27,12,938,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
26,1,27,13,169,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
26,1,27,13,573,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1,27,13,862,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
26,1,27,14,150,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,
