downcast,hour,min,sec,s/1000,MUAT,LEMU,NABI,AGEL,COOR,FOED
8,21,58,46,277,1,0,0,0,0,0
8,21,58,46,681,1,0,0,0,0,0
8,21,58,47,547,0,0,1,0,0,0
8,21,58,49,47,0,0,1,0,0,0
8,21,58,49,105,1,0,0,0,0,0
8,21,58,49,163,1,0,0,0,0,0
8,21,58,49,278,1,0,0,0,0,0
8,21,58,50,144,1,0,0,0,0,0
8,21,58,50,433,0,0,1,0,0,0
8,21,58,51,875,1,0,0,0,0,0
8,21,58,52,49,0,0,1,0,0,0
8,21,58,52,222,1,0,0,0,0,0
8,21,58,52,337,1,0,0,0,0,0
8,21,58,52,626,0,0,1,0,0,0
8,21,58,53,30,1,0,0,0,0,0
8,21,58,54,126,1,0,0,0,0,0
8,21,58,54,703,1,0,0,0,0,0
8,21,58,55,973,0,0,1,0,0,0
8,21,58,56,31,1,0,0,0,0,0
8,21,58,57,12,1,0,0,0,0,0
8,21,58,58,282,1,0,0,0,0,0
8,21,58,58,801,1,0,0,0,0,0
8,21,58,59,667,1,0,0,0,0,0
8,21,58,59,725,0,0,1,0,0,0
8,21,58,59,782,1,0,0,0,0,0
8,21,59,1,687,1,0,0,0,0,0
8,21,59,2,437,1,0,0,0,0,0
8,21,59,2,841,0,0,1,0,0,0
8,21,59,3,14,0,0,1,0,0,0
8,21,59,3,245,1,0,0,0,0,0
8,21,59,4,53,1,0,0,0,0,0
8,21,59,5,611,0,0,1,0,0,0
8,21,59,6,823,1,0,0,0,0,0
8,21,59,7,54,1,0,0,0,0,0
8,21,59,7,689,1,0,0,0,0,0
8,21,59,8,382,1,0,0,0,0,0
8,21,59,8,959,0,0,1,0,0,0
8,21,59,9,247,1,0,1,0,0,0
8,21,59,9,421,0,0,1,0,0,0
8,21,59,9,767,0,0,1,0,0,0
8,21,59,9,940,1,0,0,0,0,0
8,21,59,11,498,0,0,1,0,0,0
8,21,59,11,729,1,0,0,0,0,0
8,21,59,13,115,1,0,0,0,0,0
8,21,59,14,442,1,0,0,0,0,0
8,21,59,14,904,0,0,1,0,0,0
8,21,59,14,961,1,0,0,0,0,0
8,21,59,15,135,0,0,1,0,0,0
8,21,59,15,423,1,0,0,0,0,0
8,21,59,15,481,1,0,0,0,0,0
8,21,59,15,539,0,0,1,0,0,0
8,21,59,16,866,0,0,1,0,0,0
8,21,59,17,732,1,0,0,0,0,0
8,21,59,17,790,1,0,0,0,0,0
8,21,59,18,20,1,0,0,0,0,0
8,21,59,18,251,1,0,0,0,0,0
8,21,59,18,944,1,0,0,0,0,0
8,21,59,19,636,1,0,0,0,0,0
8,21,59,20,560,1,0,0,0,0,0
8,21,59,20,791,1,0,0,0,0,0
8,21,59,21,79,1,0,0,0,0,0
8,21,59,21,137,1,0,0,0,0,0
8,21,59,21,426,1,0,0,0,0,0
8,21,59,21,599,1,0,0,0,0,0
8,21,59,22,118,1,0,0,0,0,0
8,21,59,23,850,1,0,0,0,0,0
8,21,59,25,62,0,0,0,1,0,0
8,21,59,25,235,0,0,1,0,0,0
8,21,59,25,928,1,0,0,0,0,0
8,21,59,25,985,1,0,0,0,0,0
8,21,59,27,371,1,0,0,0,0,0
8,21,59,27,775,1,0,0,0,0,0
8,21,59,27,948,1,0,0,0,0,0
8,21,59,28,236,1,0,0,0,0,0
8,21,59,29,217,1,0,0,0,0,0
8,21,59,29,679,1,0,0,0,0,0
8,21,59,30,256,1,0,0,0,0,0
8,21,59,30,833,1,0,0,0,0,0
8,21,59,31,525,1,0,0,0,0,0
8,21,59,32,160,1,0,1,0,0,0
8,21,59,32,622,0,0,1,0,0,0
8,21,59,32,737,0,0,0,1,0,0
8,21,59,33,488,1,0,0,0,0,0
8,21,59,33,719,1,0,0,0,0,0
8,21,59,37,8,1,0,0,0,0,0
8,21,59,37,124,1,0,0,0,0,0
8,21,59,39,721,1,0,0,0,0,0
8,21,59,40,67,1,0,0,0,0,0
8,21,59,40,125,4,0,0,0,0,0
8,21,59,40,241,1,0,0,0,0,0
8,21,59,40,298,1,0,0,0,0,0
8,21,59,41,914,1,0,0,0,0,0
8,21,59,42,434,0,0,0,0,1,0
8,21,59,43,473,0,0,1,0,0,0
8,21,59,44,569,1,0,0,0,0,0
8,21,59,44,627,0,0,0,1,0,0
8,21,59,46,416,0,0,1,0,0,0
8,21,59,52,534,0,0,1,0,0,0
8,22,0,6,963,1,0,0,0,0,0
8,22,0,25,547,0,0,1,0,0,0
8,22,0,26,470,0,0,1,0,0,0
8,22,0,29,356,0,0,1,0,0,0
8,22,0,31,318,0,0,1,0,0,0
8,22,0,38,763,0,1,0,0,0,0
8,22,0,39,225,0,0,1,0,0,0
8,22,1,3,292,0,0,1,0,0,0
8,22,1,14,431,0,0,1,0,0,0
8,22,1,39,594,1,0,0,0,0,0
8,22,1,49,348,0,1,0,0,0,0
8,22,2,19,302,0,0,1,0,0,0
8,22,2,27,209,0,0,1,0,0,0
8,22,2,29,979,0,0,1,0,0,0
8,22,3,1,203,0,0,1,0,0,0
8,22,3,1,550,0,1,0,0,0,0
8,22,3,11,72,0,1,0,0,0,0
8,22,3,12,861,0,0,1,0,0,0
8,22,3,28,213,0,0,1,0,0,0
8,22,3,31,272,0,1,0,0,0,0
8,22,3,34,851,0,0,1,0,0,0
8,22,3,37,332,0,0,1,0,0,0
8,22,3,40,103,0,0,1,0,0,0
8,22,3,52,50,0,0,1,0,0,0
8,22,3,54,935,0,0,0,0,1,0
8,22,3,58,629,0,0,1,0,0,0
8,22,3,59,264,0,1,0,0,0,0
8,22,4,3,304,0,0,1,0,0,0
8,22,4,6,997,0,0,1,0,0,0
8,22,4,18,598,1,0,0,0,0,0
8,22,4,22,3,0,0,1,0,0,0
8,22,4,22,523,0,0,1,0,0,0
8,22,4,29,737,0,0,1,0,0,0
8,22,4,31,295,0,0,1,0,0,0
8,22,4,31,411,0,0,1,0,0,0
8,22,4,32,738,0,1,0,0,0,0
8,22,4,36,432,0,0,1,0,0,0
8,22,4,44,223,0,0,1,0,0,0
8,22,4,50,456,0,0,1,0,0,0
8,22,4,55,593,0,0,1,0,0,0
8,22,5,11,753,0,0,1,0,0,0
8,22,5,34,550,0,1,0,0,0,0
8,22,5,50,652,0,1,0,0,0,0
8,22,6,21,588,0,0,1,0,0,0
