downcast,hour,min,sec,s/1000,MUAT,LEMU,NABI,AGEL,COOR,FOED
8,21,56,51,559,1,0,0,0,0,0
8,21,56,55,870,0,0,1,0,0,0
8,21,56,56,678,1,0,0,0,0,0
8,21,56,57,601,1,0,0,0,0,0
8,21,56,58,121,1,0,0,0,0,0
8,21,57,3,373,1,0,0,0,0,0
8,21,57,3,834,1,0,0,0,0,0
8,21,57,13,473,0,0,1,0,0,0
8,21,57,16,936,1,0,0,0,0,0
8,21,57,21,206,1,0,0,0,0,0
8,21,57,22,418,1,0,0,0,0,0
8,21,57,23,111,1,0,0,0,0,0
8,21,57,24,34,1,0,0,0,0,0
8,21,57,24,669,1,0,0,0,0,0
8,21,57,26,978,1,0,0,0,0,0
8,21,57,28,421,1,0,0,0,0,0
8,21,57,29,56,1,0,0,0,0,0
8,21,57,29,402,1,0,0,0,0,0
8,21,57,29,572,1,0,0,0,0,0
8,21,57,30,37,1,0,0,0,0,0
8,21,57,31,480,1,0,0,0,0,0
8,21,57,35,750,1,0,0,0,0,0
8,21,57,36,39,1,0,0,0,0,0
8,21,57,38,59,1,0,0,0,0,0
8,21,57,38,117,1,0,0,0,0,0
8,21,57,39,617,1,0,0,0,0,0
8,21,57,41,60,1,0,0,0,0,0
8,21,57,41,810,1,0,0,0,0,0
8,21,57,42,99,1,0,0,0,0,0
8,21,57,42,965,1,0,0,0,0,0
8,21,57,43,22,1,0,0,0,0,0
8,21,57,44,696,1,0,0,0,0,0
8,21,57,47,62,1,0,0,0,0,0
8,21,57,47,120,1,0,0,0,0,0
8,21,57,48,909,1,0,0,0,0,0
8,21,57,49,198,1,0,0,0,0,0
8,21,57,49,486,1,0,0,0,0,0
8,21,57,50,294,2,0,0,0,0,0
8,21,57,50,641,1,0,0,0,0,0
8,21,57,52,141,1,0,0,0,0,0
8,21,57,52,545,1,0,0,0,0,0
8,21,57,52,834,1,0,0,0,0,0
8,21,57,53,815,1,0,0,0,0,0
8,21,57,56,412,1,0,0,0,0,0
8,21,57,58,605,2,0,0,0,0,0
8,21,57,59,933,1,0,0,0,0,0
8,21,58,5,69,1,0,0,0,0,0
8,21,58,5,242,1,0,0,0,0,0
8,21,58,5,300,1,0,0,0,0,0
8,21,58,5,473,1,0,0,0,0,0
8,21,58,5,762,1,0,0,0,0,0
8,21,58,8,590,1,0,0,0,0,0
8,21,58,9,398,1,0,0,0,0,0
8,21,58,14,477,0,0,1,0,0,0
8,21,58,16,208,1,0,0,0,0,0
8,21,58,16,323,1,0,0,0,0,0
8,21,58,16,381,1,0,0,0,0,0
8,21,58,18,286,1,0,0,0,0,0
8,21,58,20,825,1,0,0,0,0,0
8,21,58,22,903,1,0,0,0,0,0
8,21,58,23,538,2,0,0,0,0,0
8,21,58,23,942,1,0,1,0,0,0
8,21,58,25,327,1,0,0,0,0,0
8,21,58,27,462,1,0,0,0,0,0
8,21,58,28,213,1,0,0,0,0,0
8,21,58,30,867,1,0,0,0,0,0
8,21,58,30,983,1,0,0,0,0,0
8,21,58,31,387,1,0,0,0,0,0
8,21,58,32,483,1,0,0,0,0,0
8,21,58,34,619,1,0,0,0,0,0
8,21,58,36,523,1,0,0,0,0,0
8,21,58,37,735,1,0,0,0,0,0
8,21,58,38,197,1,0,0,0,0,0
8,21,58,38,371,1,0,0,0,0,0
8,21,58,39,121,1,0,0,0,0,0
8,21,58,39,986,1,0,0,0,0,0
8,21,58,40,333,1,0,0,0,0,0
8,21,58,40,506,1,0,0,0,0,0
8,21,58,40,910,1,0,0,0,0,0
8,21,58,40,968,1,0,0,0,0,0
8,21,58,41,833,0,0,1,0,0,0
8,21,58,42,410,1,0,0,0,0,0
8,21,58,43,696,1,0,0,0,0,0
