downcast,hour,min,sec,s/1000,MUAT,LEMU,NABI,AGEL,COOR,FOED
22,1,53,29,788,0,0,1,0,0,0
22,1,53,57,472,0,1,0,0,0,0
22,1,54,16,653,0,1,0,0,0,0
22,1,54,23,637,0,0,1,0,0,0
22,1,54,27,619,0,1,0,0,0,0
22,1,54,30,735,0,0,1,0,0,0
22,1,54,40,489,0,0,1,0,0,0
22,1,54,52,494,0,0,1,0,0,0
22,1,55,5,479,0,0,1,0,0,0
22,1,55,5,941,0,0,1,0,0,0
22,1,55,12,752,0,0,1,0,0,0
22,1,55,30,874,0,0,1,0,0,0
22,1,55,34,741,0,0,1,0,0,0
22,1,55,41,551,0,1,0,0,0,0
22,1,55,44,437,0,0,1,0,0,0
22,1,55,48,188,0,0,1,0,0,0
22,1,55,53,786,0,0,1,0,0,0
22,1,55,57,191,0,0,1,0,0,0
22,1,55,57,711,0,0,1,0,0,0
22,1,55,58,865,0,0,1,0,0,0
22,1,56,0,193,0,0,1,0,0,0
22,1,56,3,309,0,1,0,0,0,0
22,1,56,3,771,0,1,0,0,0,0
22,1,56,5,329,0,1,0,0,0,0
22,1,56,5,676,0,1,0,0,0,0
22,1,56,6,484,0,1,0,0,0,0
22,1,56,21,951,0,0,1,0,0,0
22,1,56,26,164,0,0,1,0,0,0
22,1,56,56,811,0,0,1,0,0,0
22,1,56,58,658,0,0,1,0,0,0
22,1,57,10,605,0,0,1,0,0,0
22,1,57,25,957,0,0,1,0,0,0
22,1,57,31,844,0,0,1,0,0,0
22,1,57,56,719,0,0,1,0,0,0
22,1,58,35,734,0,0,1,0,0,0
22,1,59,22,886,0,0,1,0,0,0
22,1,59,36,184,0,0,1,0,0,0
22,2,2,11,9,0,1,0,0,0,0
