downcast,category,species,year,month,date,hour,min,sec,s/1000,x/300
6,O , Ocyropsis maciluta,2010,10,15,21,28,31,671,78
6,O , Ocyropsis maciluta,2010,10,15,21,28,31,671,142
6,O , Ocyropsis maciluta,2010,10,15,21,28,31,671,188
6,O , Ocyropsis maciluta,2010,10,15,21,28,31,671,274
6,O , Ocyropsis maciluta,2010,10,15,21,28,49,46,37
6,O , Ocyropsis maciluta,2010,10,15,21,28,49,46,88
6,O , Ocyropsis maciluta,2010,10,15,21,28,49,46,109
6,O , Ocyropsis maciluta,2010,10,15,21,28,49,46,157
6,O , Ocyropsis maciluta,2010,10,15,21,28,49,46,243
6,B , Beroida,2010,10,15,21,29,6,421,207
6,O , Ocyropsis maciluta,2010,10,15,21,29,6,421,26
6,O , Ocyropsis maciluta,2010,10,15,21,29,6,421,66
6,O , Ocyropsis maciluta,2010,10,15,21,29,6,421,118
6,O , Ocyropsis maciluta,2010,10,15,21,29,6,421,175
6,O , Ocyropsis maciluta,2010,10,15,21,29,6,421,182
6,O , Ocyropsis maciluta,2010,10,15,21,29,6,421,253
6,O , Ocyropsis maciluta,2010,10,15,21,29,23,796,31
6,O , Ocyropsis maciluta,2010,10,15,21,29,23,796,118
6,O , Ocyropsis maciluta,2010,10,15,21,29,23,796,119
6,O , Ocyropsis maciluta,2010,10,15,21,29,23,796,133
6,B , Beroida,2010,10,15,21,29,41,234,141
6,O , Ocyropsis maciluta,2010,10,15,21,29,41,234,148
6,O , Ocyropsis maciluta,2010,10,15,21,29,41,234,149
6,O , Ocyropsis maciluta,2010,10,15,21,29,41,234,168
6,O , Ocyropsis maciluta,2010,10,15,21,29,41,234,257
6,O , Ocyropsis maciluta,2010,10,15,21,29,58,578,95
6,O , Ocyropsis maciluta,2010,10,15,21,29,58,578,200
6,O , Ocyropsis maciluta,2010,10,15,21,30,15,937,71
6,O , Ocyropsis maciluta,2010,10,15,21,30,33,421,5
6,O , Ocyropsis maciluta,2010,10,15,21,30,33,421,30
6,T , Thalassocalycidae inconstans,2010,10,15,21,30,50,843,132
6,O , Ocyropsis maciluta,2010,10,15,21,31,8,125,18
6,O , Ocyropsis maciluta,2010,10,15,21,31,8,125,159
6,O , Ocyropsis maciluta,2010,10,15,21,31,8,125,182
6,B , Beroida,2010,10,15,21,31,25,484,242
6,O , Ocyropsis maciluta,2010,10,15,21,31,25,484,268
6,O , Ocyropsis maciluta,2010,10,15,21,31,42,765,30
6,O , Ocyropsis maciluta,2010,10,15,21,31,42,765,120
6,O , Ocyropsis maciluta,2010,10,15,21,32,0,140,284
6,T , Thalassocalycidae inconstans,2010,10,15,21,32,0,140,98
6,B , Beroida,2010,10,15,21,32,17,515,156
6,O , Ocyropsis maciluta,2010,10,15,21,32,17,515,257
6,O , Ocyropsis maciluta,2010,10,15,21,32,34,875,192
7,V , Velamen,2010,10,15,21,40,23,921,109
7,V , Velamen,2010,10,15,21,40,23,921,115
7,LL , Larval Lobata,2010,10,15,21,41,16,125,233
7,M , Mertensid,2010,10,15,21,41,16,125,300
7,V , Velamen,2010,10,15,21,41,16,125,10
7,C , Hormiphora californiensis,2010,10,15,21,41,33,453,209
7,V , Velamen,2010,10,15,21,41,33,453,164
7,B , Beroida,2010,10,15,21,41,50,875,240
7,LL , Larval Lobata,2010,10,15,21,41,50,875,192
7,M , Mertensid,2010,10,15,21,41,50,875,186
7,C , Hormiphora californiensis,2010,10,15,21,42,8,218,291
7,LL , Larval Lobata,2010,10,15,21,42,8,218,223
7,LL , Larval Lobata,2010,10,15,21,42,8,218,280
7,M , Mertensid,2010,10,15,21,42,8,218,50
7,M , Mertensid,2010,10,15,21,42,8,218,214
7,V , Velamen,2010,10,15,21,42,8,218,87
7,V , Velamen,2010,10,15,21,42,8,218,265
7,B , Beroida,2010,10,15,21,42,25,562,4
7,B , Beroida,2010,10,15,21,42,25,562,290
7,LL , Larval Lobata,2010,10,15,21,42,25,562,93
7,LL , Larval Lobata,2010,10,15,21,42,25,562,109
7,LL , Larval Lobata,2010,10,15,21,42,25,562,155
7,LL , Larval Lobata,2010,10,15,21,42,25,562,282
7,O , Ocyropsis maciluta,2010,10,15,21,42,25,562,183
7,O , Ocyropsis maciluta,2010,10,15,21,42,25,562,186
7,O , Ocyropsis maciluta,2010,10,15,21,42,25,562,243
7,O , Ocyropsis maciluta,2010,10,15,21,42,25,562,300
7,H , Haeckelia beehlri,2010,10,15,21,42,43,31,159
7,LL , Larval Lobata,2010,10,15,21,42,43,31,90
7,LL , Larval Lobata,2010,10,15,21,42,43,31,125
7,M , Mertensid,2010,10,15,21,42,43,31,209
7,C , Hormiphora californiensis,2010,10,15,21,43,0,359,83
7,O , Ocyropsis maciluta,2010,10,15,21,43,0,359,34
7,O , Ocyropsis maciluta,2010,10,15,21,43,0,359,289
7,B , Beroida,2010,10,15,21,43,17,843,95
7,B , Beroida,2010,10,15,21,43,17,843,255
7,O , Ocyropsis maciluta,2010,10,15,21,43,17,843,2
7,O , Ocyropsis maciluta,2010,10,15,21,43,17,843,42
7,O , Ocyropsis maciluta,2010,10,15,21,43,17,843,53
7,O , Ocyropsis maciluta,2010,10,15,21,43,17,843,79
7,O , Ocyropsis maciluta,2010,10,15,21,43,17,843,149
7,O , Ocyropsis maciluta,2010,10,15,21,43,17,843,178
7,O , Ocyropsis maciluta,2010,10,15,21,43,17,843,249
7,O , Ocyropsis maciluta,2010,10,15,21,43,17,843,257
7,LL , Larval Lobata,2010,10,15,21,43,35,93,17
7,O , Ocyropsis maciluta,2010,10,15,21,43,35,93,12
7,O , Ocyropsis maciluta,2010,10,15,21,43,35,93,45
7,O , Ocyropsis maciluta,2010,10,15,21,43,35,93,173
7,O , Ocyropsis maciluta,2010,10,15,21,43,35,93,197
7,O , Ocyropsis maciluta,2010,10,15,21,43,35,93,212
7,O , Ocyropsis maciluta,2010,10,15,21,43,35,93,240
7,O , Ocyropsis maciluta,2010,10,15,21,43,35,93,253
7,O , Ocyropsis maciluta,2010,10,15,21,43,35,93,270
7,O , Ocyropsis maciluta,2010,10,15,21,43,52,515,40
7,O , Ocyropsis maciluta,2010,10,15,21,43,52,515,53
7,O , Ocyropsis maciluta,2010,10,15,21,43,52,515,86
7,O , Ocyropsis maciluta,2010,10,15,21,43,52,515,146
7,O , Ocyropsis maciluta,2010,10,15,21,43,52,515,197
7,O , Ocyropsis maciluta,2010,10,15,21,43,52,515,199
7,O , Ocyropsis maciluta,2010,10,15,21,43,52,515,220
7,O , Ocyropsis maciluta,2010,10,15,21,43,52,515,295
7,T , Thalassocalycidae inconstans,2010,10,15,21,43,52,515,41
7,B , Beroida,2010,10,15,21,44,9,968,204
7,H , Haeckelia beehlri,2010,10,15,21,44,9,968,99
7,JL , Juvenile Lobata,2010,10,15,21,44,9,968,174
7,O , Ocyropsis maciluta,2010,10,15,21,44,9,968,181
7,O , Ocyropsis maciluta,2010,10,15,21,44,9,968,214
7,O , Ocyropsis maciluta,2010,10,15,21,44,9,968,278
7,O , Ocyropsis maciluta,2010,10,15,21,44,27,234,19
7,O , Ocyropsis maciluta,2010,10,15,21,44,27,234,70
7,O , Ocyropsis maciluta,2010,10,15,21,44,27,234,180
7,O , Ocyropsis maciluta,2010,10,15,21,44,27,234,207
7,O , Ocyropsis maciluta,2010,10,15,21,44,27,234,230
7,O , Ocyropsis maciluta,2010,10,15,21,44,27,234,295
7,O , Ocyropsis maciluta,2010,10,15,21,44,44,515,22
7,O , Ocyropsis maciluta,2010,10,15,21,44,44,515,150
7,O , Ocyropsis maciluta,2010,10,15,21,44,44,515,184
7,B , Beroida,2010,10,15,21,45,1,875,224
7,O , Ocyropsis maciluta,2010,10,15,21,45,1,875,7
7,O , Ocyropsis maciluta,2010,10,15,21,45,1,875,53
7,O , Ocyropsis maciluta,2010,10,15,21,45,1,875,182
7,O , Ocyropsis maciluta,2010,10,15,21,45,1,875,209
7,O , Ocyropsis maciluta,2010,10,15,21,45,1,875,264
7,O , Ocyropsis maciluta,2010,10,15,21,45,19,250,92
7,O , Ocyropsis maciluta,2010,10,15,21,45,36,625,63
7,O , Ocyropsis maciluta,2010,10,15,21,45,36,625,85
7,O , Ocyropsis maciluta,2010,10,15,21,45,36,625,136
7,T , Thalassocalycidae inconstans,2010,10,15,21,45,36,625,275
7,O , Ocyropsis maciluta,2010,10,15,21,45,54,0,171
7,O , Ocyropsis maciluta,2010,10,15,21,45,54,0,293
7,O , Ocyropsis maciluta,2010,10,15,21,46,11,375,77
7,O , Ocyropsis maciluta,2010,10,15,21,46,11,375,106
7,O , Ocyropsis maciluta,2010,10,15,21,46,28,750,87
7,O , Ocyropsis maciluta,2010,10,15,21,46,46,109,84
7,O , Ocyropsis maciluta,2010,10,15,21,46,46,109,120
7,O , Ocyropsis maciluta,2010,10,15,21,46,46,109,238
7,O , Ocyropsis maciluta,2010,10,15,21,47,3,484,38
7,O , Ocyropsis maciluta,2010,10,15,21,47,3,484,95
7,O , Ocyropsis maciluta,2010,10,15,21,47,20,859,128
7,O , Ocyropsis maciluta,2010,10,15,21,47,38,234,51
7,O , Ocyropsis maciluta,2010,10,15,21,47,55,609,114
7,O , Ocyropsis maciluta,2010,10,15,21,47,55,609,199
7,O , Ocyropsis maciluta,2010,10,15,21,47,55,609,264
7,O , Ocyropsis maciluta,2010,10,15,21,47,55,609,300
7,B , Beroida,2010,10,15,21,48,12,968,78
7,O , Ocyropsis maciluta,2010,10,15,21,48,30,343,49
7,O , Ocyropsis maciluta,2010,10,15,21,48,30,343,256
7,O , Ocyropsis maciluta,2010,10,15,21,48,47,718,4
7,O , Ocyropsis maciluta,2010,10,15,21,48,47,718,24
7,O , Ocyropsis maciluta,2010,10,15,21,48,47,718,43
7,O , Ocyropsis maciluta,2010,10,15,21,48,47,718,112
8,C , Hormiphora californiensis,2010,10,15,21,56,36,828,29
8,C , Hormiphora californiensis,2010,10,15,21,56,54,328,41
8,C , Hormiphora californiensis,2010,10,15,21,56,54,328,77
8,C , Hormiphora californiensis,2010,10,15,21,56,54,328,286
8,C , Hormiphora californiensis,2010,10,15,21,57,11,515,21
8,C , Hormiphora californiensis,2010,10,15,21,57,28,875,78
8,C , Hormiphora californiensis,2010,10,15,21,57,28,875,157
8,V , Velamen,2010,10,15,21,57,28,875,155
8,C , Hormiphora californiensis,2010,10,15,21,57,46,250,158
8,C , Hormiphora californiensis,2010,10,15,21,57,46,250,239
8,C , Hormiphora californiensis,2010,10,15,21,58,3,625,23
8,C , Hormiphora californiensis,2010,10,15,21,58,21,0,80
8,C , Hormiphora californiensis,2010,10,15,21,58,21,0,190
8,C , Hormiphora californiensis,2010,10,15,21,58,21,0,206
8,C , Hormiphora californiensis,2010,10,15,21,58,21,0,283
8,V , Velamen,2010,10,15,21,58,21,0,251
8,H , Haeckelia beehlri,2010,10,15,21,58,55,875,274
8,B , Beroida,2010,10,15,21,59,13,218,201
8,B , Beroida,2010,10,15,21,59,30,484,144
8,B , Beroida,2010,10,15,22,0,5,375,173
8,LL , Larval Lobata,2010,10,15,22,0,5,375,271
8,O , Ocyropsis maciluta,2010,10,15,22,0,5,375,113
8,LL , Larval Lobata,2010,10,15,22,0,22,890,143
8,O , Ocyropsis maciluta,2010,10,15,22,0,22,890,144
8,O , Ocyropsis maciluta,2010,10,15,22,0,22,890,151
8,O , Ocyropsis maciluta,2010,10,15,22,0,22,890,198
8,O , Ocyropsis maciluta,2010,10,15,22,0,22,890,286
8,LL , Larval Lobata,2010,10,15,22,0,39,968,126
8,M , Mertensid,2010,10,15,22,0,39,968,255
8,O , Ocyropsis maciluta,2010,10,15,22,0,57,343,10
8,O , Ocyropsis maciluta,2010,10,15,22,0,57,343,60
8,O , Ocyropsis maciluta,2010,10,15,22,0,57,343,141
8,O , Ocyropsis maciluta,2010,10,15,22,0,57,343,200
8,O , Ocyropsis maciluta,2010,10,15,22,0,57,343,284
8,V , Velamen,2010,10,15,22,0,57,343,8
8,LL , Larval Lobata,2010,10,15,22,1,14,718,123
8,O , Ocyropsis maciluta,2010,10,15,22,1,14,718,14
8,O , Ocyropsis maciluta,2010,10,15,22,1,14,718,84
8,O , Ocyropsis maciluta,2010,10,15,22,1,14,718,289
8,O , Ocyropsis maciluta,2010,10,15,22,1,32,93,13
8,O , Ocyropsis maciluta,2010,10,15,22,1,32,93,73
8,O , Ocyropsis maciluta,2010,10,15,22,1,32,93,74
8,O , Ocyropsis maciluta,2010,10,15,22,1,32,93,210
8,O , Ocyropsis maciluta,2010,10,15,22,1,32,93,285
8,O , Ocyropsis maciluta,2010,10,15,22,1,49,468,28
8,O , Ocyropsis maciluta,2010,10,15,22,1,49,468,104
8,O , Ocyropsis maciluta,2010,10,15,22,1,49,468,140
8,O , Ocyropsis maciluta,2010,10,15,22,1,49,468,190
8,O , Ocyropsis maciluta,2010,10,15,22,1,49,468,289
8,T , Thalassocalycidae inconstans,2010,10,15,22,1,49,468,94
8,C , Hormiphora californiensis,2010,10,15,22,2,6,828,206
8,O , Ocyropsis maciluta,2010,10,15,22,2,6,828,67
8,O , Ocyropsis maciluta,2010,10,15,22,2,6,828,135
8,O , Ocyropsis maciluta,2010,10,15,22,2,24,250,59
8,O , Ocyropsis maciluta,2010,10,15,22,2,24,250,124
8,O , Ocyropsis maciluta,2010,10,15,22,2,24,250,154
8,O , Ocyropsis maciluta,2010,10,15,22,2,24,250,178
8,O , Ocyropsis maciluta,2010,10,15,22,2,24,250,187
8,O , Ocyropsis maciluta,2010,10,15,22,2,24,250,198
8,O , Ocyropsis maciluta,2010,10,15,22,2,24,250,239
8,O , Ocyropsis maciluta,2010,10,15,22,2,24,250,262
8,T , Thalassocalycidae inconstans,2010,10,15,22,2,24,250,76
8,O , Ocyropsis maciluta,2010,10,15,22,2,41,593,189
8,O , Ocyropsis maciluta,2010,10,15,22,2,58,984,175
8,O , Ocyropsis maciluta,2010,10,15,22,2,58,984,190
8,O , Ocyropsis maciluta,2010,10,15,22,2,58,984,294
8,B , Beroida,2010,10,15,22,3,33,890,236
8,O , Ocyropsis maciluta,2010,10,15,22,3,33,890,206
8,O , Ocyropsis maciluta,2010,10,15,22,3,33,890,253
8,O , Ocyropsis maciluta,2010,10,15,22,4,8,562,270
8,T , Thalassocalycidae inconstans,2010,10,15,22,4,8,562,140
8,B , Beroida,2010,10,15,22,4,25,890,201
8,O , Ocyropsis maciluta,2010,10,15,22,4,25,890,244
8,O , Ocyropsis maciluta,2010,10,15,22,4,43,265,100
8,O , Ocyropsis maciluta,2010,10,15,22,5,0,718,108
8,O , Ocyropsis maciluta,2010,10,15,22,5,18,15,78
8,O , Ocyropsis maciluta,2010,10,15,22,5,18,15,186
8,O , Ocyropsis maciluta,2010,10,15,22,5,35,296,274
8,O , Ocyropsis maciluta,2010,10,15,22,5,52,671,207
8,B , Beroida,2010,10,15,22,6,10,46,19
8,O , Ocyropsis maciluta,2010,10,15,22,6,10,46,274
9,C , Hormiphora californiensis,2010,10,15,22,14,51,328,53
9,V , Velamen,2010,10,15,22,14,51,328,265
9,V , Velamen,2010,10,15,22,15,8,671,25
9,B , Beroida,2010,10,15,22,15,26,31,241
9,V , Velamen,2010,10,15,22,15,26,31,133
9,B , Beroida,2010,10,15,22,15,43,421,17
9,U , Unknown,2010,10,15,22,15,43,421,29
9,U , Unknown,2010,10,15,22,15,43,421,82
9,B , Beroida,2010,10,15,22,16,0,812,263
9,C , Hormiphora californiensis,2010,10,15,22,16,18,140,239
9,M , Mertensid,2010,10,15,22,16,18,140,160
9,U , Unknown,2010,10,15,22,16,18,140,45
9,V , Velamen,2010,10,15,22,16,18,140,44
9,O , Ocyropsis maciluta,2010,10,15,22,16,52,968,69
9,LL , Larval Lobata,2010,10,15,22,17,10,359,173
9,LL , Larval Lobata,2010,10,15,22,17,10,359,182
9,LL , Larval Lobata,2010,10,15,22,17,10,359,238
9,M , Mertensid,2010,10,15,22,17,10,359,34
9,O , Ocyropsis maciluta,2010,10,15,22,17,10,359,6
9,O , Ocyropsis maciluta,2010,10,15,22,17,10,359,79
9,O , Ocyropsis maciluta,2010,10,15,22,17,10,359,88
9,O , Ocyropsis maciluta,2010,10,15,22,17,10,359,212
9,O , Ocyropsis maciluta,2010,10,15,22,17,10,359,82
9,T , Thalassocalycidae inconstans,2010,10,15,22,17,10,359,143
9,T , Thalassocalycidae inconstans,2010,10,15,22,17,10,359,269
9,O , Ocyropsis maciluta,2010,10,15,22,17,27,718,45
9,O , Ocyropsis maciluta,2010,10,15,22,17,27,718,79
9,O , Ocyropsis maciluta,2010,10,15,22,17,27,718,188
9,O , Ocyropsis maciluta,2010,10,15,22,17,27,718,222
9,O , Ocyropsis maciluta,2010,10,15,22,17,27,718,254
9,U , Unknown,2010,10,15,22,17,27,718,73
9,U , Unknown,2010,10,15,22,17,27,718,155
9,H , Haeckelia beehlri,2010,10,15,22,17,45,125,83
9,LL , Larval Lobata,2010,10,15,22,17,45,125,76
9,T , Thalassocalycidae inconstans,2010,10,15,22,17,45,125,201
9,JL , Juvenile Lobata,2010,10,15,22,18,2,453,247
9,O , Ocyropsis maciluta,2010,10,15,22,18,2,453,42
9,T , Thalassocalycidae inconstans,2010,10,15,22,18,2,453,289
9,T , Thalassocalycidae inconstans,2010,10,15,22,18,2,453,300
9,U , Unknown,2010,10,15,22,18,2,453,120
9,B , Beroida,2010,10,15,22,18,19,921,251
9,C , Hormiphora californiensis,2010,10,15,22,18,19,921,48
9,JL , Juvenile Lobata,2010,10,15,22,18,19,921,146
9,JL , Juvenile Lobata,2010,10,15,22,18,19,921,172
9,O , Ocyropsis maciluta,2010,10,15,22,18,19,921,123
9,O , Ocyropsis maciluta,2010,10,15,22,18,19,921,129
9,O , Ocyropsis maciluta,2010,10,15,22,18,19,921,173
9,O , Ocyropsis maciluta,2010,10,15,22,18,19,921,183
9,O , Ocyropsis maciluta,2010,10,15,22,18,19,921,291
9,B , Beroida,2010,10,15,22,18,37,234,131
9,O , Ocyropsis maciluta,2010,10,15,22,18,37,234,164
9,O , Ocyropsis maciluta,2010,10,15,22,18,54,421,19
9,O , Ocyropsis maciluta,2010,10,15,22,18,54,421,121
9,O , Ocyropsis maciluta,2010,10,15,22,18,54,421,248
9,T , Thalassocalycidae inconstans,2010,10,15,22,18,54,421,35
9,B , Beroida,2010,10,15,22,19,11,781,3
9,O , Ocyropsis maciluta,2010,10,15,22,19,11,781,134
9,O , Ocyropsis maciluta,2010,10,15,22,19,11,781,287
9,T , Thalassocalycidae inconstans,2010,10,15,22,19,11,781,44
9,JL , Juvenile Lobata,2010,10,15,22,19,29,156,37
9,O , Ocyropsis maciluta,2010,10,15,22,19,29,156,88
9,O , Ocyropsis maciluta,2010,10,15,22,19,29,156,193
9,O , Ocyropsis maciluta,2010,10,15,22,19,46,531,70
9,O , Ocyropsis maciluta,2010,10,15,22,19,46,531,200
9,O , Ocyropsis maciluta,2010,10,15,22,20,3,906,44
9,O , Ocyropsis maciluta,2010,10,15,22,20,3,906,52
9,O , Ocyropsis maciluta,2010,10,15,22,20,3,906,75
9,O , Ocyropsis maciluta,2010,10,15,22,20,3,906,129
9,O , Ocyropsis maciluta,2010,10,15,22,20,3,906,273
9,U , Unknown,2010,10,15,22,20,3,906,186
9,O , Ocyropsis maciluta,2010,10,15,22,20,21,281,113
9,O , Ocyropsis maciluta,2010,10,15,22,20,21,281,125
9,O , Ocyropsis maciluta,2010,10,15,22,20,38,656,176
9,H , Haeckelia beehlri,2010,10,15,22,20,56,15,76
9,O , Ocyropsis maciluta,2010,10,15,22,20,56,15,76
9,O , Ocyropsis maciluta,2010,10,15,22,20,56,15,192
9,O , Ocyropsis maciluta,2010,10,15,22,20,56,15,274
9,T , Thalassocalycidae inconstans,2010,10,15,22,20,56,15,27
9,O , Ocyropsis maciluta,2010,10,15,22,21,13,390,10
9,O , Ocyropsis maciluta,2010,10,15,22,21,13,390,235
9,T , Thalassocalycidae inconstans,2010,10,15,22,21,13,390,196
9,B , Beroida,2010,10,15,22,21,30,812,284
9,O , Ocyropsis maciluta,2010,10,15,22,21,30,812,9
9,O , Ocyropsis maciluta,2010,10,15,22,21,30,812,184
9,O , Ocyropsis maciluta,2010,10,15,22,21,48,140,165
9,U , Unknown,2010,10,15,22,21,48,140,148
9,U , Unknown,2010,10,15,22,21,48,140,160
9,O , Ocyropsis maciluta,2010,10,15,22,22,5,515,32
9,O , Ocyropsis maciluta,2010,10,15,22,22,22,875,246
10,C , Hormiphora californiensis,2010,10,15,22,30,29,375,118
10,C , Hormiphora californiensis,2010,10,15,22,30,46,812,58
10,C , Hormiphora californiensis,2010,10,15,22,30,46,812,64
10,C , Hormiphora californiensis,2010,10,15,22,30,46,812,246
10,V , Velamen,2010,10,15,22,30,46,812,251
10,C , Hormiphora californiensis,2010,10,15,22,31,4,93,48
10,H , Haeckelia beehlri,2010,10,15,22,31,4,93,104
10,LL , Larval Lobata,2010,10,15,22,31,21,562,296
10,V , Velamen,2010,10,15,22,31,21,562,70
10,B , Beroida,2010,10,15,22,31,38,984,78
10,B , Beroida,2010,10,15,22,31,38,984,142
10,B , Beroida,2010,10,15,22,31,38,984,187
10,C , Hormiphora californiensis,2010,10,15,22,31,38,984,1
10,B , Beroida,2010,10,15,22,31,56,343,74
10,B , Beroida,2010,10,15,22,31,56,343,166
10,LL , Larval Lobata,2010,10,15,22,32,13,531,96
10,LL , Larval Lobata,2010,10,15,22,32,13,531,143
10,V , Velamen,2010,10,15,22,32,13,531,216
10,B , Beroida,2010,10,15,22,32,30,906,238
10,LL , Larval Lobata,2010,10,15,22,32,30,906,3
10,O , Ocyropsis maciluta,2010,10,15,22,32,30,906,83
10,O , Ocyropsis maciluta,2010,10,15,22,32,30,906,108
10,O , Ocyropsis maciluta,2010,10,15,22,32,30,906,146
10,O , Ocyropsis maciluta,2010,10,15,22,32,30,906,191
10,O , Ocyropsis maciluta,2010,10,15,22,32,30,906,197
10,T , Thalassocalycidae inconstans,2010,10,15,22,32,30,906,184
10,B , Beroida,2010,10,15,22,32,48,281,127
10,B , Beroida,2010,10,15,22,32,48,281,192
10,LL , Larval Lobata,2010,10,15,22,32,48,281,10
10,LL , Larval Lobata,2010,10,15,22,32,48,281,107
10,O , Ocyropsis maciluta,2010,10,15,22,32,48,281,251
10,O , Ocyropsis maciluta,2010,10,15,22,32,48,281,291
10,T , Thalassocalycidae inconstans,2010,10,15,22,32,48,281,241
10,T , Thalassocalycidae inconstans,2010,10,15,22,32,48,281,257
10,B , Beroida,2010,10,15,22,33,5,796,238
10,LL , Larval Lobata,2010,10,15,22,33,5,796,164
10,LL , Larval Lobata,2010,10,15,22,33,5,796,232
10,LL , Larval Lobata,2010,10,15,22,33,5,796,248
10,LL , Larval Lobata,2010,10,15,22,33,5,796,250
10,O , Ocyropsis maciluta,2010,10,15,22,33,5,796,11
10,O , Ocyropsis maciluta,2010,10,15,22,33,5,796,21
10,O , Ocyropsis maciluta,2010,10,15,22,33,5,796,93
10,O , Ocyropsis maciluta,2010,10,15,22,33,5,796,116
10,O , Ocyropsis maciluta,2010,10,15,22,33,5,796,139
10,O , Ocyropsis maciluta,2010,10,15,22,33,5,796,177
10,O , Ocyropsis maciluta,2010,10,15,22,33,5,796,235
10,O , Ocyropsis maciluta,2010,10,15,22,33,5,796,261
10,O , Ocyropsis maciluta,2010,10,15,22,33,5,796,267
10,O , Ocyropsis maciluta,2010,10,15,22,33,5,796,295
10,T , Thalassocalycidae inconstans,2010,10,15,22,33,5,796,104
10,T , Thalassocalycidae inconstans,2010,10,15,22,33,5,796,117
10,T , Thalassocalycidae inconstans,2010,10,15,22,33,5,796,161
10,O , Ocyropsis maciluta,2010,10,15,22,33,23,31,106
10,O , Ocyropsis maciluta,2010,10,15,22,33,23,31,126
10,O , Ocyropsis maciluta,2010,10,15,22,33,23,31,216
10,O , Ocyropsis maciluta,2010,10,15,22,33,23,31,258
10,O , Ocyropsis maciluta,2010,10,15,22,33,23,31,266
10,LL , Larval Lobata,2010,10,15,22,33,40,484,64
10,LL , Larval Lobata,2010,10,15,22,33,40,484,89
10,O , Ocyropsis maciluta,2010,10,15,22,33,40,484,43
10,O , Ocyropsis maciluta,2010,10,15,22,33,40,484,60
10,O , Ocyropsis maciluta,2010,10,15,22,33,40,484,61
10,O , Ocyropsis maciluta,2010,10,15,22,33,40,484,106
10,O , Ocyropsis maciluta,2010,10,15,22,33,40,484,111
10,O , Ocyropsis maciluta,2010,10,15,22,33,40,484,140
10,O , Ocyropsis maciluta,2010,10,15,22,33,40,484,142
10,O , Ocyropsis maciluta,2010,10,15,22,33,40,484,192
10,O , Ocyropsis maciluta,2010,10,15,22,33,40,484,294
10,T , Thalassocalycidae inconstans,2010,10,15,22,33,40,484,39
10,T , Thalassocalycidae inconstans,2010,10,15,22,33,40,484,200
10,O , Ocyropsis maciluta,2010,10,15,22,33,57,828,18
10,O , Ocyropsis maciluta,2010,10,15,22,33,57,828,207
10,O , Ocyropsis maciluta,2010,10,15,22,33,57,828,281
10,O , Ocyropsis maciluta,2010,10,15,22,33,57,828,284
10,O , Ocyropsis maciluta,2010,10,15,22,34,15,953,138
10,O , Ocyropsis maciluta,2010,10,15,22,34,15,953,145
10,O , Ocyropsis maciluta,2010,10,15,22,34,15,953,169
10,O , Ocyropsis maciluta,2010,10,15,22,34,15,953,197
10,O , Ocyropsis maciluta,2010,10,15,22,34,15,953,270
10,O , Ocyropsis maciluta,2010,10,15,22,34,15,953,275
10,O , Ocyropsis maciluta,2010,10,15,22,34,15,953,285
10,T , Thalassocalycidae inconstans,2010,10,15,22,34,15,953,251
10,T , Thalassocalycidae inconstans,2010,10,15,22,34,15,953,257
10,BO , Bolinopsis,2010,10,15,22,34,32,687,243
10,O , Ocyropsis maciluta,2010,10,15,22,34,32,687,59
10,O , Ocyropsis maciluta,2010,10,15,22,34,32,687,77
10,O , Ocyropsis maciluta,2010,10,15,22,34,32,687,113
10,O , Ocyropsis maciluta,2010,10,15,22,34,32,687,237
10,O , Ocyropsis maciluta,2010,10,15,22,34,32,687,262
10,O , Ocyropsis maciluta,2010,10,15,22,34,32,687,277
10,T , Thalassocalycidae inconstans,2010,10,15,22,34,32,687,217
10,O , Ocyropsis maciluta,2010,10,15,22,34,49,890,102
10,O , Ocyropsis maciluta,2010,10,15,22,34,49,890,167
10,B , Beroida,2010,10,15,22,35,7,281,55
10,O , Ocyropsis maciluta,2010,10,15,22,35,7,281,13
10,O , Ocyropsis maciluta,2010,10,15,22,35,7,281,109
10,O , Ocyropsis maciluta,2010,10,15,22,35,7,281,164
10,O , Ocyropsis maciluta,2010,10,15,22,35,7,281,181
10,O , Ocyropsis maciluta,2010,10,15,22,35,7,281,238
10,O , Ocyropsis maciluta,2010,10,15,22,35,7,281,273
10,B , Beroida,2010,10,15,22,35,42,0,76
10,O , Ocyropsis maciluta,2010,10,15,22,35,42,0,238
10,M , Mertensid,2010,10,15,22,36,16,734,70
10,T , Thalassocalycidae inconstans,2010,10,15,22,36,16,734,157
10,O , Ocyropsis maciluta,2010,10,15,22,36,34,109,57
10,O , Ocyropsis maciluta,2010,10,15,22,36,51,484,189
10,B , Beroida,2010,10,15,22,37,8,859,232
10,O , Ocyropsis maciluta,2010,10,15,22,37,8,859,253
10,LL , Larval Lobata,2010,10,15,22,37,26,234,226
10,O , Ocyropsis maciluta,2010,10,15,22,37,26,234,169
10,O , Ocyropsis maciluta,2010,10,15,22,37,26,234,233
10,O , Ocyropsis maciluta,2010,10,15,22,37,26,234,250
10,O , Ocyropsis maciluta,2010,10,15,22,37,43,609,120
10,H , Haeckelia beehlri,2010,10,15,22,38,0,968,9
11,C , Hormiphora californiensis,2010,10,15,22,45,50,15,85
11,C , Hormiphora californiensis,2010,10,15,22,45,50,15,220
