Transect,Downcast,Inshore/Offshore/Front,File,hour,min,sec,s/1000,Frame,Lowest Classification,In/Out,Size,Degradation
10/15/10,6,Inshore,4,21,24,11,250,181,Oik-like,In,Sm,-
10/15/10,6,Inshore,4,21,24,11,250,181,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,181,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,181,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,201,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,201,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,201,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,201,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,201,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,201,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,201,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,201,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,201,Oik-like,In,Sm,-
10/15/10,6,Inshore,4,21,24,11,250,221,Oik-like,In,Sm,-
10/15/10,6,Inshore,4,21,24,11,250,241,Oik-like,In,Sm,3
10/15/10,6,Inshore,4,21,24,11,250,241,Oik-like,In,Sm,2
10/15/10,6,Inshore,4,21,24,11,250,241,Oik-like,In,Sm,1
10/15/10,6,Inshore,4,21,24,11,250,241,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,241,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,241,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,261,Oik-like,In,Sm,2
10/15/10,6,Inshore,4,21,24,11,250,261,Oik-like,In,Sm,2
10/15/10,6,Inshore,4,21,24,11,250,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,281,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,281,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,281,Oik-like,Out,Sm,0
10/15/10,6,Inshore,5,21,24,28,546,1,Oik-like,Out,Sm,0
10/15/10,6,Inshore,5,21,24,28,546,1,Oik-like,Out,Sm,0
10/15/10,6,Inshore,5,21,24,28,546,1,Oik-like,Out,Sm,0
10/15/10,6,Inshore,5,21,24,28,546,21,Oik-like,Out,Sm,0
10/15/10,6,Inshore,5,21,24,28,546,21,Oik-like,Out,Sm,0
10/15/10,6,Inshore,5,21,24,28,546,21,Oik-like,Out,Sm,0
10/15/10,6,Inshore,5,21,24,28,546,41,Oik-like,Out,Sm,0
10/15/10,6,Inshore,5,21,24,28,546,41,Oik-like,Out,Sm,0
10/15/10,6,Inshore,5,21,24,28,546,61,Oik-like,Out,Sm,0
10/15/10,6,Inshore,5,21,24,28,546,61,Oik-like,Out,Sm,0
10/15/10,6,Inshore,5,21,24,28,546,61,Oik-like,In,Tiny,-
10/15/10,6,Inshore,5,21,24,28,546,81,Oik-like,In,Sm,-
10/15/10,6,Inshore,5,21,24,28,546,81,Oik-like,Out,Sm,0
10/15/10,6,Inshore,5,21,24,28,546,121,Oik-like,Out,Sm,0
10/15/10,6,Inshore,5,21,24,28,546,141,Oik-like,Out,Sm,0
10/15/10,6,Inshore,5,21,24,28,546,141,Oik-like,Out,Sm,0
10/15/10,6,Inshore,5,21,24,28,546,141,Oik-like,Out,Sm,0
10/15/10,6,Inshore,5,21,24,28,546,161,Oik-like,Out,Sm,0
10/15/10,6,Inshore,5,21,24,28,546,161,Oik-like,Out,Sm,0
10/15/10,6,Inshore,5,21,24,28,546,161,Oik-like,Out,Sm,0
10/15/10,6,Inshore,5,21,24,28,546,181,Oik-like,Out,Sm,0
10/15/10,6,Inshore,5,21,24,28,546,181,Oik-like,Out,Sm,0
10/15/10,6,Inshore,5,21,24,28,546,181,Oik-like,Out,Sm,0
10/15/10,6,Inshore,5,21,24,28,546,181,Oik-like,In,Tiny,-
10/15/10,6,Inshore,5,21,24,28,546,221,Oik-like,Out,Sm,0
10/15/10,6,Inshore,5,21,24,28,546,221,Oik-like,Out,Sm,0
10/15/10,6,Inshore,5,21,24,28,546,221,Oik-like,Out,Sm,0
10/15/10,6,Inshore,5,21,24,28,546,241,Oik-like,Out,Sm,0
10/15/10,6,Inshore,5,21,24,28,546,241,Oik-like,Out,Sm,0
10/15/10,6,Inshore,5,21,24,28,546,241,Oik-like,Out,Sm,0
10/15/10,6,Inshore,5,21,24,28,546,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,5,21,24,28,546,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,5,21,24,28,546,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,5,21,24,28,546,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,5,21,24,28,546,281,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,1,Oik-like,Unk,Sm,-
10/15/10,6,Inshore,6,21,24,46,46,21,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,41,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,41,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,41,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,61,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,61,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,61,Oik-like,In,Sm,-
10/15/10,6,Inshore,6,21,24,46,46,61,Oik-like,In,Sm,-
10/15/10,6,Inshore,6,21,24,46,46,81,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,6,21,24,46,46,101,Oik-like,In,Sm,-
10/15/10,6,Inshore,6,21,24,46,46,101,Oik-like,In,Sm,-
10/15/10,6,Inshore,6,21,24,46,46,101,Oik-like,In,Sm,-
10/15/10,6,Inshore,6,21,24,46,46,101,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,121,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,121,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,121,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,141,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,161,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,161,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,161,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,6,21,24,46,46,181,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,181,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,181,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,181,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,181,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,181,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,181,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,181,Kow,In,Sm,1
10/15/10,6,Inshore,6,21,24,46,46,201,Oik-like,In,Sm,-
10/15/10,6,Inshore,6,21,24,46,46,201,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,201,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,201,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,201,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,221,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,221,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,221,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,221,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,221,Oik-like,In,Sm,-
10/15/10,6,Inshore,6,21,24,46,46,241,Oik-like,Out,Med,0
10/15/10,6,Inshore,6,21,24,46,46,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,261,Oik-like,In,Sm,-
10/15/10,6,Inshore,6,21,24,46,46,281,Oik-like,In,Sm,-
10/15/10,6,Inshore,6,21,24,46,46,281,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,281,Oik-like,Out,Sm,0
10/15/10,6,Inshore,6,21,24,46,46,281,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,1,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,1,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,1,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,21,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,41,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,41,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,41,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,41,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,41,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,61,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,61,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,81,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,81,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,81,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,101,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,101,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,101,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,121,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,121,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,121,Oik-like,In,Sm,-
10/15/10,6,Inshore,7,21,25,3,250,141,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,141,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,141,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,141,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,161,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,161,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,161,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,161,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,181,Oik-like,Out,Med,0
10/15/10,6,Inshore,7,21,25,3,250,181,Oik-like,Out,Med,0
10/15/10,6,Inshore,7,21,25,3,250,201,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,201,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,201,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,201,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,221,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,221,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,221,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,221,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,221,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,241,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,241,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,241,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,241,Oik-like,In,Sm,-
10/15/10,6,Inshore,7,21,25,3,250,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,281,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,281,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,281,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,281,Oik-like,Out,Sm,0
10/15/10,6,Inshore,7,21,25,3,250,281,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,7,21,25,3,250,281,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,8,21,15,20,671,1,Oik-n,Out,Tiny,0
10/15/10,6,Inshore,8,21,15,20,671,1,Oik-like,Out,Med,0
10/15/10,6,Inshore,8,21,15,20,671,21,Oik-like,Out,Med,0
10/15/10,6,Inshore,8,21,15,20,671,21,Oik-like,Out,Sm,0
10/15/10,6,Inshore,8,21,15,20,671,21,Oik-like,Out,Sm,0
10/15/10,6,Inshore,8,21,15,20,671,61,Oik-like,Out,Sm,0
10/15/10,6,Inshore,8,21,15,20,671,61,Oik-like,Out,Sm,0
10/15/10,6,Inshore,8,21,15,20,671,61,Oik-like,Out,Sm,0
10/15/10,6,Inshore,8,21,15,20,671,61,Oik-like,Out,Med,0
10/15/10,6,Inshore,8,21,15,20,671,81,Oik-like,In,Sm,-
10/15/10,6,Inshore,8,21,15,20,671,81,Oik-like,In,Sm,-
10/15/10,6,Inshore,8,21,15,20,671,81,Oik-like,Out,Sm,0
10/15/10,6,Inshore,8,21,15,20,671,81,Fri,Out,Sm,0
10/15/10,6,Inshore,8,21,15,20,671,101,Oik-like,Out,Sm,0
10/15/10,6,Inshore,8,21,15,20,671,101,Oik-like,Out,Sm,0
10/15/10,6,Inshore,8,21,15,20,671,101,Oik-like,Out,Sm,0
10/15/10,6,Inshore,8,21,15,20,671,121,Oik-like,Out,Med,0
10/15/10,6,Inshore,8,21,15,20,671,121,Oik-like,Out,Med,0
10/15/10,6,Inshore,8,21,15,20,671,141,Oik-like,Out,Med,0
10/15/10,6,Inshore,8,21,15,20,671,161,Oik-like,Out,Sm,0
10/15/10,6,Inshore,8,21,15,20,671,161,Oik-like,Out,Sm,0
10/15/10,6,Inshore,8,21,15,20,671,181,Oik-like,In,Tiny,-
10/15/10,6,Inshore,8,21,15,20,671,181,Oik-like,Out,Sm,0
10/15/10,6,Inshore,8,21,15,20,671,201,Oik-like,In,Sm,-
10/15/10,6,Inshore,8,21,15,20,671,201,Oik-like,Out,Sm,0
10/15/10,6,Inshore,8,21,15,20,671,221,Oik-like,Out,Sm,0
10/15/10,6,Inshore,8,21,15,20,671,221,Oik-like,Out,Sm,0
10/15/10,6,Inshore,8,21,15,20,671,221,Oik-like,Out,Sm,0
10/15/10,6,Inshore,8,21,15,20,671,221,Oik-like,Out,Sm,0
10/15/10,6,Inshore,8,21,15,20,671,221,Oik-like,Out,Sm,0
10/15/10,6,Inshore,8,21,15,20,671,241,Oik-like,Out,Sm,0
10/15/10,6,Inshore,8,21,15,20,671,241,Oik-like,Out,Sm,0
10/15/10,6,Inshore,8,21,15,20,671,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,8,21,15,20,671,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,8,21,15,20,671,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,8,21,15,20,671,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,8,21,15,20,671,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,8,21,15,20,671,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,8,21,15,20,671,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,8,21,15,20,671,281,Oik-like,Out,Sm,0
10/15/10,6,Inshore,8,21,15,20,671,281,Oik-like,Out,Sm,0
10/15/10,6,Inshore,8,21,15,20,671,281,Oik-like,Out,Sm,0
10/15/10,6,Inshore,9,21,25,38,31,1,Oik-like,Out,Sm,0
10/15/10,6,Inshore,9,21,25,38,31,21,Oik-like,Out,Sm,0
10/15/10,6,Inshore,9,21,25,38,31,21,Oik-like,Out,Sm,0
10/15/10,6,Inshore,9,21,25,38,31,21,Oik-like,Out,Sm,0
10/15/10,6,Inshore,9,21,25,38,31,21,Oik-like,In,Sm,-
10/15/10,6,Inshore,9,21,25,38,31,41,Oik-like,In,Sm,-
10/15/10,6,Inshore,9,21,25,38,31,61,Oik-like,In,Sm,-
10/15/10,6,Inshore,9,21,25,38,31,61,Oik-like,In,Sm,-
10/15/10,6,Inshore,9,21,25,38,31,61,Oik-like,Out,Sm,0
10/15/10,6,Inshore,9,21,25,38,31,61,Oik-like,Out,Sm,0
10/15/10,6,Inshore,9,21,25,38,31,81,Oik-like,Out,Sm,0
10/15/10,6,Inshore,9,21,25,38,31,101,Oik-like,Out,Sm,0
10/15/10,6,Inshore,9,21,25,38,31,101,Oik-like,Out,Sm,0
10/15/10,6,Inshore,9,21,25,38,31,101,Oik-like,Out,Sm,0
10/15/10,6,Inshore,9,21,25,38,31,121,Oik-like,Out,Sm,0
10/15/10,6,Inshore,9,21,25,38,31,121,Oik-like,Out,Sm,0
10/15/10,6,Inshore,9,21,25,38,31,141,Oik-like,Out,Sm,0
10/15/10,6,Inshore,9,21,25,38,31,181,Oik-like,Out,Sm,0
10/15/10,6,Inshore,9,21,25,38,31,181,Oik-like,Out,Sm,0
10/15/10,6,Inshore,9,21,25,38,31,201,Oik-like,Out,Med,0
10/15/10,6,Inshore,9,21,25,38,31,201,Oik-like,Out,Med,0
10/15/10,6,Inshore,9,21,25,38,31,221,Oik-like,In,Sm,-
10/15/10,6,Inshore,9,21,25,38,31,241,Oik-like,Out,Sm,0
10/15/10,6,Inshore,9,21,25,38,31,261,Unk,In,Sm,-
10/15/10,6,Inshore,9,21,25,38,31,261,Oik-like,Out,Med,0
10/15/10,6,Inshore,9,21,25,38,31,281,Oik-like,Out,Sm,0
10/15/10,6,Inshore,10,21,25,55,421,1,Oik-like,In,Sm,-
10/15/10,6,Inshore,10,21,25,55,421,1,Oik-like,Out,Sm,0
10/15/10,6,Inshore,10,21,25,55,421,41,Kow,In,Sm,2
10/15/10,6,Inshore,10,21,25,55,421,41,Oik-n,In,Sm,Unk
10/15/10,6,Inshore,10,21,25,55,421,41,Oik-like,Out,Sm,0
10/15/10,6,Inshore,10,21,25,55,421,41,Oik-like,Out,Sm,0
10/15/10,6,Inshore,10,21,25,55,421,41,Oik-like,Out,Sm,0
10/15/10,6,Inshore,10,21,25,55,421,61,Oik-like,Out,Sm,0
10/15/10,6,Inshore,10,21,25,55,421,61,Oik-like,Out,Sm,0
10/15/10,6,Inshore,10,21,25,55,421,81,Oik-like,Out,Med,0
10/15/10,6,Inshore,10,21,25,55,421,101,Oik-like,Out,Med,0
10/15/10,6,Inshore,10,21,25,55,421,101,Oik-like,Out,Sm,0
10/15/10,6,Inshore,10,21,25,55,421,121,Oik-like,Out,Sm,0
10/15/10,6,Inshore,10,21,25,55,421,121,Oik-like,In,Sm,-
10/15/10,6,Inshore,10,21,25,55,421,141,Oik-like,In,Med,-
10/15/10,6,Inshore,10,21,25,55,421,141,Oik-like,Out,Sm,0
10/15/10,6,Inshore,10,21,25,55,421,161,Oik-like,In,Sm,-
10/15/10,6,Inshore,10,21,25,55,421,161,Oik-like,In,Sm,-
10/15/10,6,Inshore,10,21,25,55,421,201,Oik-like,In,Sm,-
10/15/10,6,Inshore,10,21,25,55,421,221,Oik-like,In,Sm,-
10/15/10,6,Inshore,10,21,25,55,421,241,Oik-like,Out,Sm,0
10/15/10,6,Inshore,10,21,25,55,421,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,10,21,25,55,421,281,Oik-like,Out,Sm,0
10/15/10,6,Inshore,11,21,26,12,796,1,Oik-like,Out,Sm,0
10/15/10,6,Inshore,11,21,26,12,796,1,Oik-like,Out,Med,0
10/15/10,6,Inshore,11,21,26,12,796,61,Oik-like,Out,Sm,0
10/15/10,6,Inshore,11,21,26,12,796,61,Oik-like,Out,Sm,0
10/15/10,6,Inshore,11,21,26,12,796,61,Oik-like,In,Sm,-
10/15/10,6,Inshore,11,21,26,12,796,81,Oik-like,Unk,Sm,-
10/15/10,6,Inshore,11,21,26,12,796,101,Oik-like,Out,Sm,0
10/15/10,6,Inshore,11,21,26,12,796,101,Oik-like,Out,Sm,0
10/15/10,6,Inshore,11,21,26,12,796,101,Oik-like,Out,Med,0
10/15/10,6,Inshore,11,21,26,12,796,121,Oik-like,Out,Sm,0
10/15/10,6,Inshore,11,21,26,12,796,121,Oik-like,Out,Sm,0
10/15/10,6,Inshore,11,21,26,12,796,141,Oik-like,Out,Sm,0
10/15/10,6,Inshore,11,21,26,12,796,141,Oik-like,Out,Sm,0
10/15/10,6,Inshore,11,21,26,12,796,141,Oik-like,Out,Med,0
10/15/10,6,Inshore,11,21,26,12,796,161,Oik-like,Out,Sm,0
10/15/10,6,Inshore,11,21,26,12,796,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,11,21,26,12,796,281,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,12,21,26,30,250,1,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,12,21,26,30,250,1,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,12,21,26,30,250,21,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,12,21,26,30,250,21,Oik-like,Out,Sm,0
10/15/10,6,Inshore,12,21,26,30,250,21,Oik-like,In,Sm,-
10/15/10,6,Inshore,12,21,26,30,250,41,Oik-like,Out,Sm,0
10/15/10,6,Inshore,12,21,26,30,250,41,Oik-like,Out,Sm,0
10/15/10,6,Inshore,12,21,26,30,250,61,Oik-like,Out,Sm,0
10/15/10,6,Inshore,12,21,26,30,250,61,Oik-like,Out,Sm,0
10/15/10,6,Inshore,12,21,26,30,250,81,Oik-like,Out,Sm,0
10/15/10,6,Inshore,12,21,26,30,250,81,Oik-like,Out,Sm,0
10/15/10,6,Inshore,12,21,26,30,250,101,Oik-like,Out,Sm,0
10/15/10,6,Inshore,12,21,26,30,250,101,Oik-like,Out,Sm,0
10/15/10,6,Inshore,12,21,26,30,250,161,Oik-n,Out,Lg,0
10/15/10,6,Inshore,12,21,26,30,250,221,Oik-like,Out,Med,0
10/15/10,6,Inshore,13,21,26,47,562,61,Oik-like,Out,Sm,0
10/15/10,6,Inshore,13,21,26,47,562,61,Unk,In,Sm,-
10/15/10,6,Inshore,13,21,26,47,562,101,Oik-like,Out,Sm,0
10/15/10,6,Inshore,13,21,26,47,562,121,Oik-like,Out,Med,0
10/15/10,6,Inshore,13,21,26,47,562,141,Oik-like,Out,Med,0
10/15/10,6,Inshore,13,21,26,47,562,161,Oik-like,Out,Sm,0
10/15/10,6,Inshore,13,21,26,47,562,261,Oik-n,Out,Lg,0
10/15/10,6,Inshore,14,21,27,5,0,161,Oik-n,Out,Sm,0
10/15/10,6,Inshore,14,21,27,5,0,181,Oik-like,Out,Sm,0
10/15/10,6,Inshore,14,21,27,5,0,181,Oik-like,Out,Sm,0
10/15/10,6,Inshore,14,21,27,5,0,221,Oik-like,Out,Sm,0
10/15/10,6,Inshore,15,21,27,22,296,21,Oik-like,Out,Sm,0
10/15/10,6,Inshore,15,21,27,22,296,241,Oik-n,Out,Med,0
10/15/10,6,Inshore,16,21,27,39,718,21,Oik-n,Out,Med,0
10/15/10,6,Inshore,16,21,27,39,718,221,Oik-n,Out,Lg,0
10/15/10,6,Inshore,17,21,27,57,15,41,Oik-n,In,Med,2
10/15/10,6,Inshore,17,21,27,57,15,61,Oik-n,Out,Lg,0
10/15/10,6,Inshore,17,21,27,57,15,201,Oik-like,In,Sm,-
10/15/10,6,Inshore,18,21,28,14,406,261,Unk,Out,Med,0
10/15/10,6,Inshore,18,21,28,14,406,21,Oik-n,Out,Lg,0
10/15/10,6,Inshore,18,21,28,14,406,81,Oik-n,Out,Lg,0
10/15/10,6,Inshore,19,21,28,31,671,121,Oik-n,In,Lg,2
10/15/10,6,Inshore,20,21,28,49,46,161,Oik-n,In,Lg,Unk
10/15/10,6,Inshore,21,21,29,6,421,181,Oik-n,Out,Lg,0
10/15/10,6,Inshore,22,21,29,23,796,41,Oik-n,Out,Lg,0
10/15/10,6,Inshore,22,21,29,23,796,161,Oik-n,In,Lg,2
10/15/10,6,Inshore,23,21,29,41,234,121,Oik-n,In,Sm,1
10/15/10,6,Inshore,24,21,29,58,578,41,Oik-n,Out,Lg,0
10/15/10,6,Inshore,24,21,29,58,578,41,Oik-n,Out,Lg,0
10/15/10,6,Inshore,24,21,29,58,578,241,Oik-n,Out,Med,0
10/15/10,6,Inshore,24,21,29,58,578,281,Unk,In,Med,2
10/15/10,6,Inshore,25,21,30,15,937,121,Oik-n,Out,Lg,0
10/15/10,6,Inshore,25,21,30,15,937,241,Oik-n,In,Lg,3
10/15/10,6,Inshore,25,21,30,15,937,281,Oik-n,Out,Sm,0
10/15/10,6,Inshore,26,21,30,33,421,21,Unk,In,Sm,1
10/15/10,6,Inshore,26,21,30,33,421,141,Oik-n,Out,Lg,0
10/15/10,6,Inshore,26,21,30,33,421,261,Oik-n,Out,Lg,0
10/15/10,6,Inshore,27,21,30,50,843,81,Unk,In,Med,1
10/15/10,6,Inshore,28,21,31,8,125,161,Oik-n,In,Lg,2
10/15/10,6,Inshore,29,21,31,25,484,41,Oik-n,Unk,Lg,-
10/15/10,6,Inshore,30,21,31,42,465,181,Oik-n,Out,Lg,0
10/15/10,6,Inshore,30,21,31,42,465,241,Oik-n,Out,Lg,0
10/15/10,6,Inshore,30,21,31,42,465,261,Oik-n,Out,Lg,0
10/15/10,6,Inshore,31,21,32,0,140,41,Oik-n,In,Lg,1
10/15/10,6,Inshore,31,21,32,0,140,161,Oik-n,Out,Lg,0
10/15/10,6,Inshore,31,21,32,0,140,221,Unk,In,Sm,3
10/15/10,6,Inshore,32,21,32,17,515,81,Oik-n,Out,Lg,0
10/15/10,6,Inshore,32,21,32,17,515,181,Oik-n,Out,Lg,0
10/15/10,6,Inshore,32,21,32,17,515,241,Oik-n,Out,Lg,0
10/15/10,6,Inshore,33,21,32,34,875,41,Oik-like,In,Sm,-
10/15/10,12,Front,1,23,2,20,234,1,Oik-like,Out,Tiny,0
10/15/10,12,Front,1,23,2,20,234,81,Oik-like,Out,Sm,0
10/15/10,12,Front,1,23,2,20,234,121,Oik-like,Out,Sm,0
10/15/10,12,Front,1,23,2,20,234,221,Oik-like,Out,Tiny,0
10/15/10,12,Front,1,23,2,20,234,241,Oik-like,Out,Tiny,0
10/15/10,12,Front,2,23,2,37,609,1,Oik-like,In,Tiny,-
10/15/10,12,Front,2,23,2,37,609,1,Oik-like,Out,Sm,0
10/15/10,12,Front,2,23,2,37,609,121,Oik-n,Out,Med,0
10/15/10,12,Front,2,23,2,37,609,161,Oik-like,Out,Tiny,0
10/15/10,12,Front,2,23,2,37,609,181,Oik-like,Unk,Sm,-
10/15/10,12,Front,2,23,2,37,609,201,Oik-like,Out,Sm,0
10/15/10,12,Front,2,23,2,37,609,201,Oik-like,Out,Sm,0
10/15/10,12,Front,2,23,2,37,609,221,Oik-like,Out,Sm,0
10/15/10,12,Front,2,23,2,37,609,241,Oik-like,Out,Sm,0
