Transect,Downcast,Inshore/Offshore/Front,File,hour,min,sec,s/1000,Frame,Lowest Classification,In/Out,Size,Degradation
10/15/10,6,Inshore,1,21,23,19,125,21,Oik-like,Out,Sm,0
10/15/10,6,Inshore,1,21,23,19,125,21,Oik-like,Out,Sm,0
10/15/10,6,Inshore,1,21,23,19,125,21,Oik-like,Out,Sm,0
10/15/10,6,Inshore,1,21,23,19,125,21,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,1,21,23,19,125,41,Oik-like,Out,Sm,0
10/15/10,6,Inshore,1,21,23,19,125,41,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,1,21,23,19,125,61,Oik-like,Out,Sm,0
10/15/10,6,Inshore,1,21,23,19,125,61,Oik-like,Unk,Sm,-
10/15/10,6,Inshore,1,21,23,19,125,81,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,1,21,23,19,125,81,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,1,21,23,19,125,81,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,1,21,23,19,125,101,Oik-like,Out,Sm,0
10/15/10,6,Inshore,1,21,23,19,125,121,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,1,21,23,19,125,121,Oik-like,Out,Sm,0
10/15/10,6,Inshore,1,21,23,19,125,141,Oik-like,Out,Sm,0
10/15/10,6,Inshore,1,21,23,19,125,141,Oik-like,Out,Sm,0
10/15/10,6,Inshore,1,21,23,19,125,141,Oik-like,Out,Sm,0
10/15/10,6,Inshore,1,21,23,19,125,141,Oik-like,Out,Sm,0
10/15/10,6,Inshore,1,21,23,19,125,161,Oik-like,Out,Sm,0
10/15/10,6,Inshore,1,21,23,19,125,161,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,1,21,23,19,125,181,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,1,21,23,19,125,181,Oik-like,Out,Sm,0
10/15/10,6,Inshore,1,21,23,19,125,181,Oik-like,Out,Sm,0
10/15/10,6,Inshore,1,21,23,19,125,201,Oik-like,Out,Sm,0
10/15/10,6,Inshore,1,21,23,19,125,201,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,1,21,23,19,125,201,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,1,21,23,19,125,221,Oik-like,Out,Sm,0
10/15/10,6,Inshore,1,21,23,19,125,241,Oik-like,Out,Sm,0
10/15/10,6,Inshore,1,21,23,19,125,241,Oik-like,Out,Sm,0
10/15/10,6,Inshore,1,21,23,19,125,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,1,21,23,19,125,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,1,21,23,19,125,261,Oik-like,Unk,Sm,-
10/15/10,6,Inshore,1,21,23,19,125,281,Oik-like,Out,Sm,0
10/15/10,6,Inshore,1,21,23,19,125,281,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,1,21,23,19,125,281,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,2,21,23,36,343,1,Oik-like,Out,Sm,0
10/15/10,6,Inshore,2,21,23,36,343,1,Oik-like,Out,Sm,0
10/15/10,6,Inshore,2,21,23,36,343,1,Oik-like,Out,Sm,0
10/15/10,6,Inshore,2,21,23,36,343,1,Oik-like,Out,Sm,0
10/15/10,6,Inshore,2,21,23,36,343,1,Oik-like,In,Sm,-
10/15/10,6,Inshore,2,21,23,36,343,21,Oik-like,Out,Med,0
10/15/10,6,Inshore,2,21,23,36,343,21,Oik-like,Out,Sm,0
10/15/10,6,Inshore,2,21,23,36,343,21,Oik-like,Out,Sm,0
10/15/10,6,Inshore,2,21,23,36,343,21,Oik-like,Out,Sm,0
10/15/10,6,Inshore,2,21,23,36,343,21,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,2,21,23,36,343,40,Oik-like,In,Sm,-
10/15/10,6,Inshore,2,21,23,36,343,61,Oik-like,Out,Sm,0
10/15/10,6,Inshore,2,21,23,36,343,101,Oik-like,Out,Sm,0
10/15/10,6,Inshore,2,21,23,36,343,101,Oik-like,Out,Sm,0
10/15/10,6,Inshore,2,21,23,36,343,101,Oik-n,In,Sm,-
10/15/10,6,Inshore,2,21,23,36,343,101,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,2,21,23,36,343,121,Oik-n,In,Med,1
10/15/10,6,Inshore,2,21,23,36,343,121,Oik-like,Out,Sm,0
10/15/10,6,Inshore,2,21,23,36,343,141,Oik-like,Out,Med,0
10/15/10,6,Inshore,2,21,23,36,343,141,Oik-like,Out,Med,0
10/15/10,6,Inshore,2,21,23,36,343,141,Oik-like,Out,Sm,0
10/15/10,6,Inshore,2,21,23,36,343,141,Oik-like,Out,Sm,0
10/15/10,6,Inshore,2,21,23,36,343,141,Oik-n,In,Sm,-
10/15/10,6,Inshore,2,21,23,36,343,201,Oik-n,In,Med,-
10/15/10,6,Inshore,2,21,23,36,343,201,Oik-n,In,Med,1
10/15/10,6,Inshore,2,21,23,36,343,201,Oik-n,Out,Sm,0
10/15/10,6,Inshore,2,21,23,36,343,221,Oik-like,Out,Sm,0
10/15/10,6,Inshore,2,21,23,36,343,221,Oik-n,Out,Sm,0
10/15/10,6,Inshore,2,21,23,36,343,221,Oik-n,Out,Sm,0
10/15/10,6,Inshore,2,21,23,36,343,221,Oik-like,Out,Med,0
10/15/10,6,Inshore,2,21,23,36,343,221,Oik-like,In,Sm,-
10/15/10,6,Inshore,2,21,23,36,343,241,Oik-like,Out,Sm,0
10/15/10,6,Inshore,2,21,23,36,343,241,Oik-like,Out,Sm,0
10/15/10,6,Inshore,2,21,23,36,343,241,Oik-like,Out,Sm,0
10/15/10,6,Inshore,2,21,23,36,343,241,Oik-like,Out,Sm,0
10/15/10,6,Inshore,2,21,23,36,343,241,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,2,21,23,36,343,261,Oik-like,In,Sm,-
10/15/10,6,Inshore,2,21,23,36,343,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,2,21,23,36,343,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,2,21,23,36,343,261,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,2,21,23,36,343,261,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,2,21,23,36,343,281,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,2,21,23,36,343,281,Oik-like,In,Sm,-
10/15/10,6,Inshore,2,21,23,36,343,281,Oik-like,In,Sm,-
10/15/10,6,Inshore,2,21,23,36,343,281,Oik-like,Out,Sm,-
10/15/10,6,Inshore,2,21,23,36,343,281,Oik-like,Out,Sm,0
10/15/10,6,Inshore,2,21,23,36,343,281,Oik-like,Out,Sm,0
10/15/10,6,Inshore,3,21,23,53,718,1,Oik-like,Out,Sm,0
10/15/10,6,Inshore,3,21,23,53,718,1,Oik-like,Out,Sm,0
10/15/10,6,Inshore,3,21,23,53,718,21,Oik-like,In,Tiny,-
10/15/10,6,Inshore,3,21,23,53,718,21,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,3,21,23,53,718,21,Oik-like,Out,Sm,0
10/15/10,6,Inshore,3,21,23,53,718,41,Oik-like,In,Tiny,-
10/15/10,6,Inshore,3,21,23,53,718,41,Oik-like,Out,Sm,0
10/15/10,6,Inshore,3,21,23,53,718,41,Oik-like,Out,Sm,0
10/15/10,6,Inshore,3,21,23,53,718,61,Oik-like,Out,Sm,0
10/15/10,6,Inshore,3,21,23,53,718,61,Oik-like,Out,Sm,0
10/15/10,6,Inshore,3,21,23,53,718,81,Oik-like,Out,Sm,0
10/15/10,6,Inshore,3,21,23,53,718,81,Oik-like,Out,Sm,0
10/15/10,6,Inshore,3,21,23,53,718,81,Oik-like,Out,Sm,0
10/15/10,6,Inshore,3,21,23,53,718,81,Oik-like,Out,Sm,0
10/15/10,6,Inshore,3,21,23,53,718,81,Oik-like,Out,Sm,0
10/15/10,6,Inshore,3,21,23,53,718,81,Oik-like,Out,Sm,0
10/15/10,6,Inshore,3,21,23,53,718,81,Oik-like,In,Sm,-
10/15/10,6,Inshore,3,21,23,53,718,121,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,3,21,23,53,718,121,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,3,21,23,53,718,141,Oik-like,Out,Med,0
10/15/10,6,Inshore,3,21,23,53,718,141,Oik-like,Out,Sm,0
10/15/10,6,Inshore,3,21,23,53,718,141,Oik-like,Out,Sm,0
10/15/10,6,Inshore,3,21,23,53,718,201,Oik-like,Out,Sm,0
10/15/10,6,Inshore,3,21,23,53,718,201,Oik-like,Out,Sm,0
10/15/10,6,Inshore,3,21,23,53,718,201,Oik-like,Out,Sm,0
10/15/10,6,Inshore,3,21,23,53,718,221,Oik-like,Out,Sm,0
10/15/10,6,Inshore,3,21,23,53,718,221,Oik-like,Out,Sm,0
10/15/10,6,Inshore,3,21,23,53,718,221,Oik-like,In,Tiny,-
10/15/10,6,Inshore,3,21,23,53,718,241,Oik-like,Out,Sm,0
10/15/10,6,Inshore,3,21,23,53,718,241,Oik-like,Out,Sm,0
10/15/10,6,Inshore,3,21,23,53,718,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,3,21,23,53,718,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,3,21,23,53,718,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,3,21,23,53,718,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,3,21,23,53,718,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,3,21,23,53,718,261,Oik-like,Out,Sm,0
10/15/10,6,Inshore,3,21,23,53,718,261,Oik-like,In,Sm,-
10/15/10,6,Inshore,3,21,23,53,718,261,Oik-like,In,Sm,-
10/15/10,6,Inshore,3,21,23,53,718,281,Oik-like,Out,Sm,0
10/15/10,6,Inshore,3,21,23,53,718,281,Oik-like,Out,Sm,0
10/15/10,6,Inshore,3,21,23,53,718,281,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,4,21,24,11,250,1,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,1,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,1,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,1,Oik-like,In,Sm,-
10/15/10,6,Inshore,4,21,24,11,250,21,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,21,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,41,Oik-like,In,Sm,-
10/15/10,6,Inshore,4,21,24,11,250,61,Oik-like,In,Sm,-
10/15/10,6,Inshore,4,21,24,11,250,61,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,61,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,81,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,81,Oik-like,In,Sm,-
10/15/10,6,Inshore,4,21,24,11,250,81,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,4,21,24,11,250,81,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,4,21,24,11,250,81,Oik-like,Out,Tiny,0
10/15/10,6,Inshore,4,21,24,11,250,101,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,101,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,121,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,121,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,121,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,121,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,121,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,121,Oik-like,In,Sm,-
10/15/10,6,Inshore,4,21,24,11,250,141,Oik-like,In,Sm,-
10/15/10,6,Inshore,4,21,24,11,250,141,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,141,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,141,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,161,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,161,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,161,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,161,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,161,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,161,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,161,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,161,Oik-like,Out,Sm,0
10/15/10,6,Inshore,4,21,24,11,250,161,Oik-like,In,Sm,-
10/15/10,6,Inshore,4,21,24,11,250,161,Oik-like,In,Sm,-
10/15/10,6,Inshore,4,21,24,11,250,181,Oik-like,In,Sm,-
