downcast,hour,min,sec,s/1000,MUAT,LEMU,NABI,AGEL,COOR,FOED
16,0,9,15,318,0,1,0,0,0,0
16,0,9,17,626,0,1,0,0,0,0
16,0,9,24,956,0,1,0,0,0,0
16,0,9,25,706,0,1,0,0,0,0
16,0,9,44,694,0,0,1,0,0,0
16,0,9,47,349,0,1,0,0,0,0
16,0,9,48,215,0,1,0,0,0,0
16,0,9,50,293,0,1,0,0,0,0
16,0,9,52,948,0,0,1,0,0,0
16,0,9,55,718,0,0,1,0,0,0
16,0,10,0,46,0,1,0,0,0,0
16,0,10,5,241,0,1,0,0,0,0
16,0,10,12,859,0,1,0,0,0,0
16,0,10,26,191,0,0,1,0,0,0
16,0,10,31,443,0,0,1,0,0,0
16,0,10,41,370,0,1,0,0,0,0
16,0,10,43,794,0,0,1,0,0,0
16,0,10,54,182,0,1,0,0,0,0
16,0,11,6,187,1,0,0,0,0,0
16,0,11,57,784,1,0,0,0,0,0
16,0,12,20,120,0,1,0,0,0,0
16,0,12,21,851,0,1,0,0,0,0
16,0,13,49,346,0,0,0,0,1,0
16,0,14,10,470,0,0,1,0,0,0
16,0,14,24,32,0,1,0,0,0,0
16,0,14,33,440,0,0,1,0,0,0
16,0,15,2,586,0,1,0,0,0,0
16,0,15,10,262,0,0,1,0,0,0
16,0,15,18,458,0,1,0,0,0,0
16,0,15,22,94,0,0,1,0,0,0
16,0,15,24,114,0,0,1,0,0,0
16,0,16,17,500,0,1,0,0,0,0
16,0,16,45,549,0,1,0,0,0,0
16,0,16,55,880,0,0,0,0,1,0
16,0,17,17,465,0,1,0,0,0,0
16,0,17,22,255,0,0,1,0,0,0
16,0,17,48,342,0,1,0,0,0,0
16,0,18,3,983,0,0,1,0,0,0
16,0,18,8,23,0,1,0,0,0,0
16,0,18,25,684,0,0,1,0,0,0
16,0,18,26,608,0,1,0,0,0,0
16,0,18,42,479,0,1,0,0,0,0
16,0,18,44,153,0,1,0,0,0,0
16,0,18,48,193,0,1,0,0,0,0
16,0,18,56,388,0,1,0,0,0,0
16,0,19,20,570,0,1,0,0,0,0
