"downcast","hour","min","sec","s/1000","H1","H2","H3","H5a","H5b","H6","H7","H7*","H8","H9","H9*","H10","H11","H13","H14","H15","VSH","Annatiara","R1","R2","R3","R4-Aegina","R5","Doliolids","Appendicularians","App in Hse","MUAT","LEMU","SPKO","Si 2 Eu","NABI","AGEL"
10,20,55,52,981,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
10,20,55,53,39,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
10,20,55,56,559,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
10,20,55,57,713,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
10,20,56,1,61,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
10,20,56,2,100,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
10,20,55,51,596,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
10,20,55,53,904,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
10,20,55,56,213,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
10,20,56,0,830,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
10,20,56,1,984,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
10,20,56,4,293,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
10,20,56,5,447,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
10,20,56,6,601,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
10,20,57,34,675,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,35,309,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,35,367,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,35,713,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,35,829,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,35,944,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,36,233,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,36,810,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,37,98,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,37,272,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,37,387,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,37,618,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,37,849,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
10,20,57,38,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,39,234,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,39,349,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,39,926,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,39,984,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,40,908,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,41,773,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,42,177,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,47,141,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,47,314,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,48,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
10,20,57,49,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
10,20,57,49,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
10,20,57,51,931,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,52,47,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,52,739,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,53,778,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,53,893,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,54,817,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,54,874,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,54,990,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,55,163,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,55,682,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,56,433,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,57,125,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,57,356,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,57,414,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,59,607,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,59,722,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,57,59,953,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,0,11,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,0,184,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,0,761,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,0,992,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,2,781,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,2,897,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,3,12,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,3,70,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,3,531,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,3,705,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,3,762,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,4,224,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,4,513,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,5,551,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,6,302,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,6,533,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,6,706,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,7,745,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,8,91,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,8,149,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,8,379,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,8,437,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,8,610,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,8,957,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,9,130,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,9,245,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,9,303,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,9,822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
10,20,58,10,53,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,10,169,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,10,226,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,10,284,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,10,342,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,10,746,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,11,323,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,11,438,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,12,16,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,12,131,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,12,708,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,13,458,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,13,574,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,13,689,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,13,920,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,13,978,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,14,36,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,14,93,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,14,901,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,15,594,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,15,709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
10,20,58,15,825,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,16,56,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,16,113,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,16,229,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,16,517,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,16,633,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
10,20,58,17,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
10,20,58,17,556,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,18,710,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,18,826,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,19,865,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,19,980,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,20,269,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,20,326,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,20,961,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,21,365,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,21,423,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,21,538,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,21,769,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,22,173,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,22,404,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,23,212,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,23,905,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,24,597,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,24,943,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,25,347,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,25,405,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,25,463,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,25,694,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,11,727,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
10,20,58,14,36,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
10,20,58,27,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,27,598,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,28,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,30,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,31,812,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,33,428,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,33,485,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,36,82,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,37,467,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,37,698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
10,20,58,37,814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
10,20,58,39,199,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,39,545,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,40,469,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,43,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
10,20,58,29,99,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
10,20,58,47,510,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,51,954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
10,20,58,56,398,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,58,59,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
10,20,58,59,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
10,20,58,59,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
10,20,58,53,108,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
10,20,58,56,571,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
10,20,58,57,725,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
10,20,59,16,251,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,59,6,152,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
10,20,59,23,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
10,20,59,26,178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,59,27,794,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,59,28,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
10,20,59,29,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
10,20,59,31,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10,20,59,20,61,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
10,21,1,4,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
10,21,1,22,474,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,
10,21,1,22,531,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,21,1,25,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
10,21,1,40,365,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
10,21,1,53,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
10,21,2,4,28,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
10,21,2,11,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
10,21,2,11,704,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
10,21,2,14,647,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
10,21,2,23,247,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
10,21,2,30,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10,21,2,39,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
10,21,2,43,793,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
10,21,2,48,122,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10,21,2,48,526,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10,21,2,53,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
10,21,2,58,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
10,21,3,8,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
10,21,3,8,841,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,21,3,10,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
10,21,3,14,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
10,21,3,17,95,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10,21,3,18,942,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10,21,3,20,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
10,21,3,20,269,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
10,21,3,20,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
10,21,3,20,789,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
10,21,3,25,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
10,21,3,30,946,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10,21,3,32,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
10,21,3,33,832,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10,21,3,33,467,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10,21,3,39,489,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
10,21,3,41,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,21,3,43,990,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
10,21,3,44,221,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
10,21,3,44,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
10,21,3,52,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
10,21,3,56,283,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10,21,3,58,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
10,21,4,0,958,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
10,21,4,4,483,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
