"date","downcast","hour","min","sec","s/1000","sol_small","sol_large"
2010-10-16,5,19,37,1,80,1,0
2010-10-16,5,19,37,1,369,1,0
2010-10-16,5,19,37,2,235,1,0
2010-10-16,5,19,37,3,100,2,0
2010-10-16,5,19,37,3,389,1,0
2010-10-16,5,19,37,3,678,3,0
2010-10-16,5,19,37,4,832,1,0
2010-10-16,5,19,37,5,698,2,0
2010-10-16,5,19,37,6,275,2,0
2010-10-16,5,19,37,7,140,1,0
2010-10-16,5,19,37,9,737,1,0
2010-10-16,5,19,37,11,469,1,0
2010-10-16,5,19,37,13,777,1,0
2010-10-16,5,19,37,19,87,1,0
2010-10-16,5,19,37,20,242,1,0
2010-10-16,5,19,37,20,819,2,0
2010-10-16,5,19,37,22,319,1,0
2010-10-16,5,19,37,23,185,1,0
2010-10-16,5,19,37,23,474,1,0
2010-10-16,5,19,37,24,339,1,0
2010-10-16,5,19,37,27,513,1,0
2010-10-16,5,19,37,27,802,1,0
2010-10-16,5,19,37,35,536,2,0
2010-10-16,5,19,37,35,824,1,0
2010-10-16,5,19,37,38,133,1,0
2010-10-16,5,19,37,38,710,1,0
2010-10-16,5,19,37,39,576,1,0
2010-10-16,5,19,37,40,153,2,0
2010-10-16,5,19,37,41,19,1,0
2010-10-16,5,19,37,42,179,1,0
2010-10-16,5,19,37,42,461,2,0
2010-10-16,5,19,37,43,327,1,0
2010-10-16,5,19,37,45,59,1,0
2010-10-16,5,19,37,45,347,2,0
2010-10-16,5,19,37,45,636,1,0
2010-10-16,5,19,37,45,924,1,0
2010-10-16,5,19,37,46,501,0,1
2010-10-16,5,19,37,49,676,1,0
2010-10-16,5,19,37,51,177,1,0
2010-10-16,5,19,37,53,774,1,0
2010-10-16,5,19,37,54,62,1,0
2010-10-16,5,19,38,0,700,1,0
2010-10-16,5,19,38,47,911,1,0
2010-10-16,5,19,38,53,393,2,0
2010-10-16,5,19,39,11,631,1,0
2010-10-16,5,19,39,15,94,1,0
2010-10-16,5,19,39,21,212,1,0
2010-10-16,5,19,39,22,655,1,0
2010-10-16,5,19,39,23,520,1,0
2010-10-16,5,19,39,34,23,1,0
2010-10-16,5,19,39,44,701,1,0
2010-10-16,5,19,40,3,285,0,1
2010-10-16,5,19,40,13,97,1,0
2010-10-16,5,19,40,14,251,0,1
2010-10-16,5,19,40,17,425,1,0
2010-10-16,5,19,40,38,260,1,0
2010-10-16,5,19,40,44,32,0,1
2010-10-16,5,19,40,50,438,1,0
2010-10-16,5,19,40,51,881,0,1
2010-10-16,5,19,40,59,95,1,0
2010-10-16,5,19,41,11,504,1,0
2010-10-16,5,19,42,58,969,1,0
2010-10-16,6,19,52,1,428,3,0
2010-10-16,6,19,52,2,467,1,0
2010-10-16,6,19,52,3,333,1,0
2010-10-16,6,19,52,3,910,1,0
2010-10-16,6,19,52,5,930,1,0
2010-10-16,6,19,52,7,84,1,0
2010-10-16,6,19,52,7,950,1,0
2010-10-16,6,19,52,10,259,1,0
2010-10-16,6,19,52,15,741,1,0
2010-10-16,6,19,52,16,30,1,0
2010-10-16,6,19,52,16,318,1,0
2010-10-16,6,19,52,16,896,2,0
2010-10-16,6,19,52,19,262,1,0
2010-10-16,6,19,52,19,839,1,0
2010-10-16,6,19,52,20,128,1,0
2010-10-16,6,19,52,21,571,1,0
2010-10-16,6,19,52,22,463,1,0
2010-10-16,6,19,52,24,275,2,0
2010-10-16,6,19,52,26,188,1,0
2010-10-16,6,19,52,26,476,1,0
2010-10-16,6,19,52,30,805,1,0
2010-10-16,6,19,52,31,959,1,0
2010-10-16,6,19,52,34,268,1,0
2010-10-16,6,19,52,34,556,1,0
2010-10-16,6,19,52,35,133,1,0
2010-10-16,6,19,52,35,710,1,0
2010-10-16,6,19,52,38,864,1,0
2010-10-16,6,19,52,43,271,1,0
2010-10-16,6,19,52,44,173,1,0
2010-10-16,6,19,52,45,580,1,0
2010-10-16,6,19,52,49,100,2,0
2010-10-16,6,19,52,49,966,1,0
2010-10-16,6,19,52,50,254,1,0
2010-10-16,6,19,52,50,543,1,0
2010-10-16,6,19,52,51,120,1,0
2010-10-16,6,19,52,52,274,1,0
2010-10-16,6,19,52,55,737,1,0
2010-10-16,6,19,52,56,26,1,0
2010-10-16,6,19,52,57,180,1,0
2010-10-16,6,19,52,58,46,1,0
2010-10-16,6,19,52,58,553,2,0
2010-10-16,6,19,52,58,623,1,0
2010-10-16,6,19,52,58,912,2,0
2010-10-16,6,19,52,59,200,1,0
2010-10-16,6,19,53,0,355,1,0
2010-10-16,6,19,53,2,663,1,0
2010-10-16,6,19,53,2,952,1,0
2010-10-16,6,19,53,3,529,1,0
2010-10-16,6,19,53,4,683,1,0
2010-10-16,6,19,53,4,972,1,0
2010-10-16,6,19,53,5,549,1,0
2010-10-16,6,19,53,6,126,1,0
2010-10-16,6,19,53,11,667,1,0
2010-10-16,6,19,53,13,975,0,1
2010-10-16,6,19,53,15,129,1,0
2010-10-16,6,19,53,15,418,2,1
2010-10-16,6,19,53,15,707,1,0
2010-10-16,6,19,53,18,304,1,0
2010-10-16,6,19,53,20,324,1,0
2010-10-16,6,19,53,20,901,1,0
2010-10-16,6,19,53,25,229,1,0
2010-10-16,6,19,53,26,384,1,0
2010-10-16,6,19,53,27,538,1,0
2010-10-16,6,19,53,27,826,1,0
2010-10-16,6,19,53,28,404,0,1
2010-10-16,6,19,53,29,327,0,1
2010-10-16,6,19,53,29,616,1,0
2010-10-16,6,19,53,31,636,2,0
2010-10-16,6,19,53,31,924,1,0
2010-10-16,6,19,53,32,790,0,1
2010-10-16,6,19,53,33,367,0,3
2010-10-16,6,19,53,33,944,1,1
2010-10-16,6,19,53,34,233,0,1
2010-10-16,6,19,53,35,99,0,1
2010-10-16,6,19,53,35,387,0,1
2010-10-16,6,19,53,35,676,1,0
2010-10-16,6,19,53,35,964,2,1
2010-10-16,6,19,53,36,541,1,0
2010-10-16,6,19,53,36,830,1,0
2010-10-16,6,19,53,37,407,1,0
2010-10-16,6,19,53,37,696,1,0
2010-10-16,6,19,53,38,273,1,2
2010-10-16,6,19,53,38,561,0,1
2010-10-16,6,19,53,39,138,0,1
2010-10-16,6,19,53,41,736,2,1
2010-10-16,6,19,53,42,890,1,0
2010-10-16,6,19,53,43,467,0,1
2010-10-16,6,19,53,44,910,1,0
2010-10-16,6,19,53,45,487,0,1
2010-10-16,6,19,53,46,411,1,0
2010-10-16,6,19,53,46,699,1,1
2010-10-16,6,19,53,47,565,0,1
2010-10-16,6,19,53,47,853,1,0
2010-10-16,6,19,53,48,431,1,0
2010-10-16,6,19,53,48,719,1,0
2010-10-16,6,19,53,49,8,3,0
2010-10-16,6,19,53,49,296,0,1
2010-10-16,6,19,53,49,873,1,0
2010-10-16,6,19,53,50,793,1,0
2010-10-16,6,19,53,51,28,0,1
2010-10-16,6,19,53,51,893,1,0
2010-10-16,6,19,53,52,182,1,0
2010-10-16,6,19,53,52,471,1,0
2010-10-16,6,19,53,52,759,1,1
2010-10-16,6,19,53,53,48,2,0
2010-10-16,6,19,53,54,491,2,0
2010-10-16,6,19,53,55,993,2,0
2010-10-16,6,19,53,56,222,0,1
2010-10-16,6,19,53,56,799,0,2
2010-10-16,6,19,53,57,376,2,0
2010-10-16,6,19,53,57,953,1,0
2010-10-16,6,19,53,58,242,2,1
2010-10-16,6,19,53,58,819,0,1
2010-10-16,6,19,53,59,108,0,1
2010-10-16,6,19,53,59,685,0,1
2010-10-16,6,19,53,59,973,1,0
2010-10-16,6,19,54,0,550,0,1
2010-10-16,6,19,54,0,839,0,1
2010-10-16,6,19,54,1,128,1,0
2010-10-16,6,19,54,1,705,0,1
2010-10-16,6,19,54,1,993,0,1
2010-10-16,6,19,54,2,859,2,1
2010-10-16,6,19,54,3,206,0,3
2010-10-16,6,19,54,4,360,0,1
2010-10-16,6,19,54,5,514,0,2
2010-10-16,6,19,54,5,803,1,1
2010-10-16,6,19,54,6,668,0,1
2010-10-16,6,19,54,7,823,1,0
2010-10-16,6,19,54,8,111,0,1
2010-10-16,6,19,54,8,400,1,0
2010-10-16,6,19,54,9,265,1,0
2010-10-16,6,19,54,9,554,0,1
2010-10-16,6,19,54,10,420,0,1
2010-10-16,6,19,54,10,708,1,2
2010-10-16,6,19,54,11,285,1,1
2010-10-16,6,19,54,11,574,1,0
2010-10-16,6,19,54,12,440,0,1
2010-10-16,6,19,54,13,17,0,1
2010-10-16,6,19,54,13,594,1,0
2010-10-16,6,19,54,14,460,1,0
2010-10-16,6,19,54,14,748,1,0
2010-10-16,6,19,54,15,37,1,0
2010-10-16,6,19,54,16,768,1,0
2010-10-16,6,19,54,17,57,1,0
2010-10-16,6,19,54,18,211,1,0
2010-10-16,6,19,54,18,500,1,0
2010-10-16,6,19,54,19,365,0,1
2010-10-16,6,19,54,22,309,1,0
2010-10-16,6,19,54,22,598,0,2
2010-10-16,6,19,54,23,463,0,1
2010-10-16,6,19,54,24,329,1,1
2010-10-16,6,19,54,25,483,1,0
2010-10-16,6,19,54,27,792,0,1
2010-10-16,6,19,54,29,235,0,2
2010-10-16,6,19,54,29,812,1,0
2010-10-16,6,19,54,30,101,1,0
2010-10-16,6,19,54,30,389,0,1
2010-10-16,6,19,54,30,967,2,0
2010-10-16,6,19,54,31,832,1,0
2010-10-16,6,19,54,34,718,1,0
2010-10-16,6,19,54,36,450,1,0
2010-10-16,7,20,6,4,638,2,0
2010-10-16,7,20,6,9,486,2,0
2010-10-16,7,20,6,13,64,1,0
2010-10-16,7,20,6,13,930,1,0
2010-10-16,7,20,6,22,587,1,0
2010-10-16,7,20,6,23,741,1,0
2010-10-16,7,20,6,24,896,3,0
2010-10-16,7,20,6,29,513,1,0
2010-10-16,7,20,6,31,879,2,0
2010-10-16,7,20,6,34,188,1,0
2010-10-16,7,20,6,37,939,1,0
2010-10-16,7,20,6,39,93,1,0
2010-10-16,7,20,6,41,113,1,0
2010-10-16,7,20,6,53,3,1,0
2010-10-16,7,20,6,54,157,1,0
2010-10-16,7,20,6,58,197,1,0
2010-10-16,7,20,6,59,351,1,0
2010-10-16,7,20,7,0,794,1,0
2010-10-16,7,20,7,3,391,1,0
2010-10-16,7,20,7,3,680,1,0
2010-10-16,7,20,7,5,469,1,0
2010-10-16,7,20,7,6,912,2,0
2010-10-16,7,20,7,7,200,1,0
2010-10-16,7,20,7,8,932,1,0
2010-10-16,7,20,7,9,509,1,0
2010-10-16,7,20,7,10,86,1,0
2010-10-16,7,20,7,12,395,1,0
2010-10-16,7,20,7,23,130,1,0
2010-10-16,7,20,7,25,150,1,0
2010-10-16,7,20,7,30,56,1,0
2010-10-16,7,20,7,30,633,1,0
2010-10-16,7,20,7,36,693,1,0
2010-10-16,7,20,7,48,5,0,1
2010-10-16,7,20,7,54,7,1,0
2010-10-16,7,20,7,57,9,1,0
2010-10-16,7,20,8,14,323,1,0
2010-10-16,7,20,8,14,669,1,0
2010-10-16,7,20,8,16,978,1,0
2010-10-16,7,20,8,18,421,1,0
2010-10-16,7,20,8,21,306,1,0
2010-10-16,7,20,8,25,58,1,0
2010-10-16,7,20,8,25,346,1,0
2010-10-16,7,20,8,46,989,0,1
2010-10-16,7,20,8,50,568,1,0
2010-10-16,7,20,9,46,146,1,0
2010-10-16,7,20,9,49,898,1,0
2010-10-16,7,20,9,52,495,1,0
2010-10-16,7,20,10,21,179,0,1
2010-10-16,7,20,12,31,730,1,0
2010-10-16,7,20,12,40,445,1,0
2010-10-16,8,20,20,49,172,1,0
2010-10-16,8,20,20,54,77,1,0
2010-10-16,8,20,20,59,41,1,0
2010-10-16,8,20,21,0,773,1,0
2010-10-16,8,20,21,2,216,1,0
2010-10-16,8,20,21,5,390,1,0
2010-10-16,8,20,21,9,430,1,0
2010-10-16,8,20,21,23,339,1,0
2010-10-16,8,20,21,23,628,1,0
2010-10-16,8,20,21,27,667,1,0
2010-10-16,8,20,21,28,764,1,0
2010-10-16,8,20,21,29,630,1,0
2010-10-16,8,20,21,38,980,1,0
2010-10-16,8,20,21,40,422,1,0
2010-10-16,8,20,21,47,348,2,0
2010-10-16,8,20,21,54,43,1,0
2010-10-16,8,20,21,55,774,1,0
2010-10-16,8,20,21,58,660,1,0
2010-10-16,8,20,21,59,526,1,0
2010-10-16,8,20,22,0,103,1,0
2010-10-16,8,20,22,0,969,1,0
2010-10-16,8,20,22,1,257,1,0
2010-10-16,8,20,22,2,411,1,0
2010-10-16,8,20,22,3,277,1,0
2010-10-16,8,20,22,4,143,1,0
2010-10-16,8,20,22,5,9,1,0
2010-10-16,8,20,22,8,472,1,0
2010-10-16,8,20,22,12,512,1,0
2010-10-16,8,20,22,12,800,1,0
2010-10-16,8,20,22,13,377,1,0
2010-10-16,8,20,22,13,666,1,0
2010-10-16,8,20,22,15,109,1,0
2010-10-16,8,20,22,15,686,1,0
2010-10-16,8,20,22,15,974,1,0
2010-10-16,8,20,22,16,263,1,0
2010-10-16,8,20,22,16,552,2,0
2010-10-16,8,20,22,17,129,2,0
2010-10-16,8,20,22,17,417,1,0
2010-10-16,8,20,22,17,706,1,0
2010-10-16,8,20,22,17,994,1,0
2010-10-16,8,20,22,18,283,2,0
2010-10-16,8,20,22,18,860,1,0
2010-10-16,8,20,22,19,149,1,0
2010-10-16,8,20,22,19,437,1,0
2010-10-16,8,20,22,21,457,1,0
2010-10-16,8,20,22,22,900,1,0
2010-10-16,8,20,22,23,477,2,0
2010-10-16,8,20,22,23,766,1,0
2010-10-16,8,20,22,24,54,1,0
2010-10-16,8,20,22,24,920,2,0
2010-10-16,8,20,22,25,901,1,0
2010-10-16,8,20,22,26,478,1,0
2010-10-16,8,20,22,27,344,1,0
2010-10-16,8,20,22,28,210,1,0
2010-10-16,8,20,22,29,76,1,0
2010-10-16,8,20,22,29,653,2,0
2010-10-16,8,20,22,31,96,1,0
2010-10-16,8,20,22,33,404,1,0
2010-10-16,8,20,22,33,981,1,0
2010-10-16,8,20,22,35,135,2,0
2010-10-16,8,20,22,36,290,1,0
2010-10-16,8,20,22,37,733,1,0
2010-10-16,8,20,22,41,773,1,0
2010-10-16,8,20,22,45,582,1,0
2010-10-16,8,20,22,47,313,1,0
2010-10-16,8,20,22,49,56,1,0
2010-10-16,8,20,22,49,333,1,0
2010-10-16,8,20,22,55,393,1,0
2010-10-16,8,20,23,1,511,1,0
2010-10-16,8,20,23,2,377,1,0
2010-10-16,8,20,23,2,954,1,0
2010-10-16,8,20,23,7,282,1,0
2010-10-16,8,20,23,11,34,1,0
2010-10-16,8,20,23,14,497,0,1
2010-10-16,8,20,23,17,382,0,1
2010-10-16,8,20,23,21,480,1,0
2010-10-16,8,20,23,21,769,1,0
2010-10-16,8,20,23,24,654,1,0
2010-10-16,8,20,23,26,963,1,0
2010-10-16,8,20,23,27,251,1,0
2010-10-16,8,20,23,27,540,1,0
2010-10-16,8,20,23,34,754,1,0
2010-10-16,8,20,23,35,43,1,0
2010-10-16,8,20,23,38,564,1,0
2010-10-16,8,20,23,41,449,1,0
2010-10-16,8,20,23,41,738,1,0
2010-10-16,8,20,23,42,26,1,0
2010-10-16,8,20,23,46,355,1,0
2010-10-16,8,20,23,46,932,1,0
2010-10-16,8,20,23,51,838,0,1
2010-10-16,8,20,23,54,493,0,1
2010-10-16,8,20,23,55,936,1,0
2010-10-16,8,20,24,4,16,1,0
2010-10-16,8,20,24,5,459,1,0
2010-10-16,8,20,24,8,922,0,1
2010-10-16,8,20,24,13,308,0,1
2010-10-16,8,20,24,14,174,0,1
2010-10-16,8,20,24,15,905,0,1
2010-10-16,8,20,24,22,254,0,1
2010-10-16,8,20,24,37,895,1,0
2010-10-16,9,20,38,46,296,2,0
2010-10-16,9,20,38,47,162,1,0
2010-10-16,9,20,38,48,28,1,0
2010-10-16,9,20,38,48,316,1,0
2010-10-16,9,20,38,51,202,1,0
2010-10-16,9,20,38,53,511,1,0
2010-10-16,9,20,38,56,454,1,0
2010-10-16,9,20,38,57,31,1,0
2010-10-16,9,20,38,59,917,1,0
2010-10-16,9,20,39,2,514,1,0
2010-10-16,9,20,39,15,211,1,0
2010-10-16,9,20,39,15,788,1,0
2010-10-16,9,20,39,16,654,1,0
2010-10-16,9,20,39,18,674,1,0
2010-10-16,9,20,39,26,235,1,0
2010-10-16,9,20,39,26,812,1,0
2010-10-16,9,20,39,29,120,1,0
2010-10-16,9,20,39,35,469,1,0
2010-10-16,9,20,39,36,335,1,0
2010-10-16,9,20,39,37,489,1,0
2010-10-16,9,20,39,38,412,1,0
2010-10-16,9,20,39,41,298,1,0
2010-10-16,9,20,39,41,875,1,0
2010-10-16,9,20,40,0,113,1,0
2010-10-16,9,20,40,0,402,1,0
2010-10-16,9,20,40,2,710,1,0
2010-10-16,9,20,40,4,441,1,0
2010-10-16,9,20,40,5,19,1,0
2010-10-16,9,20,40,7,616,2,0
2010-10-16,9,20,40,9,636,2,0
2010-10-16,9,20,40,10,213,1,0
2010-10-16,9,20,40,10,501,2,0
2010-10-16,9,20,40,10,790,1,0
2010-10-16,9,20,40,11,79,1,0
2010-10-16,9,20,40,11,367,1,0
2010-10-16,9,20,40,11,656,1,0
2010-10-16,9,20,40,12,233,1,0
2010-10-16,9,20,40,12,579,1,0
2010-10-16,9,20,40,12,868,2,0
2010-10-16,9,20,40,13,157,1,0
2010-10-16,9,20,40,15,177,2,0
2010-10-16,9,20,40,15,465,1,0
2010-10-16,9,20,40,15,754,1,0
2010-10-16,9,20,40,16,331,1,0
2010-10-16,9,20,40,17,774,1,0
2010-10-16,9,20,40,18,351,1,0
2010-10-16,9,20,40,18,928,1,0
2010-10-16,9,20,40,19,794,1,0
2010-10-16,9,20,40,22,391,1,0
2010-10-16,9,20,40,22,680,1,0
2010-10-16,9,20,40,25,854,1,0
2010-10-16,9,20,40,26,143,1,0
2010-10-16,9,20,40,26,720,1,0
2010-10-16,9,20,40,27,297,1,0
2010-10-16,9,20,40,28,740,3,0
2010-10-16,9,20,40,29,29,2,0
2010-10-16,9,20,40,29,606,1,0
2010-10-16,9,20,40,29,722,1,0
2010-10-16,9,20,40,30,299,1,0
2010-10-16,9,20,40,30,587,1,0
2010-10-16,9,20,40,30,876,2,0
2010-10-16,9,20,40,31,164,1,0
2010-10-16,9,20,40,31,453,1,0
2010-10-16,9,20,40,32,896,2,0
2010-10-16,9,20,40,33,784,2,0
2010-10-16,9,20,40,33,473,1,0
2010-10-16,9,20,40,34,916,2,0
2010-10-16,9,20,40,35,493,1,0
2010-10-16,9,20,40,35,781,2,0
2010-10-16,9,20,40,36,960,1,0
2010-10-16,9,20,40,38,379,2,0
2010-10-16,9,20,40,39,821,2,0
2010-10-16,9,20,40,41,264,1,0
2010-10-16,9,20,40,43,573,1,0
2010-10-16,9,20,40,47,382,1,0
2010-10-16,9,20,40,47,959,1,0
2010-10-16,9,20,40,49,113,1,0
2010-10-16,9,20,40,49,979,1,0
2010-10-16,9,20,40,51,133,1,0
2010-10-16,9,20,40,51,422,2,0
2010-10-16,9,20,40,55,751,1,0
2010-10-16,9,20,40,56,328,1,1
2010-10-16,9,20,40,56,616,1,0
2010-10-16,9,20,40,57,482,1,0
2010-10-16,9,20,40,58,348,1,0
2010-10-16,9,20,41,4,408,0,1
2010-10-16,9,20,41,9,891,0,1
2010-10-16,9,20,41,11,911,1,0
2010-10-16,9,20,41,12,488,1,0
2010-10-16,9,20,41,13,65,1,0
2010-10-16,9,20,41,13,353,0,1
2010-10-16,9,20,41,15,85,1,0
2010-10-16,9,20,41,17,682,1,0
2010-10-16,9,20,41,19,702,1,0
2010-10-16,9,20,41,19,990,1,0
2010-10-16,9,20,41,22,68,1,0
2010-10-16,9,20,41,25,820,0,1
2010-10-16,9,20,41,26,51,1,0
2010-10-16,9,20,41,26,916,1,0
2010-10-16,9,20,41,30,91,2,0
2010-10-16,9,20,41,30,379,1,0
2010-10-16,9,20,41,30,956,1,0
2010-10-16,9,20,41,32,399,0,1
2010-10-16,9,20,41,34,708,0,1
2010-10-16,9,20,41,35,862,1,0
2010-10-16,9,20,41,38,748,1,0
2010-10-16,9,20,41,43,480,1,0
2010-10-16,9,20,41,44,923,2,0
2010-10-16,9,20,41,45,212,0,1
2010-10-16,9,20,41,45,789,0,1
2010-10-16,9,20,41,46,366,0,1
2010-10-16,9,20,41,48,97,1,0
2010-10-16,9,20,41,50,694,1,0
2010-10-16,9,20,41,52,137,0,1
2010-10-16,9,20,41,55,23,0,1
2010-10-16,9,20,43,28,867,1,0
2010-10-16,10,20,55,10,445,2,0
2010-10-16,10,20,55,11,22,1,0
2010-10-16,10,20,55,12,754,1,0
2010-10-16,10,20,55,14,197,1,0
2010-10-16,10,20,55,17,371,1,0
2010-10-16,10,20,55,18,814,1,0
2010-10-16,10,20,55,24,874,1,0
2010-10-16,10,20,55,37,52,1,0
2010-10-16,10,20,55,42,246,1,0
2010-10-16,10,20,55,47,152,1,0
2010-10-16,10,20,55,48,306,1,0
2010-10-16,10,20,55,49,806,1,0
2010-10-16,10,20,56,3,946,1,0
2010-10-16,10,20,56,4,812,1,0
2010-10-16,10,20,56,5,101,1,0
2010-10-16,10,20,56,6,255,1,0
2010-10-16,10,20,56,6,544,1,0
2010-10-16,10,20,56,7,409,1,0
2010-10-16,10,20,56,9,199,1,0
2010-10-16,10,20,56,15,259,1,0
2010-10-16,10,20,56,19,356,1,0
2010-10-16,10,20,56,20,799,1,0
2010-10-16,10,20,56,25,705,1,0
2010-10-16,10,20,56,25,993,1,0
2010-10-16,10,20,56,30,899,1,0
2010-10-16,10,20,56,32,919,1,0
2010-10-16,10,20,56,40,133,1,0
2010-10-16,10,20,56,41,865,1,0
2010-10-16,10,20,56,43,77,1,0
2010-10-16,10,20,56,45,97,1,0
2010-10-16,10,20,56,46,540,1,0
2010-10-16,10,20,56,48,618,1,0
2010-10-16,10,20,56,48,906,1,0
2010-10-16,10,20,56,49,772,1,0
2010-10-16,10,20,56,50,61,1,0
2010-10-16,10,20,56,50,349,2,0
2010-10-16,10,20,56,53,524,1,0
2010-10-16,10,20,56,54,101,2,0
2010-10-16,10,20,56,59,873,1,0
2010-10-16,10,20,57,1,603,1,0
2010-10-16,10,20,57,6,509,2,0
2010-10-16,10,20,57,7,86,1,0
2010-10-16,10,20,57,7,664,1,0
2010-10-16,10,20,57,9,106,2,0
2010-10-16,10,20,57,9,395,1,0
2010-10-16,10,20,57,9,972,1,0
2010-10-16,10,20,57,10,549,1,0
2010-10-16,10,20,57,11,127,1,0
2010-10-16,10,20,57,11,415,2,0
2010-10-16,10,20,57,11,992,1,0
2010-10-16,10,20,57,12,281,2,0
2010-10-16,10,20,57,12,569,1,0
2010-10-16,10,20,57,13,724,1,0
2010-10-16,10,20,57,14,12,1,0
2010-10-16,10,20,57,14,301,1,0
2010-10-16,10,20,57,14,590,1,0
2010-10-16,10,20,57,14,878,4,0
2010-10-16,10,20,57,15,167,3,1
2010-10-16,10,20,57,15,744,1,0
2010-10-16,10,20,57,16,32,1,0
2010-10-16,10,20,57,16,321,3,0
2010-10-16,10,20,57,16,610,0,1
2010-10-16,10,20,57,17,533,1,0
2010-10-16,10,20,57,18,399,2,0
2010-10-16,10,20,57,18,688,1,0
2010-10-16,10,20,57,18,976,1,0
2010-10-16,10,20,57,20,996,1,0
2010-10-16,10,20,57,21,285,1,0
2010-10-16,10,20,57,21,573,1,0
2010-10-16,10,20,57,21,862,1,0
2010-10-16,10,20,57,22,439,2,0
2010-10-16,10,20,57,23,305,1,0
2010-10-16,10,20,57,23,593,1,0
2010-10-16,10,20,57,23,882,2,0
2010-10-16,10,20,57,24,170,1,0
2010-10-16,10,20,57,24,748,1,0
2010-10-16,10,20,57,25,36,1,0
2010-10-16,10,20,57,25,325,1,0
2010-10-16,10,20,57,25,613,2,0
2010-10-16,10,20,57,25,902,1,0
2010-10-16,10,20,57,26,479,1,0
2010-10-16,10,20,57,27,345,1,0
2010-10-16,10,20,57,27,633,1,0
2010-10-16,10,20,57,28,787,1,0
2010-10-16,10,20,57,29,653,1,0
2010-10-16,10,20,57,30,230,1,0
2010-10-16,10,20,57,30,807,1,0
2010-10-16,10,20,57,31,96,1,0
2010-10-16,10,20,57,31,673,1,0
2010-10-16,10,20,57,33,116,1,0
2010-10-16,10,20,57,34,905,0,1
2010-10-16,10,20,57,35,194,1,0
2010-10-16,10,20,57,36,348,1,0
2010-10-16,10,20,57,38,657,1,0
2010-10-16,10,20,57,38,945,1,0
2010-10-16,10,20,57,40,677,0,1
2010-10-16,10,20,57,43,851,1,0
2010-10-16,10,20,57,45,294,1,0
2010-10-16,10,20,57,45,582,2,0
2010-10-16,10,20,57,46,159,1,0
2010-10-16,10,20,57,46,737,1,0
2010-10-16,10,20,57,47,602,1,0
2010-10-16,10,20,57,48,179,1,0
2010-10-16,10,20,57,49,334,1,0
