"downcast","hour","min","sec","s/1000","H1","H2","H3","H5a","H5b","H6","H7","H7*","H8","H9","H9*","H10","H11","H13","H14","H15","VSH","Annatiara","R1","R2","R3","R4-Aegina","R5","Doliolids","Appendicularians","App in Hse","MUAT","LEMU","SPKO","Si 2 Eu","NABI","AGEL"
8,20,21,42,789,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
8,20,21,49,657,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
8,20,21,51,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,21,52,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,21,52,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,21,52,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,21,52,889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,21,53,293,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
8,20,21,53,928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,21,53,985,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
8,20,21,54,216,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
8,20,21,54,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,21,54,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,21,54,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,21,54,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,21,54,793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,21,55,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,21,55,774,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
8,20,21,56,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
8,20,21,56,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,21,56,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,21,57,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,21,57,621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,21,58,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,21,58,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,21,58,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,21,59,180,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,
8,20,21,59,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
8,20,21,59,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,21,59,757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,21,59,872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,21,59,930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,0,45,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
8,20,22,0,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,0,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,0,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,0,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,0,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
8,20,22,0,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,0,969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,1,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,1,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,1,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,1,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
8,20,22,1,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,1,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,1,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
8,20,22,1,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,1,719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
8,20,22,1,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
8,20,22,1,892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,1,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,2,181,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,
8,20,22,2,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
8,20,22,2,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,2,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
8,20,22,2,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
8,20,22,2,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,2,758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,2,815,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
8,20,22,2,931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,2,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,3,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
8,20,22,3,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
8,20,22,3,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,3,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,3,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
8,20,22,3,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
8,20,22,3,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
8,20,22,3,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
8,20,22,3,739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
8,20,22,3,797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
8,20,22,3,854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,3,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
8,20,22,3,970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,4,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,4,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,4,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,4,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,4,489,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,
8,20,22,4,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
8,20,22,4,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
8,20,22,4,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
8,20,22,4,835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,4,951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
8,20,22,5,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
8,20,22,5,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
8,20,22,5,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
8,20,22,5,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
8,20,22,5,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,5,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
8,20,22,5,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
8,20,22,5,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,5,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,5,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
8,20,22,6,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
8,20,22,6,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
8,20,22,6,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
8,20,22,6,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
8,20,22,6,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
8,20,22,6,913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
8,20,22,7,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,7,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
8,20,22,7,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,7,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,7,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
8,20,22,7,606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,7,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,7,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
8,20,22,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
8,20,21,52,81,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
8,20,21,54,389,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
8,20,21,55,544,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
8,20,21,56,640,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
8,20,21,57,794,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
8,20,21,58,949,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
8,20,22,1,257,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
8,20,22,2,411,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
8,20,22,5,874,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
8,20,22,8,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,8,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,8,472,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,
8,20,22,8,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,8,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
8,20,22,8,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,8,991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
8,20,22,9,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,9,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,9,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,9,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,10,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,10,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
8,20,22,10,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,10,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
8,20,22,10,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,10,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,11,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
8,20,22,11,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,11,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,11,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,11,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
8,20,22,12,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,12,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,12,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,12,742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,12,916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,13,493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,13,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,13,839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,14,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,14,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,14,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
8,20,22,14,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
8,20,22,14,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,14,878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,14,993,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
8,20,22,15,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,20,22,15,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,15,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,15,859,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
8,20,22,15,917,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
8,20,22,16,263,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
8,20,22,16,436,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
8,20,22,16,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,16,898,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
8,20,22,17,302,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
8,20,22,17,648,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
8,20,22,17,706,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
8,20,22,17,821,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
8,20,22,17,937,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
8,20,22,18,167,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
8,20,22,18,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,18,745,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
8,20,22,18,264,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
8,20,22,18,379,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
8,20,22,18,437,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
8,20,22,19,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,20,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,20,591,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
8,20,22,20,880,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,21,630,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
8,20,22,21,688,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
8,20,22,21,919,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,22,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,23,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,23,766,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
8,20,22,23,823,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
8,20,22,23,881,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,23,997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,24,689,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,24,862,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
8,20,22,25,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,25,266,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
8,20,22,25,555,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,10,607,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
8,20,22,11,761,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
8,20,22,14,70,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
8,20,22,16,378,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
8,20,22,21,977,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
8,20,22,26,421,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
8,20,22,26,709,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,26,767,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,27,113,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
8,20,22,28,94,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,28,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,28,383,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,28,556,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,28,845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,28,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,29,133,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,29,480,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,29,537,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,29,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,30,172,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,30,345,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,30,403,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,30,980,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,31,96,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,31,269,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,31,326,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,31,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,31,904,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,32,365,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,32,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,32,769,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,33,116,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,33,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,33,635,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,34,97,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,34,328,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,34,789,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,34,905,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,35,309,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,35,366,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,35,424,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,35,828,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,36,59,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,36,636,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,36,751,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,36,809,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,36,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,37,40,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,37,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,37,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,37,848,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,37,963,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,38,21,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,38,367,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,39,291,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,39,695,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,39,868,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,39,926,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,22,40,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
