downcast,hour,min,sec,s/1000,Type1,Type2,Type3,Type4,Type5,Type1_wotail,Type2_wotail,Type3_wotail
10,20,58,0,300,0,1,0,0,0,0,0,0
10,20,58,6,13,0,0,1,0,0,0,0,0
10,20,58,6,706,0,0,1,0,0,0,0,0
10,20,58,7,802,0,1,0,0,0,0,0,0
10,20,58,9,361,0,1,0,0,0,0,0,0
10,20,58,9,419,0,1,0,0,0,0,0,0
10,20,58,9,476,0,2,0,0,0,0,0,0
10,20,58,11,265,0,1,0,0,0,0,0,0
10,20,58,12,362,0,1,0,0,0,0,0,0
10,20,58,13,805,0,1,0,0,0,0,0,0
10,20,58,13,920,0,1,0,0,0,0,0,0
10,20,58,15,17,0,1,0,0,0,0,0,0
10,20,58,16,229,0,1,0,0,0,0,0,0
10,20,58,16,575,0,1,0,0,0,0,0,0
10,20,58,17,94,0,1,0,0,0,0,0,0
10,20,58,17,210,0,1,0,0,0,0,0,0
10,20,58,17,729,0,1,0,0,0,0,0,0
10,20,58,17,902,0,1,0,0,0,0,0,0
10,20,58,19,230,0,1,0,0,0,0,0,0
10,20,58,19,691,0,1,0,0,0,0,0,0
10,20,58,20,95,0,1,0,0,0,0,0,0
10,20,58,23,674,0,1,0,0,0,0,0,0
10,20,58,26,98,0,2,0,0,0,0,0,0
10,20,58,26,502,0,1,0,0,0,0,0,0
10,20,58,27,137,0,0,1,0,0,0,0,0
10,20,58,28,522,0,0,1,0,0,0,0,0
10,20,58,28,580,0,1,0,0,0,0,0,0
10,20,58,29,676,0,1,0,0,0,0,0,0
10,20,58,30,715,0,0,0,1,0,0,0,0
10,20,58,33,370,0,0,0,1,0,0,0,0
10,20,58,33,485,0,1,0,0,0,0,0,0
10,20,58,33,947,0,1,0,0,0,0,0,0
10,20,58,34,870,0,1,0,0,0,0,0,0
10,20,58,37,6,0,1,0,0,0,0,0,0
10,20,58,37,698,0,0,1,0,0,0,0,0
10,20,58,38,853,0,1,0,0,0,0,0,0
10,20,58,41,46,0,1,0,0,0,0,0,0
10,20,58,43,527,0,1,0,0,0,0,0,0
10,20,58,47,625,0,1,0,0,0,0,0,0
10,20,58,47,798,0,1,0,0,0,0,0,0
10,20,58,49,934,0,1,0,0,0,0,0,0
10,20,58,50,396,0,1,0,0,0,0,0,0
10,20,58,51,954,0,0,1,0,0,0,0,0
10,20,58,54,378,0,1,0,0,0,0,0,0
10,20,58,55,590,0,1,0,0,0,0,0,0
10,20,58,59,110,0,0,1,0,0,0,0,0
10,20,58,59,514,0,0,1,0,0,0,0,0
10,20,58,59,745,0,0,1,0,0,0,0,0
10,20,59,2,804,0,1,0,0,0,0,0,0
10,20,59,2,862,0,1,0,0,0,0,0,0
10,20,59,5,401,0,0,0,1,0,0,0,0
10,20,59,7,17,0,1,0,0,0,0,0,0
10,20,59,14,635,1,0,0,0,0,0,0,0
10,20,59,14,924,1,0,0,0,0,0,0,0
10,20,59,17,290,0,0,0,1,0,0,0,0
10,20,59,23,639,0,0,1,0,0,0,0,0
10,20,59,28,256,0,0,1,0,0,0,0,0
10,20,59,29,987,0,0,1,0,0,0,0,0
10,20,59,31,661,0,0,1,0,0,0,0,0
10,20,59,40,319,0,0,1,0,0,0,0,0
10,20,59,44,821,0,0,1,0,0,0,0,0
10,20,59,45,167,1,0,0,0,0,0,0,0
10,20,59,51,920,0,0,1,0,0,0,0,0
10,20,59,59,768,0,0,1,0,0,0,0,0
10,21,0,1,38,1,0,0,0,0,0,0,0
10,21,0,10,619,1,0,0,0,0,0,0,0
10,21,0,36,418,0,0,1,0,0,0,0,0
10,21,0,40,227,0,0,1,0,0,0,0,0
10,21,0,42,74,0,0,1,0,0,0,0,0
10,21,0,49,288,0,1,0,0,0,0,0,0
10,21,0,57,310,0,0,1,0,0,0,0,0
10,21,0,45,825,0,0,0,0,1,0,0,0
10,21,1,25,359,0,0,1,0,0,0,0,0
10,21,1,33,728,0,0,0,0,1,0,0,0
10,21,1,53,293,0,0,1,0,0,0,0,0
10,21,2,11,184,0,0,1,0,0,0,0,0
10,21,2,41,484,0,0,1,0,0,0,0,0
10,21,2,53,431,0,0,1,0,0,0,0,0
10,21,2,58,452,1,0,0,0,0,0,0,0
10,21,3,10,400,1,0,0,0,0,0,0,0
10,21,3,24,193,0,0,0,1,0,0,0,0
10,21,3,25,579,0,0,1,0,0,0,0,0
10,21,3,32,216,0,0,1,0,0,0,0,0
10,21,3,41,393,1,0,0,0,0,0,0,0
10,21,3,52,185,1,0,0,0,0,0,0,0
10,21,3,56,687,1,0,0,0,0,0,0,0
11,21,14,53,594,1,0,0,0,0,0,0,0
11,21,15,19,335,3,0,0,0,0,0,0,0
11,21,15,27,126,0,1,0,0,0,0,0,0
11,21,15,36,187,0,1,0,0,0,0,0,0
11,21,15,39,708,0,1,0,0,0,0,0,0
11,21,15,41,208,0,1,0,0,0,0,0,0
11,21,15,41,843,0,0,0,1,0,0,0,0
11,21,15,42,420,0,1,0,0,0,0,0,0
11,21,15,46,460,0,1,0,0,0,0,0,0
11,21,15,48,76,0,1,0,0,0,0,0,0
11,21,15,49,981,0,1,0,0,0,0,0,0
11,21,15,50,97,0,2,0,0,0,0,0,0
11,21,15,50,154,0,1,0,0,0,0,0,0
11,21,15,50,328,0,1,0,0,0,0,0,0
11,21,15,50,732,0,1,0,0,0,0,0,0
11,21,15,50,789,0,1,0,0,0,0,0,0
11,21,15,51,20,0,1,0,0,0,0,0,0
11,21,15,51,78,0,1,0,0,0,0,0,0
11,21,15,54,252,0,1,0,0,0,0,0,0
11,21,15,54,541,0,1,0,0,0,0,0,0
11,21,15,55,522,0,1,0,0,0,0,0,0
11,21,15,56,99,0,2,0,0,0,0,0,0
11,21,15,56,157,0,1,0,0,0,0,0,0
11,21,15,57,138,0,0,0,1,0,0,0,0
11,21,15,58,985,0,1,0,0,0,0,0,0
11,21,15,52,274,0,2,0,0,0,0,0,0
11,21,15,59,389,0,1,0,0,0,0,0,0
11,21,15,59,678,0,2,0,0,0,0,0,0
11,21,16,0,543,0,1,0,0,0,0,0,0
11,21,16,1,5,0,1,0,0,0,0,0,0
11,21,16,1,63,0,1,0,0,0,0,0,0
11,21,16,1,986,0,1,0,0,0,0,0,0
11,21,16,3,83,0,1,0,0,0,0,0,0
11,21,16,3,660,0,1,0,0,0,0,0,0
11,21,16,3,891,0,1,0,0,0,0,0,0
11,21,16,4,410,0,1,0,0,0,0,0,0
11,21,16,4,699,0,1,0,0,0,0,0,0
11,21,16,4,814,0,1,0,0,0,0,0,0
11,21,16,5,334,0,1,0,0,0,0,0,0
11,21,16,5,449,0,1,0,0,0,0,0,0
11,21,16,6,718,0,1,0,0,0,0,0,0
11,21,16,7,65,0,1,0,0,0,0,0,0
11,21,16,7,353,0,1,0,0,0,0,0,0
11,21,16,7,757,0,1,0,0,0,0,0,0
11,21,16,8,104,0,1,0,0,0,0,0,0
11,21,16,8,219,0,1,0,0,0,0,0,0
11,21,16,8,508,0,1,0,0,0,0,0,0
11,21,16,8,681,0,1,0,0,0,0,0,0
11,21,16,9,373,0,1,0,0,0,0,0,0
11,21,16,9,489,1,1,0,0,0,0,0,0
11,21,16,9,546,0,1,0,0,0,0,0,0
11,21,16,9,604,0,1,0,0,0,0,0,0
11,21,16,10,816,1,0,0,0,0,0,0,0
11,21,16,11,509,0,1,0,0,0,0,0,0
11,21,16,11,855,0,2,0,0,0,0,0,0
11,21,16,11,971,0,1,0,0,0,0,0,0
11,21,16,12,259,0,2,0,0,0,0,0,0
11,21,16,12,375,0,1,0,0,0,0,0,0
11,21,16,12,605,0,1,0,0,0,0,0,0
11,21,16,13,875,0,1,0,0,0,0,0,0
11,21,16,13,991,0,3,0,0,0,0,0,0
11,21,16,14,48,0,1,0,0,0,0,0,0
11,21,16,14,279,1,0,0,0,0,0,0,0
11,21,16,15,318,0,1,0,0,0,0,0,0
11,21,16,18,839,0,1,0,0,0,0,0,0
11,21,16,19,127,0,1,0,0,0,0,0,0
11,21,16,19,647,0,1,0,0,0,0,0,0
11,21,16,22,706,1,0,0,0,0,0,0,0
11,21,16,24,494,0,1,0,0,0,0,0,0
11,21,16,24,552,0,1,0,0,0,0,0,0
11,21,16,25,245,0,1,0,0,0,0,0,0
11,21,16,28,188,0,1,0,0,0,0,0,0
11,21,16,30,612,0,1,0,0,0,0,0,0
11,21,16,30,670,0,1,0,0,0,0,0,0
11,21,16,31,363,0,1,0,0,0,0,0,0
11,21,16,34,191,0,1,0,0,0,0,0,0
11,21,16,39,616,0,1,0,0,0,0,0,0
11,21,16,42,964,1,0,0,0,0,0,0,0
11,21,16,43,541,0,1,0,0,0,0,0,0
11,21,16,44,234,0,1,0,0,0,0,0,0
11,21,16,46,715,0,1,0,0,0,0,0,0
11,21,16,47,523,0,1,0,0,0,0,0,0
11,21,16,57,969,0,1,0,0,0,0,0,0
11,21,17,12,52,0,1,0,0,0,0,0,0
11,21,17,12,109,0,1,0,0,0,0,0,0
11,21,17,24,634,0,1,0,0,0,0,0,0
11,21,17,26,653,0,1,0,0,0,0,0,0
11,21,17,27,57,0,1,0,0,0,0,0,0
11,21,17,31,617,0,0,0,0,0,0,0,1
11,21,17,35,80,0,0,1,0,0,0,0,0
11,21,17,40,678,0,0,0,0,0,0,0,1
11,21,17,40,794,0,0,0,0,0,0,0,1
11,21,17,44,603,1,0,0,0,0,0,0,0
11,21,17,48,181,0,0,1,0,0,0,0,0
11,21,17,48,296,0,1,0,0,0,0,0,0
11,21,17,49,335,0,1,0,0,0,0,0,0
11,21,17,50,201,0,0,1,0,0,0,0,0
11,21,17,50,836,0,0,1,0,0,0,0,0
11,21,17,53,318,0,0,2,0,0,0,0,0
11,21,17,54,126,0,1,0,0,0,0,0,0
11,21,17,55,395,0,0,1,0,0,0,0,0
11,21,17,59,955,0,0,1,0,0,0,0,0
11,21,18,0,416,0,0,1,0,0,0,0,0
11,21,18,2,263,0,0,1,0,0,0,0,0
11,21,18,2,725,0,0,1,0,0,0,0,0
11,21,18,4,745,0,0,1,0,0,0,0,0
11,21,18,6,534,0,0,1,0,0,0,0,0
11,21,18,8,670,0,0,1,0,0,0,0,0
11,21,18,9,882,0,0,1,0,0,0,0,0
11,21,18,10,516,0,0,1,0,0,0,0,0
11,21,18,10,632,0,0,1,0,0,0,0,0
11,21,18,10,978,0,0,1,0,0,0,0,0
11,21,18,18,596,0,0,1,0,0,0,0,0
11,21,18,19,520,0,0,1,0,0,0,0,0
11,21,18,24,714,0,0,1,0,0,0,0,0
11,21,18,25,465,0,0,1,0,0,0,0,0
11,21,18,26,42,0,0,1,0,0,0,0,0
11,21,18,30,890,0,1,0,0,0,0,0,0
11,21,18,32,910,0,0,1,0,0,0,0,0
11,21,18,34,40,0,0,1,0,0,0,0,0
11,21,18,35,911,0,0,1,0,0,0,0,0
11,21,18,37,527,0,0,1,0,0,0,0,0
11,21,18,49,993,0,0,1,0,0,0,0,0
11,21,19,1,305,1,0,0,0,0,0,0,0
11,21,19,22,313,1,0,0,0,0,0,0,0
11,21,19,22,890,0,0,1,0,0,0,0,0
11,21,19,26,65,0,0,1,0,0,0,0,0
11,21,19,48,805,0,0,1,0,0,0,0,0
11,21,19,49,266,0,0,1,0,0,0,0,0
11,21,19,49,786,0,0,1,0,0,0,0,0
11,21,19,56,422,0,0,1,0,0,0,0,0
11,21,20,1,40,0,0,1,0,0,0,0,0
11,21,20,43,114,0,0,1,0,0,0,0,0
11,21,20,43,460,0,0,1,0,0,0,0,0
11,21,20,50,559,0,0,1,0,0,0,0,0
11,21,20,59,505,0,0,1,0,0,0,0,0
11,21,21,7,469,0,0,1,0,0,0,0,0
11,21,21,8,47,0,0,1,0,0,0,0,0
11,21,21,12,779,0,0,1,0,0,0,0,0
11,21,21,13,529,1,0,0,0,0,0,0,0
11,21,21,19,532,0,0,1,0,0,0,0,0
11,21,21,19,705,0,0,1,0,0,0,0,0
11,21,21,25,707,0,0,1,0,0,0,0,0
11,21,21,30,786,0,0,1,0,0,0,0,0
11,21,21,38,751,0,0,1,0,0,0,0,0
11,21,21,45,965,0,0,1,0,0,0,0,0
11,21,21,48,735,0,0,1,0,0,0,0,0
12,21,31,19,590,1,0,0,0,0,0,0,0
12,21,31,26,689,1,0,0,0,0,0,0,0
12,21,31,33,153,0,0,1,0,0,0,0,0
12,21,31,34,769,0,1,0,0,0,0,0,0
12,21,31,35,404,0,1,0,0,0,0,0,0
12,21,31,36,212,0,1,0,0,0,0,0,0
12,21,31,37,20,0,1,0,0,0,0,0,0
12,21,31,37,251,0,2,0,0,0,0,0,0
12,21,31,37,366,0,1,0,0,0,0,0,0
12,21,31,37,655,0,1,0,0,0,0,0,0
12,21,31,38,520,0,1,0,0,0,0,0,0
12,21,31,38,578,0,1,0,0,0,0,0,0
12,21,31,38,636,0,1,0,0,0,0,0,0
12,21,31,40,194,0,1,0,0,0,0,0,0
12,21,31,41,983,0,1,0,0,0,0,0,0
12,21,31,43,599,0,1,0,0,0,0,0,0
12,21,31,44,119,0,1,0,0,0,0,0,0
12,21,31,44,581,0,1,0,0,0,0,0,0
12,21,31,48,216,0,1,0,0,0,0,0,0
12,21,31,48,620,0,1,0,0,0,0,0,0
12,21,31,49,198,0,1,0,0,0,0,0,0
12,21,31,49,255,0,0,1,0,0,0,0,0
12,21,31,49,486,0,1,0,0,0,0,0,0
12,21,31,50,352,0,1,0,0,0,0,0,0
12,21,31,50,525,0,1,0,0,0,0,0,0
12,21,31,50,640,0,1,0,0,0,0,0,0
12,21,31,50,698,0,1,0,0,0,0,0,0
12,21,31,51,275,0,1,0,0,0,0,0,0
12,21,31,51,622,0,1,0,0,0,0,0,0
12,21,31,51,910,0,1,0,0,0,0,0,0
12,21,31,55,27,0,1,0,0,0,0,0,0
12,21,31,55,142,0,0,0,1,0,0,0,0
12,21,31,55,892,0,1,0,0,0,0,0,0
12,21,31,57,335,0,1,0,0,0,0,0,0
12,21,31,57,681,0,1,0,0,0,0,0,0
12,21,31,58,85,0,1,0,0,0,0,0,0
12,21,32,0,163,0,1,0,0,0,0,0,0
12,21,32,0,221,0,1,0,0,0,0,0,0
12,21,32,0,452,0,1,0,0,0,0,0,0
12,21,32,1,606,0,1,0,0,0,0,0,0
12,21,32,2,818,0,1,0,0,0,0,0,0
12,21,32,3,49,0,1,0,0,0,0,0,0
12,21,32,3,222,0,1,0,0,0,0,0,0
12,21,32,3,280,0,1,0,0,0,0,0,0
12,21,32,3,568,0,1,0,0,0,0,0,0
12,21,32,3,626,0,1,0,0,0,0,0,0
12,21,32,3,684,0,1,0,0,0,0,0,0
12,21,32,3,915,0,1,0,0,0,0,0,0
12,21,32,5,358,0,1,0,0,0,0,0,0
12,21,32,5,531,0,1,0,0,0,0,0,0
12,21,32,5,704,0,1,0,0,0,0,0,0
12,21,32,6,800,0,1,0,0,0,0,0,0
12,21,32,7,435,0,1,0,0,0,0,0,0
12,21,32,7,608,0,1,0,0,0,0,0,0
12,21,32,7,666,0,2,0,0,0,0,0,0
12,21,32,8,186,0,1,0,0,0,0,0,0
12,21,32,9,686,0,1,0,0,0,0,0,0
12,21,32,9,744,0,1,0,0,0,0,0,0
12,21,32,10,32,1,0,0,0,0,0,0,0
12,21,32,10,436,0,1,0,0,0,0,0,0
12,21,32,10,840,0,1,0,0,0,0,0,0
12,21,32,10,898,0,1,0,0,0,0,0,0
12,21,32,11,13,0,1,0,0,0,0,0,0
12,21,32,11,360,0,1,0,0,0,0,0,0
12,21,32,11,417,0,1,0,0,0,0,0,0
12,21,32,12,52,0,1,0,0,0,0,0,0
12,21,32,15,515,0,1,0,0,0,0,0,0
12,21,32,15,977,0,1,0,0,0,0,0,0
12,21,32,16,35,0,1,0,0,0,0,0,0
12,21,32,16,150,0,1,0,0,0,0,0,0
12,21,32,16,439,0,1,0,0,0,0,0,0
12,21,32,16,669,0,2,0,0,0,0,0,0
12,21,32,18,863,0,1,0,0,0,0,0,0
12,21,32,18,978,0,1,0,0,0,0,0,0
12,21,32,19,151,0,1,0,0,0,0,0,0
12,21,32,19,498,0,2,0,0,0,0,0,0
12,21,32,19,729,0,1,0,0,0,0,0,0
12,21,32,20,133,0,1,0,0,0,0,0,0
12,21,32,20,825,0,1,0,0,0,0,0,0
12,21,32,21,114,0,1,0,0,0,0,0,0
12,21,32,21,691,0,1,0,0,0,0,0,0
12,21,32,21,979,0,1,0,0,0,0,0,0
12,21,32,22,153,0,1,0,0,0,0,0,0
12,21,32,22,268,0,1,0,0,0,0,0,0
12,21,32,22,326,0,2,0,0,0,0,0,0
12,21,32,22,441,0,1,0,0,0,0,0,0
12,21,32,22,557,0,2,0,0,0,0,0,0
12,21,32,23,422,0,1,0,0,0,0,0,0
12,21,32,23,942,0,1,0,1,0,0,0,0
12,21,32,24,0,0,1,0,0,0,0,0,0
12,21,32,24,577,0,1,0,0,0,0,0,0
12,21,32,24,692,0,1,0,0,0,0,0,0
12,21,32,25,558,0,1,0,0,0,0,0,0
12,21,32,25,616,0,1,0,0,0,0,0,0
12,21,32,26,424,0,2,0,0,0,0,0,0
12,21,32,28,444,0,1,0,0,0,0,0,0
12,21,32,28,963,0,1,0,0,0,0,0,0
12,21,32,31,330,0,1,0,0,0,0,0,0
12,21,32,31,387,0,1,0,0,0,0,0,0
12,21,32,32,80,0,0,1,0,0,0,0,0
12,21,32,33,119,0,1,0,0,0,0,0,0
12,21,32,34,619,0,1,0,0,0,0,0,0
12,21,32,36,524,0,1,0,0,0,0,0,0
12,21,32,38,832,1,0,0,0,0,0,0,0
12,21,32,39,5,0,1,0,0,0,0,0,0
12,21,32,39,525,0,1,0,0,0,0,0,0
12,21,32,40,506,0,1,0,0,0,0,0,0
12,21,32,41,25,0,1,0,0,0,0,0,0
12,21,32,41,487,0,1,0,0,0,0,0,0
12,21,32,43,392,0,1,0,0,0,0,0,0
12,21,32,43,969,0,1,0,0,0,0,0,0
12,21,32,45,527,0,1,0,0,0,0,0,0
12,21,32,45,931,0,1,0,0,0,0,0,0
12,21,32,46,912,0,0,1,0,0,0,0,0
12,21,32,48,586,0,1,0,0,0,0,0,0
12,21,32,48,644,0,1,0,0,0,0,0,0
12,21,32,48,817,0,1,0,0,0,0,0,0
12,21,32,49,221,0,1,0,0,0,0,0,0
12,21,32,51,645,0,1,0,0,0,0,0,0
12,21,32,54,185,0,0,1,0,0,0,0,0
12,21,32,54,416,0,1,0,0,0,0,0,0
12,21,32,55,51,0,1,0,0,0,0,0,0
12,21,32,55,685,0,0,2,0,0,0,0,0
12,21,32,58,109,0,0,1,0,0,0,0,0
12,21,32,58,860,0,1,0,0,0,0,0,0
12,21,33,1,515,0,1,0,0,0,0,0,0
12,21,33,3,938,0,1,0,0,0,0,0,0
12,21,33,4,112,0,0,1,0,0,0,0,0
12,21,33,4,631,0,0,1,0,0,0,0,0
12,21,33,5,958,0,1,0,0,0,0,0,0
12,21,33,6,593,0,0,1,0,0,0,0,0
12,21,33,6,824,0,1,0,0,0,0,0,0
12,21,33,7,921,0,0,1,0,0,0,0,0
12,21,33,11,37,0,1,0,0,0,0,0,0
12,21,33,11,557,0,0,1,0,0,0,0,0
12,21,33,14,269,0,0,1,0,0,0,0,0
12,21,33,14,558,0,0,1,0,0,0,0,0
12,21,33,15,77,0,0,1,0,0,0,0,0
12,21,33,16,924,0,0,1,0,0,0,0,0
12,21,33,19,348,1,0,0,0,0,0,0,0
12,21,33,19,868,0,0,1,0,0,0,0,0
12,21,33,29,737,0,0,1,0,0,0,0,0
12,21,33,30,660,1,0,0,0,0,0,0,0
12,21,33,31,122,0,0,1,0,0,0,0,0
12,21,33,32,45,0,0,1,0,0,0,0,0
12,21,33,40,702,0,0,1,0,0,0,0,0
12,21,33,41,395,0,0,1,0,0,0,0,0
12,21,33,41,799,0,1,0,0,0,0,0,0
12,21,33,43,184,0,1,0,0,0,0,0,0
12,21,33,46,12,0,0,1,0,0,0,0,0
12,21,33,51,495,0,1,0,0,0,0,0,0
12,21,33,53,515,0,0,1,0,0,0,0,0
12,21,34,1,133,0,0,1,0,0,0,0,0
12,21,34,10,368,0,0,1,0,0,0,0,0
12,21,34,10,887,0,0,1,0,0,0,0,0
12,21,34,11,753,0,0,1,0,0,0,0,0
12,21,34,12,503,0,0,1,0,0,0,0,0
12,21,34,12,907,0,0,1,0,0,0,0,0
12,21,34,13,542,0,0,1,0,0,0,0,0
12,21,34,16,658,0,0,1,0,0,0,0,0
12,21,34,17,755,0,0,1,0,0,0,0,0
12,21,34,19,775,0,0,1,0,0,0,0,0
12,21,34,20,121,0,0,1,0,0,0,0,0
12,21,34,26,8,0,0,1,0,0,0,0,0
12,21,34,27,682,0,0,1,0,0,0,0,0
12,21,34,36,454,0,0,0,1,0,0,0,0
12,21,34,45,920,0,0,1,0,0,0,0,0
12,21,34,48,113,0,0,1,0,0,0,0,0
12,21,34,51,633,0,0,2,0,0,0,0,0
12,21,35,0,925,1,0,0,0,0,0,0,0
12,21,35,3,927,0,0,1,0,0,0,0,0
12,21,35,9,63,1,0,0,0,0,0,0,0
12,21,35,10,44,0,0,1,0,0,0,0,0
12,21,35,21,414,0,0,1,0,0,0,0,0
12,21,35,24,819,0,0,1,0,0,0,0,0
12,21,35,31,572,0,0,1,0,0,0,0,0
12,21,35,32,264,0,0,1,0,0,0,0,0
12,21,35,33,881,0,0,1,0,0,0,0,0
12,21,35,34,919,0,0,1,0,0,0,0,0
12,21,35,35,323,0,0,0,1,0,0,0,0
12,21,35,35,554,0,0,1,0,0,0,0,0
12,21,35,42,480,0,0,1,0,0,0,0,0
12,21,35,43,173,0,0,1,0,0,0,0,0
12,21,35,47,847,0,0,1,0,0,0,0,0
12,21,35,48,482,0,0,1,0,0,0,0,0
12,21,35,52,407,0,0,1,0,0,0,0,0
12,21,35,53,330,0,0,1,0,0,0,0,0
12,21,35,53,792,0,0,1,0,0,0,0,0
12,21,35,54,527,0,0,1,0,0,0,0,0
12,21,36,12,146,0,0,1,0,0,0,0,0
12,21,36,15,724,0,0,1,0,0,0,0,0
12,21,36,15,955,0,0,1,0,0,0,0,0
12,21,36,18,90,0,0,1,0,0,0,0,0
12,21,36,37,425,0,0,1,0,0,0,0,0
12,21,36,42,965,0,0,1,0,0,0,0,0
12,21,36,43,600,0,0,1,0,0,0,0,0
12,21,36,47,236,0,0,1,0,0,0,0,0
12,21,36,47,467,0,0,1,0,0,0,0,0
12,21,36,48,910,0,0,1,0,0,0,0,0
12,21,37,50,526,0,0,1,0,0,0,0,0
12,21,37,4,839,0,0,1,0,0,0,0,0
12,21,37,27,117,0,0,1,0,0,0,0,0
12,21,37,33,350,0,0,1,0,0,0,0,0
13,21,47,32,254,0,1,0,0,0,0,0,0
13,21,47,39,468,0,1,0,0,0,0,0,0
13,21,47,40,565,0,1,0,0,0,0,0,0
13,21,47,48,241,0,1,0,0,0,0,0,0
13,21,47,50,722,0,1,0,0,0,0,0,0
13,21,47,54,474,0,1,0,0,0,0,0,0
13,21,47,54,647,0,0,1,0,0,0,0,0
13,21,47,55,282,0,0,1,0,0,0,0,0
13,21,47,57,706,0,1,0,0,0,0,0,0
13,21,47,58,572,0,0,1,0,0,0,0,0
13,21,47,58,860,1,0,0,0,0,0,0,0
13,21,48,0,707,0,1,0,0,0,0,0,0
13,21,48,0,765,0,0,1,0,0,0,0,0
13,21,48,0,996,0,0,1,0,0,0,0,0
13,21,48,1,111,0,0,1,0,0,0,0,0
13,21,48,1,861,0,0,2,0,0,0,0,0
13,21,48,2,785,0,0,1,0,0,0,0,0
13,21,48,3,939,0,0,1,0,0,0,0,0
13,21,48,5,382,0,0,1,0,0,0,0,0
13,21,48,6,17,0,0,1,0,0,0,0,0
13,21,48,7,113,0,0,1,0,0,0,0,0
13,21,48,7,402,0,0,1,0,0,0,0,0
13,21,48,8,94,0,0,1,0,0,0,0,0
13,21,48,10,461,0,0,1,0,0,0,0,0
13,21,48,11,904,0,0,1,0,0,0,0,0
13,21,48,15,309,0,0,1,0,0,0,0,0
13,21,48,16,925,0,0,1,0,0,0,0,0
13,21,48,18,195,0,0,1,0,0,0,0,0
13,21,48,20,965,0,0,1,0,0,0,0,0
13,21,48,21,253,0,1,0,0,0,0,0,0
13,21,48,22,4,0,0,1,0,0,0,0,0
13,21,48,24,81,0,1,0,0,0,0,0,0
13,21,48,24,197,0,0,1,0,0,0,0,0
13,21,48,25,528,0,0,1,0,0,0,0,0
13,21,48,26,101,0,1,0,0,0,0,0,0
13,21,48,26,217,0,0,1,0,0,0,0,0
13,21,48,26,736,0,1,0,0,0,0,0,0
13,21,48,27,25,0,0,1,0,0,0,0,0
13,21,48,27,104,0,1,0,0,0,0,0,0
13,21,48,32,46,0,0,1,0,0,0,0,0
13,21,48,35,163,0,0,1,0,0,0,0,0
13,21,48,35,336,0,1,0,0,0,0,0,0
13,21,48,36,721,0,0,1,0,0,0,0,0
13,21,48,37,760,0,0,1,0,0,0,0,0
13,21,48,38,49,0,0,1,0,0,0,0,0
13,21,48,38,914,0,0,1,0,0,0,0,0
13,21,48,41,627,0,0,1,0,0,0,0,0
13,21,48,42,204,0,0,1,0,0,0,0,0
13,21,48,42,551,0,0,1,0,0,0,0,0
13,21,48,43,128,0,0,1,0,0,0,0,0
13,21,48,43,705,0,0,1,0,0,0,0,0
13,21,48,43,280,0,0,1,0,0,0,0,0
13,21,48,46,244,0,1,0,0,0,0,0,0
13,21,48,47,918,0,0,1,0,0,0,0,0
13,21,48,48,812,0,0,1,0,0,0,0,0
13,21,48,57,152,0,0,1,0,0,0,0,0
13,21,49,3,39,1,0,0,0,0,0,0,0
13,21,49,7,484,0,0,1,0,0,0,0,0
13,21,49,9,850,1,0,0,0,0,0,0,0
13,21,49,13,197,0,1,0,0,0,0,0,0
13,21,49,14,813,0,0,1,0,0,0,0,0
13,21,49,17,930,0,0,1,0,0,0,0,0
13,21,49,18,911,1,0,0,0,0,0,0,0
13,21,49,23,643,0,1,0,0,0,0,0,0
13,21,49,24,105,0,1,0,0,0,0,0,0
13,21,49,27,222,0,0,1,0,0,0,0,0
13,21,49,28,896,0,0,1,0,0,0,0,0
13,21,49,29,473,0,0,1,0,0,0,0,0
13,21,49,30,973,0,0,1,0,0,0,0,0
13,21,49,31,204,0,0,1,0,0,0,0,0
13,21,49,32,647,0,0,1,0,0,0,0,0
13,21,49,34,378,0,0,1,0,0,0,0,0
13,21,49,34,667,0,1,0,0,0,0,0,0
13,21,49,38,591,0,0,1,0,0,0,0,0
13,21,49,39,169,0,0,1,0,0,0,0,0
13,21,49,41,535,0,0,1,0,0,0,0,0
13,21,49,55,40,0,1,0,0,0,0,0,0
13,21,49,56,79,0,0,1,0,0,0,0,0
13,21,49,57,175,0,0,1,0,0,0,0,0
13,21,49,57,753,0,0,1,0,0,0,0,0
13,21,49,59,23,0,0,1,0,0,0,0,0
13,21,49,59,600,0,1,0,0,0,0,0,0
13,21,50,0,350,0,0,1,0,0,0,0,0
13,21,50,7,680,0,0,1,0,0,0,0,0
13,21,50,8,718,0,1,0,0,0,0,0,0
13,21,50,8,949,0,0,1,0,0,0,0,0
13,21,50,11,373,0,0,1,0,0,0,0,0
13,21,50,26,90,0,0,1,0,0,0,0,0
13,21,50,31,977,0,0,1,0,0,0,0,0
13,21,50,32,670,0,0,1,0,0,0,0,0
13,21,50,38,441,0,0,1,0,0,0,0,0
13,21,50,41,442,0,0,1,0,0,0,0,0
13,21,50,52,928,0,0,1,0,0,0,0,0
13,21,51,1,815,0,0,1,0,0,0,0,0
13,21,51,4,66,0,0,1,0,0,0,0,0
13,21,51,8,626,1,0,0,0,0,0,0,0
13,21,51,12,781,0,0,1,0,0,0,0,0
13,21,51,17,341,0,1,0,0,0,0,0,0
13,21,51,17,860,0,0,1,0,0,0,0,0
13,21,51,17,975,1,0,0,0,0,0,0,0
