"date","downcast","hour","min","sec","s/1000","sol_small","sol_large"
2010-10-15,1,20,3,12,104,2,0
2010-10-15,1,20,3,12,681,2,0
2010-10-15,1,20,3,12,969,1,0
2010-10-15,1,20,3,13,258,3,0
2010-10-15,1,20,3,13,835,2,0
2010-10-15,1,20,3,14,412,1,0
2010-10-15,1,20,3,14,701,2,0
2010-10-15,1,20,3,14,989,1,0
2010-10-15,1,20,3,15,278,1,0
2010-10-15,1,20,3,15,507,1,0
2010-10-15,1,20,3,16,432,2,0
2010-10-15,1,20,3,16,721,1,0
2010-10-15,1,20,3,17,586,1,0
2010-10-15,1,20,3,18,164,2,0
2010-10-15,1,20,3,18,452,1,0
2010-10-15,1,20,3,20,472,2,0
2010-10-15,1,20,3,20,761,2,0
2010-10-15,1,20,3,21,49,1,0
2010-10-15,1,20,3,21,626,2,0
2010-10-15,1,20,3,21,915,1,0
2010-10-15,1,20,3,23,935,2,0
2010-10-15,1,20,3,25,955,1,0
2010-10-15,1,20,3,32,15,1,0
2010-10-15,1,20,3,38,652,1,0
2010-10-15,1,20,3,40,95,1,0
2010-10-15,1,20,3,43,327,1,0
2010-10-15,1,20,3,52,561,1,0
2010-10-15,1,20,4,24,131,1,0
2010-10-15,1,20,4,28,748,1,0
2010-10-15,1,20,4,37,371,1,0
2010-10-15,1,20,4,5,767,1,0
2010-10-15,1,20,4,27,525,0,1
2010-10-15,1,20,4,30,411,0,1
2010-10-15,1,20,4,30,471,0,1
2010-10-15,1,20,4,57,306,0,1
2010-10-15,2,20,20,10,303,1,0
2010-10-15,2,20,20,48,279,1,0
2010-10-15,2,20,21,58,957,2,0
2010-10-15,2,20,21,3,574,3,0
2010-10-15,2,20,21,5,941,1,0
2010-10-15,2,20,21,6,229,1,0
2010-10-15,2,20,21,10,846,1,0
2010-10-15,2,20,21,11,135,1,0
2010-10-15,2,20,21,11,712,1,0
2010-10-15,2,20,21,12,289,1,0
2010-10-15,2,20,21,13,443,2,0
2010-10-15,2,20,21,14,21,1,0
2010-10-15,2,20,21,14,309,2,0
2010-10-15,2,20,21,15,175,2,0
2010-10-15,2,20,21,17,195,1,0
2010-10-15,2,20,21,17,483,1,0
2010-10-15,2,20,21,18,638,1,0
2010-10-15,2,20,21,18,926,1,0
2010-10-15,2,20,21,20,658,1,0
2010-10-15,2,20,21,24,188,1,0
2010-10-15,2,20,21,28,242,2,0
2010-10-15,2,20,21,30,847,1,0
2010-10-15,2,20,21,31,137,1,0
2010-10-15,2,20,21,31,716,2,0
2010-10-15,2,20,21,34,901,1,0
2010-10-15,2,20,21,36,638,1,0
2010-10-15,2,20,21,38,655,1,0
2010-10-15,2,20,21,38,953,1,0
2010-10-15,2,20,21,42,128,2,0
2010-10-15,2,20,21,45,13,1,0
2010-10-15,2,20,21,45,879,2,0
2010-10-15,2,20,21,48,765,1,0
2010-10-15,2,20,21,49,919,1,0
2010-10-15,2,20,21,56,902,1,0
2010-10-15,2,20,22,1,808,2,0
2010-10-15,2,20,22,5,848,1,0
2010-10-15,2,20,22,6,137,1,0
2010-10-15,2,20,22,11,908,1,0
2010-10-15,2,20,22,12,197,1,0
2010-10-15,2,20,22,12,774,1,0
2010-10-15,2,20,22,14,274,1,0
2010-10-15,2,20,22,26,683,1,0
2010-10-15,2,20,22,30,723,1,0
2010-10-15,2,20,22,31,704,1,0
2010-10-15,2,20,22,41,804,1,0
2010-10-15,2,20,22,52,251,1,0
2010-10-15,2,20,22,55,714,1,0
2010-10-15,2,20,23,5,813,1,0
2010-10-15,2,20,23,17,645,0,1
2010-10-15,2,20,23,24,51,1,0
2010-10-15,2,20,23,43,732,1,0
2010-10-15,2,20,24,0,757,1,0
2010-10-15,2,20,24,10,858,0,2
2010-10-15,2,20,24,32,39,0,1
2010-10-15,2,20,24,34,694,0,1
2010-10-15,2,20,24,34,983,0,1
2010-10-15,2,20,24,39,23,0,1
2010-10-15,3,20,39,6,184,1,0
2010-10-15,3,20,39,7,915,1,0
2010-10-15,3,20,39,11,667,1,0
2010-10-15,3,20,39,18,15,1,0
2010-10-15,3,20,39,18,304,2,0
2010-10-15,3,20,39,19,227,1,0
2010-10-15,3,20,39,38,42,1,0
2010-10-15,3,20,39,39,485,1,0
2010-10-15,3,20,39,44,102,1,0
2010-10-15,3,20,39,46,411,1,0
2010-10-15,3,20,39,49,296,1,0
2010-10-15,3,20,39,49,505,1,0
2010-10-15,3,20,39,49,874,1,0
2010-10-15,3,20,39,53,48,1,0
2010-10-15,3,20,39,53,971,2,0
2010-10-15,3,20,39,54,260,1,0
2010-10-15,3,20,39,54,549,1,0
2010-10-15,3,20,39,58,877,1,0
2010-10-15,3,20,40,0,609,1,0
2010-10-15,3,20,40,1,474,1,0
2010-10-15,3,20,40,2,628,2,0
2010-10-15,3,20,40,5,226,1,0
2010-10-15,3,20,40,7,246,2,0
2010-10-15,3,20,40,8,111,1,0
2010-10-15,3,20,40,8,688,1,0
2010-10-15,3,20,40,9,843,1,0
2010-10-15,3,20,40,17,115,2,0
2010-10-15,3,20,40,31,24,1,0
2010-10-15,3,20,40,32,178,1,0
2010-10-15,3,20,40,33,910,2,0
2010-10-15,3,20,40,35,64,1,0
2010-10-15,3,20,40,35,930,1,0
2010-10-15,3,20,40,36,218,1,0
2010-10-15,3,20,40,37,84,1,0
2010-10-15,3,20,40,39,392,1,0
2010-10-15,3,20,40,40,547,1,0
2010-10-15,3,20,40,41,412,2,0
2010-10-15,3,20,40,43,721,1,0
2010-10-15,3,20,40,44,875,1,0
2010-10-15,3,20,40,46,953,2,0
2010-10-15,3,20,40,49,262,1,0
2010-10-15,3,20,40,49,839,1,0
2010-10-15,3,20,40,50,993,1,0
2010-10-15,3,20,40,55,610,1,0
2010-10-15,3,20,40,57,53,1,0
2010-10-15,3,20,41,1,670,1,0
2010-10-15,3,20,41,1,670,1,0
2010-10-15,3,20,41,1,959,1,0
2010-10-15,3,20,41,3,459,1,0
2010-10-15,3,20,41,4,37,1,0
2010-10-15,3,20,41,8,365,1,0
2010-10-15,3,20,41,19,908,1,0
2010-10-15,3,20,41,20,543,1,0
2010-10-15,3,20,41,24,6,1,0
2010-10-15,3,20,41,40,801,1,0
2010-10-15,3,20,41,42,821,1,0
2010-10-15,3,20,41,44,264,0,1
2010-10-15,3,20,41,54,653,1,0
2010-10-15,3,20,41,57,77,1,0
2010-10-15,3,20,41,58,231,0,1
2010-10-15,3,20,42,2,271,1,0
2010-10-15,3,20,42,8,908,0,1
2010-10-15,3,20,42,15,315,0,1
2010-10-15,3,20,42,15,603,0,1
2010-10-15,3,20,42,16,180,0,1
2010-10-15,3,20,42,45,441,0,1
2010-10-15,4,20,53,32,191,3,0
2010-10-15,4,20,53,32,479,1,0
2010-10-15,4,20,53,41,136,1,0
2010-10-15,4,20,53,44,22,2,0
2010-10-15,4,20,53,44,311,1,0
2010-10-15,4,20,53,48,409,1,0
2010-10-15,4,20,53,48,697,1,0
2010-10-15,4,20,53,49,851,1,0
2010-10-15,4,20,53,51,871,1,0
2010-10-15,4,20,53,54,757,1,0
2010-10-15,4,20,53,55,911,1,0
2010-10-15,4,20,53,58,220,1,0
2010-10-15,4,20,53,58,508,2,0
2010-10-15,4,20,53,58,797,1,0
2010-10-15,4,20,53,59,86,1,0
2010-10-15,4,20,53,59,374,1,0
2010-10-15,4,20,54,0,240,1,0
2010-10-15,4,20,54,1,106,1,0
2010-10-15,4,20,54,1,394,3,0
2010-10-15,4,20,54,1,683,1,0
2010-10-15,4,20,54,2,837,1,0
2010-10-15,4,20,54,3,991,1,0
2010-10-15,4,20,54,6,935,1,0
2010-10-15,4,20,54,7,223,3,0
2010-10-15,4,20,54,7,512,1,0
2010-10-15,4,20,54,7,801,1,0
2010-10-15,4,20,54,7,243,1,0
2010-10-15,4,20,54,9,821,1,0
2010-10-15,4,20,54,12,418,3,0
2010-10-15,4,20,54,16,458,1,0
2010-10-15,4,20,54,17,35,1,0
2010-10-15,4,20,54,17,612,2,0
2010-10-15,4,20,54,17,900,1,0
2010-10-15,4,20,54,18,189,2,0
2010-10-15,4,20,54,18,478,1,0
2010-10-15,4,20,54,19,920,1,0
2010-10-15,4,20,54,22,575,1,0
2010-10-15,4,20,54,23,153,1,0
2010-10-15,4,20,54,23,441,1,0
2010-10-15,4,20,54,25,173,1,0
2010-10-15,4,20,54,26,615,1,0
2010-10-15,4,20,54,28,924,1,0
2010-10-15,4,20,54,29,213,1,0
2010-10-15,4,20,54,30,944,1,0
2010-10-15,4,20,54,32,387,1,0
2010-10-15,4,20,54,32,675,1,0
2010-10-15,4,20,54,34,407,1,0
2010-10-15,4,20,54,36,715,1,0
2010-10-15,4,20,54,38,158,1,0
2010-10-15,4,20,54,39,24,1,0
2010-10-15,4,20,54,40,813,1,0
2010-10-15,4,20,54,41,102,1,0
2010-10-15,4,20,54,41,679,1,0
2010-10-15,4,20,54,43,987,1,0
2010-10-15,4,20,54,45,142,1,0
2010-10-15,4,20,54,48,893,1,0
2010-10-15,4,20,54,49,470,1,0
2010-10-15,4,20,54,53,799,1,0
2010-10-15,4,20,54,54,87,1,0
2010-10-15,4,20,54,54,953,1,0
2010-10-15,4,20,54,55,530,1,0
2010-10-15,4,20,54,59,51,1,0
2010-10-15,4,20,55,9,728,1,0
2010-10-15,4,20,55,10,594,1,0
2010-10-15,4,20,55,38,932,1,0
2010-10-15,4,20,56,0,979,1,0
2010-10-15,4,20,56,4,,0,0
2010-10-15,4,20,56,23,892,1,0
2010-10-15,4,20,56,34,280,1,0
2010-10-15,4,20,56,36,820,0,1
2010-10-15,4,20,56,42,476,0,1
2010-10-15,4,20,56,42,764,0,1
2010-10-15,4,20,56,51,364,0,1
2010-10-15,5,21,10,0,91,1,0
2010-10-15,5,21,10,5,286,1,0
2010-10-15,5,21,10,5,574,1,0
2010-10-15,5,21,10,18,329,1,0
2010-10-15,5,21,10,25,255,1,0
2010-10-15,5,21,10,30,160,1,0
2010-10-15,5,21,10,35,124,1,0
2010-10-15,5,21,10,48,109,1,0
2010-10-15,5,21,10,49,264,0,1
2010-10-15,5,21,10,54,227,1,0
2010-10-15,5,21,10,54,516,1,0
2010-10-15,5,21,10,57,113,2,0
2010-10-15,5,21,10,57,690,1,0
2010-10-15,5,21,10,58,267,1,0
2010-10-15,5,21,10,58,844,1,0
2010-10-15,5,21,10,59,710,1,0
2010-10-15,5,21,10,59,999,1,0
2010-10-15,5,21,10,1,730,1,0
2010-10-15,5,21,10,2,307,1,0
2010-10-15,5,21,10,2,884,3,0
2010-10-15,5,21,10,5,481,1,0
2010-10-15,5,21,10,5,220,2,0
2010-10-15,5,21,10,6,347,1,0
2010-10-15,5,21,10,6,636,1,0
2010-10-15,5,21,10,7,213,1,0
2010-10-15,5,21,10,8,944,2,0
2010-10-15,5,21,10,9,579,1,0
2010-10-15,5,21,11,11,311,1,0
2010-10-15,5,21,11,16,505,1,0
2010-10-15,5,21,11,17,371,1,0
2010-10-15,5,21,11,17,948,1,0
2010-10-15,5,21,11,18,813,2,0
2010-10-15,5,21,11,19,391,1,0
2010-10-15,5,21,11,19,968,2,0
2010-10-15,5,21,11,20,833,1,0
2010-10-15,5,21,11,26,316,1,0
2010-10-15,5,21,11,29,837,1,0
2010-10-15,5,21,11,30,126,2,0
2010-10-15,5,21,11,33,300,2,0
2010-10-15,5,21,11,33,588,2,0
2010-10-15,5,21,11,35,31,1,0
2010-10-15,5,21,11,37,340,1,0
2010-10-15,5,21,11,48,940,1,0
2010-10-15,5,21,11,49,806,1,0
2010-10-15,5,21,11,57,886,1,0
2010-10-15,5,21,12,0,483,1,0
2010-10-15,5,21,12,9,487,1,0
2010-10-15,5,21,12,16,989,1,0
2010-10-15,5,21,12,18,144,0,1
2010-10-15,5,21,12,23,396,0,1
2010-10-15,5,21,12,25,416,0,1
2010-10-15,5,21,12,25,705,0,1
2010-10-15,5,21,12,27,725,1,0
2010-10-15,5,21,12,32,54,1,0
2010-10-15,5,21,12,34,362,1,0
2010-10-15,5,21,12,38,171,0,1
2010-10-15,5,21,12,42,788,0,1
2010-10-15,6,21,23,32,758,1,0
2010-10-15,6,21,23,48,411,1,0
2010-10-15,6,21,23,55,394,1,0
2010-10-15,6,21,24,2,897,1,0
2010-10-15,6,21,24,4,51,1,0
2010-10-15,6,21,24,27,483,1,0
2010-10-15,6,21,24,58,187,1,0
2010-10-15,6,21,25,5,459,1,0
2010-10-15,6,21,25,16,425,1,0
2010-10-15,6,21,25,33,47,1,0
2010-10-15,6,21,25,37,895,1,0
2010-10-15,6,21,25,38,760,1,0
2010-10-15,6,21,25,39,49,1,0
2010-10-15,6,21,25,39,338,1,0
2010-10-15,6,21,25,40,492,1,0
2010-10-15,6,21,25,41,69,1,0
2010-10-15,6,21,25,41,358,1,0
2010-10-15,6,21,25,45,686,1,0
2010-10-15,6,21,25,46,263,1,0
2010-10-15,6,21,25,47,417,1,0
2010-10-15,6,21,25,50,15,1,0
2010-10-15,6,21,25,50,592,2,0
2010-10-15,6,21,25,50,880,1,0
2010-10-15,6,21,25,51,457,1,0
2010-10-15,6,21,25,52,612,3,0
2010-10-15,6,21,25,54,55,1,0
2010-10-15,6,21,25,54,343,2,0
2010-10-15,6,21,25,54,920,1,0
2010-10-15,6,21,25,55,555,3,0
2010-10-15,6,21,25,56,710,4,0
2010-10-15,6,21,25,56,998,1,0
2010-10-15,6,21,25,57,287,1,0
2010-10-15,6,21,25,58,730,1,0
2010-10-15,6,21,25,59,18,2,0
2010-10-15,6,21,26,2,481,1,0
2010-10-15,6,21,26,4,213,1,0
2010-10-15,6,21,26,4,501,1,0
2010-10-15,6,21,26,12,928,1,0
2010-10-15,6,21,26,13,799,1,0
2010-10-15,6,21,26,17,545,1,0
2010-10-15,6,21,26,19,277,1,0
2010-10-15,6,21,26,21,8,2,0
2010-10-15,6,21,26,21,585,1,0
2010-10-15,6,21,26,22,162,2,0
2010-10-15,6,21,26,23,28,2,0
2010-10-15,6,21,26,23,317,1,0
2010-10-15,6,21,26,23,605,1,0
2010-10-15,6,21,26,24,760,3,0
2010-10-15,6,21,26,26,491,1,0
2010-10-15,6,21,26,27,934,1,0
2010-10-15,6,21,26,28,800,2,0
2010-10-15,6,21,26,32,609,1,0
2010-10-15,6,21,26,33,475,1,0
2010-10-15,6,21,26,34,52,2,0
2010-10-15,6,21,26,34,340,2,0
2010-10-15,6,21,26,35,206,2,0
2010-10-15,6,21,26,35,783,1,0
2010-10-15,6,21,26,36,649,1,0
2010-10-15,6,21,26,37,803,1,0
2010-10-15,6,21,26,38,380,1,0
2010-10-15,6,21,26,38,957,1,0
2010-10-15,6,21,26,40,957,1,0
2010-10-15,6,21,26,40,400,0,1
2010-10-15,6,21,26,40,489,0,1
2010-10-15,6,21,26,40,420,1,0
2010-10-15,6,21,26,42,997,1,0
2010-10-15,6,21,26,43,574,1,0
2010-10-15,6,21,26,44,152,0,1
2010-10-15,6,21,26,45,594,0,1
2010-10-15,6,21,26,49,404,0,1
2010-10-15,6,21,26,53,675,1,0
2010-10-15,6,21,26,55,695,1,0
2010-10-15,6,21,27,0,312,0,1
2010-10-15,6,21,27,1,754,1,0
2010-10-15,6,21,27,10,527,0,1
2010-10-15,6,21,27,14,567,0,1
2010-10-15,6,21,27,15,433,1,0
2010-10-15,6,21,27,15,721,0,1
2010-10-15,6,21,27,16,298,0,1
2010-10-15,6,21,27,17,741,1,0
2010-10-15,6,21,27,18,318,0,1
2010-10-15,6,21,27,40,77,0,1
2010-10-15,7,21,39,43,933,1,0
2010-10-15,7,21,39,56,977,1,0
2010-10-15,7,21,39,3,902,1,0
2010-10-15,7,21,39,6,558,1,0
2010-10-15,7,21,39,7,423,1,0
2010-10-15,7,21,39,7,712,1,0
2010-10-15,7,21,39,8,0,2,0
2010-10-15,7,21,39,8,289,1,0
2010-10-15,7,21,39,9,443,1,0
2010-10-15,7,21,39,10,20,1,0
2010-10-15,7,21,39,12,329,2,0
2010-10-15,7,21,39,13,483,1,0
2010-10-15,7,21,39,16,369,1,0
2010-10-15,7,21,39,17,523,1,0
2010-10-15,7,21,39,18,100,1,0
2010-10-15,7,21,39,18,677,1,0
2010-10-15,7,21,39,19,832,1,0
2010-10-15,7,21,39,21,563,2,0
2010-10-15,7,21,39,22,140,1,0
2010-10-15,7,21,39,23,294,1,0
2010-10-15,7,21,39,24,218,2,0
2010-10-15,7,21,39,24,795,2,0
2010-10-15,7,21,39,25,84,1,0
2010-10-15,7,21,39,25,372,2,0
2010-10-15,7,21,39,25,661,1,0
2010-10-15,7,21,39,25,949,1,0
2010-10-15,7,21,40,26,238,2,0
2010-10-15,7,21,40,26,527,1,0
2010-10-15,7,21,40,26,815,3,0
2010-10-15,7,21,40,27,392,3,0
2010-10-15,7,21,40,27,261,4,0
2010-10-15,7,21,40,27,969,2,0
2010-10-15,7,21,40,28,258,2,0
2010-10-15,7,21,40,28,835,1,0
2010-10-15,7,21,40,29,124,4,0
2010-10-15,7,21,40,29,412,2,0
2010-10-15,7,21,40,29,701,2,0
2010-10-15,7,21,40,29,989,5,0
2010-10-15,7,21,40,30,278,1,0
2010-10-15,7,21,40,30,567,1,0
2010-10-15,7,21,40,30,855,3,0
2010-10-15,7,21,40,31,432,3,0
2010-10-15,7,21,40,31,721,4,0
2010-10-15,7,21,40,32,9,5,0
2010-10-15,7,21,40,32,298,1,0
2010-10-15,7,21,40,32,587,3,0
2010-10-15,7,21,40,32,875,4,0
2010-10-15,7,21,40,33,164,1,0
2010-10-15,7,21,40,33,452,4,0
2010-10-15,7,21,40,33,741,4,0
2010-10-15,7,21,40,34,29,3,0
2010-10-15,7,21,40,34,318,2,0
2010-10-15,7,21,40,34,606,1,0
2010-10-15,7,21,40,34,895,3,0
2010-10-15,7,21,40,35,184,2,0
2010-10-15,7,21,40,35,472,2,0
2010-10-15,7,21,40,35,761,1,0
2010-10-15,7,21,40,36,49,2,0
2010-10-15,7,21,40,36,338,1,0
2010-10-15,7,21,40,36,626,4,0
2010-10-15,7,21,40,36,915,1,0
2010-10-15,7,21,40,37,204,4,0
2010-10-15,7,21,40,37,492,1,0
2010-10-15,7,21,40,37,358,1,0
2010-10-15,7,21,40,38,646,3,0
2010-10-15,7,21,40,38,935,2,0
2010-10-15,7,21,40,39,512,5,0
2010-10-15,7,21,40,39,801,2,0
2010-10-15,7,21,40,40,89,2,0
2010-10-15,7,21,40,40,378,1,0
2010-10-15,7,21,40,40,666,3,0
2010-10-15,7,21,40,40,955,3,0
2010-10-15,7,21,40,41,302,2,0
2010-10-15,7,21,40,41,590,6,0
2010-10-15,7,21,40,41,879,3,0
2010-10-15,7,21,40,42,456,1,0
2010-10-15,7,21,40,42,744,1,1
2010-10-15,7,21,40,43,33,2,0
2010-10-15,7,21,40,43,321,3,0
2010-10-15,7,21,40,43,610,2,1
2010-10-15,7,21,40,43,899,1,0
2010-10-15,7,21,40,44,187,3,0
2010-10-15,7,21,40,44,476,1,0
2010-10-15,7,21,40,45,53,3,0
2010-10-15,7,21,40,45,341,1,0
2010-10-15,7,21,40,45,630,2,0
2010-10-15,7,21,40,45,919,1,0
2010-10-15,7,21,40,46,784,1,0
2010-10-15,7,21,40,47,73,2,0
2010-10-15,7,21,40,47,361,1,0
2010-10-15,7,21,40,48,277,2,0
2010-10-15,7,21,40,48,516,1,0
2010-10-15,7,21,40,49,670,1,0
2010-10-15,7,21,40,51,113,1,0
2010-10-15,7,21,40,51,690,2,0
2010-10-15,7,21,40,52,267,1,1
2010-10-15,7,21,40,52,556,1,0
2010-10-15,7,21,40,53,998,1,0
2010-10-15,7,21,40,54,287,1,0
2010-10-15,7,21,40,54,576,1,0
2010-10-15,7,21,40,54,864,0,1
2010-10-15,7,21,40,56,18,0,1
2010-10-15,7,21,40,56,307,1,0
2010-10-15,7,21,40,57,461,2,0
2010-10-15,7,21,40,57,750,1,0
2010-10-15,7,21,40,58,327,1,0
2010-10-15,7,21,41,2,136,0,1
2010-10-15,7,21,41,2,425,1,1
2010-10-15,7,21,41,2,713,1,1
2010-10-15,7,21,41,4,156,0,1
2010-10-15,7,21,41,5,599,0,2
2010-10-15,7,21,41,6,753,0,1
2010-10-15,7,21,41,7,331,2,0
2010-10-15,7,21,41,7,908,1,0
2010-10-15,7,21,41,8,196,2,0
2010-10-15,7,21,41,9,62,2,0
2010-10-15,7,21,41,9,350,1,0
2010-10-15,7,21,41,11,370,1,0
2010-10-15,7,21,41,14,256,1,0
2010-10-15,7,21,41,14,545,1,0
2010-10-15,7,21,41,14,833,0,1
2010-10-15,7,21,41,15,410,1,0
2010-10-15,7,21,41,15,699,2,0
2010-10-15,7,21,41,18,65,1,0
2010-10-15,7,21,41,20,663,1,0
2010-10-15,7,21,41,21,240,0,1
2010-10-15,7,21,41,23,260,0,1
2010-10-15,7,21,41,24,703,0,1
2010-10-15,7,21,41,25,280,1,0
2010-10-15,7,21,41,29,31,0,1
2010-10-15,7,21,41,33,706,1,0
2010-10-15,7,21,41,34,283,1,0
2010-10-15,7,21,41,36,880,1,0
2010-10-15,7,21,41,37,457,0,1
2010-10-15,7,21,41,38,323,0,1
2010-10-15,7,21,41,47,557,0,1
2010-10-15,7,21,41,48,712,0,1
2010-10-15,7,21,41,49,866,0,1
2010-10-15,7,21,41,50,154,0,1
2010-10-15,7,21,41,55,118,0,1
2010-10-15,7,21,42,4,698,0,1
2010-10-15,7,21,42,27,265,0,1
2010-10-15,8,21,56,30,187,1,0
2010-10-15,8,21,56,31,341,1,0
2010-10-15,8,21,56,34,277,2,0
2010-10-15,8,21,56,35,145,1,0
2010-10-15,8,21,56,35,453,1,0
2010-10-15,8,21,56,36,593,1,0
2010-10-15,8,21,56,38,36,1,0
2010-10-15,8,21,56,38,325,1,0
2010-10-15,8,21,56,39,479,1,0
2010-10-15,8,21,56,41,788,1,0
2010-10-15,8,21,56,42,942,0,1
2010-10-15,8,21,56,43,808,1,0
2010-10-15,8,21,56,45,827,1,0
2010-10-15,8,21,56,46,116,1,0
2010-10-15,8,21,56,51,310,2,0
2010-10-15,8,21,56,53,42,1,0
2010-10-15,8,21,56,54,254,1,0
2010-10-15,8,21,56,54,831,1,0
2010-10-15,8,21,56,55,408,1,0
2010-10-15,8,21,56,55,985,2,0
2010-10-15,8,21,56,56,274,3,0
2010-10-15,8,21,56,56,851,1,0
2010-10-15,8,21,56,57,140,1,0
2010-10-15,8,21,56,58,582,2,0
2010-10-15,8,21,56,59,448,0,1
2010-10-15,8,21,56,0,602,2,0
2010-10-15,8,21,56,0,891,1,0
2010-10-15,8,21,56,1,180,2,0
2010-10-15,8,21,56,1,468,1,0
2010-10-15,8,21,56,1,757,2,0
2010-10-15,8,21,56,2,622,1,0
2010-10-15,8,21,56,3,488,1,0
2010-10-15,8,21,56,4,354,1,0
2010-10-15,8,21,56,4,642,0,1
2010-10-15,8,21,56,4,931,1,0
2010-10-15,8,21,56,5,249,1,0
2010-10-15,8,21,56,5,508,0,1
2010-10-15,8,21,56,5,85,0,1
2010-10-15,8,21,56,6,662,2,0
2010-10-15,8,21,56,7,239,1,0
2010-10-15,8,21,56,7,817,1,0
2010-10-15,8,21,56,8,105,2,0
2010-10-15,8,21,56,8,394,2,0
2010-10-15,8,21,56,8,971,1,0
2010-10-15,8,21,56,9,259,2,0
2010-10-15,8,21,56,9,837,2,0
2010-10-15,8,21,56,10,125,2,0
2010-10-15,8,21,56,10,414,3,0
2010-10-15,8,21,56,10,702,3,0
2010-10-15,8,21,56,11,337,2,0
2010-10-15,8,21,56,11,626,1,1
2010-10-15,8,21,56,11,914,1,0
2010-10-15,8,21,56,12,780,1,0
2010-10-15,8,21,56,13,69,1,0
2010-10-15,8,21,57,13,646,1,0
2010-10-15,8,21,57,13,934,2,0
2010-10-15,8,21,57,14,512,1,1
2010-10-15,8,21,57,14,800,1,0
2010-10-15,8,21,57,15,89,2,1
2010-10-15,8,21,57,15,954,4,0
2010-10-15,8,21,57,16,243,2,0
2010-10-15,8,21,57,16,820,1,0
2010-10-15,8,21,57,17,109,1,0
2010-10-15,8,21,57,17,686,2,0
2010-10-15,8,21,57,17,974,1,0
2010-10-15,8,21,57,18,263,0,1
2010-10-15,8,21,57,18,552,2,0
2010-10-15,8,21,57,18,840,2,0
2010-10-15,8,21,57,19,994,3,0
2010-10-15,8,21,57,20,283,1,0
2010-10-15,8,21,57,20,571,2,0
2010-10-15,8,21,57,20,860,1,0
2010-10-15,8,21,57,21,149,2,0
2010-10-15,8,21,57,21,437,2,0
2010-10-15,8,21,57,21,726,0,1
2010-10-15,8,21,57,22,14,0,1
2010-10-15,8,21,57,22,303,1,0
2010-10-15,8,21,57,23,746,1,0
2010-10-15,8,21,57,24,34,1,0
2010-10-15,8,21,57,24,611,1,1
2010-10-15,8,21,57,25,189,1,0
2010-10-15,8,21,57,25,477,2,0
2010-10-15,8,21,57,25,766,3,0
2010-10-15,8,21,57,26,631,0,1
2010-10-15,8,21,57,26,920,2,0
2010-10-15,8,21,57,28,74,1,0
2010-10-15,8,21,57,29,286,1,0
2010-10-15,8,21,57,29,575,1,1
2010-10-15,8,21,57,29,864,2,0
2010-10-15,8,21,57,30,441,2,0
2010-10-15,8,21,57,30,729,1,0
2010-10-15,8,21,57,31,18,2,0
2010-10-15,8,21,57,31,306,2,0
2010-10-15,8,21,57,31,595,1,0
2010-10-15,8,21,57,31,884,1,0
2010-10-15,8,21,57,32,172,2,0
2010-10-15,8,21,57,32,749,1,0
2010-10-15,8,21,57,33,38,1,0
2010-10-15,8,21,57,33,326,2,0
2010-10-15,8,21,57,33,615,3,0
2010-10-15,8,21,57,33,904,1,0
