"downcast","hour","min","sec","s/1000","H1","H2","H3","H5a","H5b","H6","H7","H7*","H8","H9","H9*","H10","H11","H13","H14","H15","VSH","Annatiara","R1","R2","R3","r4-aegina","R5","Doliolids","Appendicularians","App in Hse","MUAT","LEMU","SPKO","Si 2 Eu","NABI","AGEL","COOR"
22,0,25,10,867,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,10,924,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,25,10,982,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,25,11,97,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,25,11,213,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,11,271,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
22,0,25,11,386,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,11,617,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
22,0,25,11,675,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
22,0,25,11,790,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,11,905,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
22,0,25,11,963,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,12,194,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,12,367,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,12,598,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
22,0,25,12,944,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,13,117,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,13,291,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,13,348,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,13,637,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
22,0,25,13,695,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,25,13,810,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,13,926,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
22,0,25,14,156,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,25,14,330,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
22,0,25,14,445,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,14,503,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,25,14,560,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
22,0,25,14,618,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,14,791,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
22,0,25,14,907,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,14,964,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
22,0,25,15,263,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,15,311,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,15,484,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,15,657,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
22,0,25,15,772,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,25,15,888,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,15,946,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
22,0,25,16,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,16,61,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,16,465,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,16,523,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,16,754,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
22,0,25,16,869,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,17,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
22,0,25,17,158,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,17,446,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,25,17,504,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,25,17,619,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,17,735,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,17,793,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
22,0,25,17,966,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
22,0,25,18,23,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,18,139,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
22,0,25,18,254,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
22,0,25,18,312,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,18,370,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,25,18,485,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,18,658,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
22,0,25,18,774,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
22,0,25,18,831,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
22,0,25,18,889,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
22,0,25,18,947,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,19,62,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
22,0,25,19,120,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
22,0,25,19,235,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,19,466,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,19,524,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,19,582,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
22,0,25,19,697,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
22,0,25,19,755,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,19,870,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,19,986,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,25,20,43,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,20,101,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
