downcast,hour,min,sec,s/1000,MUAT,LEMU,NABI,AGEL,COOR,FOED
6,21,23,25,267,1,0,0,0,0,0
6,21,23,50,777,1,0,0,0,0,0
6,21,23,57,530,1,0,0,0,0,0
6,21,24,1,974,1,0,0,0,0,0
6,21,24,11,208,1,0,0,0,0,0
6,21,24,14,613,1,0,0,0,0,0
6,21,24,21,250,1,0,0,0,0,0
6,21,25,20,292,1,0,0,0,0,0
6,21,25,21,331,1,0,0,0,0,0
6,21,25,21,677,1,0,0,0,0,0
6,21,25,22,774,1,0,0,0,0,0
6,21,25,22,831,1,0,0,0,0,0
6,21,25,23,928,1,0,0,0,0,0
6,21,25,27,391,1,0,0,0,0,0
6,21,25,28,891,1,0,0,0,0,0
6,21,25,29,872,1,0,0,0,0,0
6,21,25,31,373,1,0,0,0,0,0
6,21,25,32,412,1,0,0,0,0,0
6,21,25,37,202,1,0,0,0,0,0
6,21,25,38,818,1,0,0,0,0,0
6,21,25,40,146,1,0,0,0,0,0
6,21,25,43,897,1,0,0,0,0,0
6,21,25,43,301,1,0,0,0,0,0
6,21,25,43,474,2,0,0,0,0,0
6,21,25,45,51,1,0,0,0,0,0
6,21,25,45,398,1,0,0,0,0,0
6,21,25,47,764,1,0,0,0,0,0
6,21,25,48,52,1,0,0,0,0,0
6,21,25,48,803,1,0,0,0,0,0
6,21,25,49,495,1,0,0,0,0,0
6,21,25,49,669,1,0,0,0,0,0
6,21,25,49,957,1,0,0,0,0,0
6,21,25,50,938,1,0,0,0,0,0
6,21,25,50,996,1,0,0,0,0,0
6,21,25,51,227,1,0,0,0,0,0
6,21,25,52,439,1,0,0,0,0,0
6,21,25,54,228,1,0,0,0,0,0
6,21,25,54,459,1,0,0,0,0,0
6,21,25,54,516,1,0,0,0,0,0
6,21,25,54,805,1,0,0,0,0,0
6,21,25,55,93,1,0,0,0,0,0
6,21,25,55,151,1,0,0,0,0,0
6,21,25,55,902,1,0,0,0,0,0
6,21,25,55,959,1,0,0,0,0,0
6,21,25,56,248,1,0,0,0,0,0
6,21,25,56,941,1,0,0,0,0,0
6,21,26,3,751,1,0,0,0,0,0
6,21,26,4,40,1,0,0,0,0,0
6,21,26,4,905,1,0,0,0,0,0
6,21,26,12,466,1,0,0,0,0,0
6,21,26,13,909,1,0,0,0,0,0
6,21,26,16,103,1,0,0,0,0,0
6,21,26,17,26,1,0,0,0,0,0
6,21,26,17,834,1,0,0,0,0,0
6,21,26,18,931,1,0,0,0,0,0
6,21,26,19,104,1,0,0,0,0,0
6,21,26,19,681,1,0,0,0,0,0
6,21,26,21,816,1,0,0,0,0,0
6,21,26,22,451,1,0,0,0,0,0
6,21,26,23,490,1,0,0,0,0,0
6,21,26,23,548,1,0,0,0,0,0
6,21,26,24,298,1,0,0,0,0,0
6,21,26,24,760,0,0,1,0,0,0
6,21,26,24,817,1,0,0,0,0,0
6,21,26,25,279,1,0,0,0,0,0
6,21,26,26,87,1,0,0,0,0,0
6,21,26,26,780,1,0,0,0,0,0
6,21,26,26,953,1,0,0,0,0,0
6,21,26,28,396,1,0,0,0,0,0
6,21,26,30,531,2,0,0,0,0,0
6,21,26,30,647,0,0,1,0,0,0
6,21,26,31,166,0,0,1,0,0,0
6,21,26,33,590,0,0,1,0,0,0
6,21,26,33,705,1,0,0,0,0,0
6,21,26,34,513,0,0,0,0,1,0
6,21,26,36,649,1,0,0,0,0,0
6,21,26,38,900,1,0,0,0,0,0
6,21,26,39,477,1,0,0,0,0,0
6,21,26,39,938,2,0,0,0,0,0
6,21,26,40,169,1,0,0,0,0,0
6,21,26,40,400,1,0,0,0,0,0
6,21,26,40,682,1,0,0,0,0,0
6,21,26,41,381,1,0,0,0,0,0
6,21,26,41,497,1,0,0,0,0,0
6,21,26,45,479,1,0,0,0,0,0
6,21,26,46,56,1,0,0,0,0,0
6,21,26,46,402,1,0,0,0,0,0
6,21,26,46,749,1,0,0,0,0,0
6,21,26,47,153,1,0,0,0,0,0
6,21,26,47,845,1,0,0,0,0,0
6,21,26,48,596,1,0,0,0,0,0
6,21,26,49,231,1,0,0,0,0,0
6,21,26,50,96,1,0,0,0,0,0
6,21,26,51,655,0,0,1,0,0,0
6,21,26,52,116,1,0,0,0,0,0
6,21,26,52,174,1,0,0,0,0,0
6,21,26,53,559,0,0,1,0,0,0
6,21,26,58,753,1,0,0,0,0,0
6,21,27,1,408,1,0,0,0,0,0
6,21,27,2,851,0,0,1,0,0,0
6,21,27,3,832,0,0,1,0,0,0
6,21,27,4,582,0,0,1,0,0,0
6,21,27,8,103,0,0,1,0,0,0
6,21,27,13,586,1,0,0,0,0,0
6,21,27,27,207,0,0,1,0,0,0
6,21,27,34,421,0,0,1,0,0,0
6,21,27,37,710,0,0,1,0,0,0
6,21,27,38,865,1,0,0,0,0,0
6,21,27,55,82,0,0,1,0,0,0
6,21,28,5,9,0,1,0,0,0,0
6,21,28,6,279,0,0,1,0,0,0
6,21,28,9,742,1,0,0,0,0,0
6,21,28,12,166,0,0,1,0,0,0
6,21,28,29,653,0,0,1,0,0,0
6,21,28,36,348,0,0,0,0,1,0
6,21,28,37,214,0,0,1,0,0,0
6,21,28,37,676,0,0,1,0,0,0
6,21,28,44,544,0,1,0,0,0,0
6,21,28,47,314,0,1,0,0,0,0
6,21,29,35,968,0,0,1,0,0,0
6,21,29,46,933,0,1,0,0,0,0
6,21,29,58,881,0,0,1,0,0,0
6,21,30,3,786,0,0,1,0,0,0
6,21,30,7,595,0,0,1,0,0,0
6,21,30,34,29,0,0,1,0,0,0
6,21,30,47,361,0,1,0,0,0,0
6,21,30,50,939,0,0,1,0,0,0
6,21,30,56,191,0,0,0,0,1,0
6,21,31,2,539,0,0,1,0,0,0
6,21,31,7,214,1,0,0,0,0,0
6,21,31,11,889,0,0,1,0,0,0
6,21,31,21,816,0,0,0,0,1,0
6,21,31,27,703,0,0,1,0,0,0
6,21,31,39,130,0,0,1,0,0,0
6,21,31,44,152,0,0,0,0,1,0
6,21,32,21,377,0,0,1,0,0,0
6,21,32,30,438,0,0,1,0,0,0
6,21,32,35,691,0,0,1,0,0,0
