downcast,hour,min,sec,s/1000,Type1,Type2,Type3,Type4,Type5,Type1_wotail,Type2_wotail,Type3_wotail
1,20,4,51,528,0,1,0,0,0,0,0,0
1,20,4,51,933,0,1,0,0,0,0,0,0
1,20,4,54,597,0,1,0,0,0,0,0,0
1,20,4,56,219,0,1,0,0,0,0,0,0
1,20,4,56,277,0,1,0,0,0,0,0,0
1,20,4,56,798,0,1,0,0,0,0,0,0
1,20,4,57,841,0,1,0,0,0,0,0,0
1,20,5,0,42,0,1,0,0,0,0,0,0
1,20,5,2,938,0,1,0,0,0,0,0,0
1,20,5,3,517,0,1,0,0,0,0,0,0
1,20,5,3,807,0,1,0,0,0,0,0,0
1,20,5,4,618,0,1,0,0,0,0,0,0
1,20,5,6,8,0,1,0,0,0,0,0,0
1,20,5,6,703,0,1,0,0,0,0,0,0
1,20,5,6,876,0,1,0,0,0,0,0,0
1,20,5,7,456,0,1,0,0,0,0,0,0
1,20,5,8,440,0,0,0,0,0,1,0,0
1,20,5,9,73,0,1,0,0,0,0,0,0
1,20,5,10,163,0,1,0,0,0,0,0,0
1,20,5,13,91,0,1,0,0,0,0,0,0
1,20,5,19,405,0,1,0,0,0,0,0,0
1,20,5,19,749,0,1,0,0,0,0,0,0
1,20,5,20,208,0,0,0,0,0,1,0,0
1,20,5,26,479,0,1,0,0,0,0,0,0
1,20,5,28,70,0,0,1,0,0,0,0,0
1,20,5,28,541,0,1,1,0,0,0,0,0
1,20,5,29,307,0,1,0,0,0,0,0,0
1,20,5,32,17,0,1,0,0,0,0,0,0
1,20,5,32,76,0,1,0,0,0,0,0,0
1,20,5,32,193,0,0,0,0,0,1,0,0
1,20,5,32,370,0,1,0,0,0,0,0,0
1,20,5,34,785,0,1,0,0,0,0,0,0
1,20,5,35,492,0,1,0,0,0,0,0,0
1,20,5,36,847,0,1,0,0,0,0,0,0
1,20,5,37,142,0,1,0,0,0,0,0,0
1,20,5,37,319,0,0,0,0,0,0,1,0
1,20,5,37,377,0,1,0,0,0,0,0,0
1,20,5,38,732,0,1,0,0,0,0,0,0
1,20,5,39,675,0,1,0,0,0,0,0,0
1,20,5,39,911,1,0,0,0,0,0,0,0
1,20,5,40,971,0,1,0,0,0,0,0,0
1,20,5,41,137,0,1,0,0,0,0,0,0
1,20,5,48,450,0,1,0,0,0,0,0,0
1,20,5,51,382,0,1,0,0,0,0,0,0
1,20,5,51,612,0,1,0,0,0,0,0,0
1,20,5,54,372,0,1,0,0,0,0,0,0
1,20,5,54,487,0,1,0,0,0,0,0,0
1,20,5,54,947,0,1,0,0,0,0,0,0
1,20,5,56,270,1,0,0,0,0,0,0,0
1,20,5,57,995,0,0,0,0,0,0,1,0
1,20,6,0,295,0,1,0,0,0,0,0,0
1,20,6,0,986,0,1,0,0,0,0,0,0
1,20,6,3,360,0,1,0,0,0,0,0,0
1,20,6,3,534,0,1,0,0,0,0,0,0
1,20,6,4,808,0,1,0,0,0,0,0,0
1,20,6,17,203,0,1,0,0,0,0,0,0
1,20,6,17,493,0,1,0,0,0,0,0,0
1,20,6,19,337,0,0,0,0,0,1,0,0
1,20,6,23,305,1,0,0,0,0,0,0,0
1,20,6,37,603,0,1,0,0,0,0,0,0
1,20,6,42,462,0,0,0,0,0,1,0,0
1,20,6,45,38,0,1,0,0,0,0,0,0
1,20,6,49,428,0,1,0,0,0,0,0,0
1,20,6,58,266,0,0,0,0,0,1,0,0
1,20,7,3,990,0,1,0,0,0,0,0,0
1,20,7,7,81,1,0,0,0,0,0,0,0
1,20,7,7,367,0,1,0,0,0,0,0,0
1,20,7,10,288,0,1,0,0,0,0,0,0
1,20,7,13,435,0,0,0,0,0,1,0,0
1,20,7,21,361,1,0,0,0,0,0,0,0
1,20,7,22,235,0,0,0,0,1,0,0,0
1,20,7,32,275,0,0,0,0,1,0,0,0
1,20,7,36,486,0,0,0,0,0,1,0,0
1,20,7,40,213,0,0,1,0,0,0,0,0
1,20,7,41,532,0,1,0,0,0,0,0,0
1,20,7,42,76,1,0,0,0,0,0,0,0
1,20,7,45,322,0,1,0,0,0,0,0,0
1,20,7,45,670,1,0,0,0,0,0,0,0
1,20,7,51,404,0,0,1,0,0,0,0,0
1,20,7,56,559,0,0,1,0,0,0,0,0
1,20,7,59,339,0,0,1,0,0,0,0,0
1,20,8,1,656,0,0,1,0,0,0,0,0
1,20,8,6,115,0,0,0,0,1,0,0,0
1,20,8,9,288,1,0,0,0,0,0,0,0
1,20,8,12,416,0,1,0,0,0,0,0,0
1,20,8,12,428,0,0,1,0,0,0,0,0
1,20,8,17,718,0,0,1,0,0,0,0,0
1,20,8,20,351,0,0,1,0,0,0,0,0
1,20,8,24,536,0,0,1,0,0,0,0,0
1,20,8,36,880,0,0,0,0,0,0,1,0
1,20,8,36,58,0,0,1,0,0,0,0,0
1,20,8,41,729,1,0,0,0,0,0,0,0
1,20,8,44,969,0,1,0,0,0,0,0,0
1,20,8,48,209,1,0,0,0,0,0,0,0
1,20,8,49,80,0,0,0,0,0,1,0,0
1,20,8,49,771,0,0,0,0,0,0,1,0
1,20,8,51,507,0,0,1,0,0,0,0,0
1,20,9,2,394,1,0,0,0,0,0,0,0
1,20,9,5,579,0,1,0,0,0,0,0,0
1,20,9,6,332,0,1,0,0,0,0,0,0
1,20,9,7,838,0,0,1,0,0,0,0,0
1,20,9,9,460,0,0,1,0,0,0,0,0
1,20,9,9,981,0,1,0,0,0,0,0,0
1,20,9,14,962,0,0,1,0,0,0,0,0
1,20,9,19,885,0,0,0,0,0,1,0,0
1,20,9,23,244,1,0,0,0,0,0,0,0
1,20,9,25,850,0,0,0,0,0,1,0,0
1,20,9,30,253,0,0,1,0,0,0,0,0
1,20,9,38,144,0,1,0,0,0,0,0,0
1,20,9,39,827,0,1,0,0,0,0,0,0
1,20,9,42,612,0,0,0,0,0,1,0,0
1,20,9,48,11,0,0,1,0,0,0,0,0
1,20,9,50,220,1,0,0,0,0,0,0,0
1,20,9,53,707,1,0,0,0,0,0,0,0
1,20,9,55,683,0,1,0,0,0,0,0,0
1,20,9,58,647,0,1,0,0,0,0,0,0
1,20,10,3,180,0,1,0,0,0,0,0,0
1,20,10,12,525,0,1,0,0,0,0,0,0
1,20,10,14,225,0,0,0,0,0,1,0,0
1,20,10,15,885,0,0,0,0,1,0,0,0
1,20,10,26,464,1,0,0,0,0,0,0,0
1,20,10,27,734,0,0,0,0,0,1,0,0
1,20,10,32,697,1,0,0,0,0,0,0,0
1,20,10,37,141,0,0,1,0,0,0,0,0
1,20,10,37,371,0,0,0,0,0,1,0,0
1,20,10,41,729,0,0,0,0,1,0,0,0
1,20,10,44,177,0,0,0,0,1,0,0,0
1,20,10,55,366,0,0,0,0,0,0,1,0
1,20,11,0,713,0,0,0,0,0,0,1,0
1,20,11,1,874,0,0,0,0,0,0,1,0
1,20,11,13,661,0,0,0,0,0,0,1,0
1,20,11,18,783,0,0,0,0,0,1,0,0
1,20,11,20,855,1,0,0,0,0,0,0,0
1,20,11,22,466,0,0,0,0,0,0,1,0
1,20,11,38,297,0,0,1,0,0,0,0,0
1,20,11,41,256,0,0,1,0,0,0,0,0
1,20,11,42,706,1,0,0,0,0,0,0,0
1,20,11,51,989,0,0,1,0,0,0,0,0
1,20,11,56,747,1,0,0,0,0,0,0,0
1,20,11,58,81,1,0,0,0,0,0,0,0
1,20,12,2,781,0,0,0,0,0,1,0,0
1,20,12,2,897,1,0,0,0,0,0,0,0
2,20,20,42,729,1,0,0,0,0,0,0,0
2,20,20,52,169,0,0,0,0,0,1,0,0
2,20,21,11,578,1,0,0,0,0,0,0,0
2,20,21,21,608,1,0,0,0,0,0,0,0
2,20,21,25,691,0,0,0,0,0,1,0,0
2,20,21,37,357,0,0,0,0,0,1,0,0
2,20,21,39,48,0,0,0,0,0,1,0,0
2,20,21,46,493,1,0,0,0,0,0,0,0
2,20,21,46,954,0,0,0,0,0,1,0,0
2,20,21,48,801,1,0,0,0,0,0,0,0
2,20,21,52,264,0,0,0,0,0,1,0,0
2,20,21,53,822,1,0,0,0,0,0,0,0
2,20,21,55,438,0,0,0,0,0,1,0,0
2,20,21,57,915,1,0,0,0,0,0,0,0
2,20,22,3,905,0,0,0,0,0,1,0,0
2,20,22,4,424,1,0,0,0,0,0,0,0
2,20,22,4,597,1,0,0,0,0,0,0,0
2,20,22,6,209,1,0,0,0,0,0,0,0
2,20,22,6,267,1,0,0,0,0,0,0,0
2,20,22,7,880,1,0,0,0,0,0,0,0
2,20,22,8,744,1,0,0,0,0,0,0,0
2,20,22,9,493,0,0,0,0,0,1,0,0
2,20,22,10,472,1,0,0,0,0,0,0,0
2,20,22,11,969,1,0,0,0,0,0,0,0
2,20,22,12,257,1,0,0,0,0,0,0,0
2,20,22,13,64,1,0,0,0,0,0,0,0
2,20,22,13,409,0,0,0,0,0,1,0,0
2,20,22,13,526,1,0,0,0,0,0,0,0
2,20,22,14,337,1,0,0,0,0,0,0,0
2,20,22,15,495,0,1,0,0,0,0,0,0
2,20,22,16,943,0,0,0,0,0,1,0,0
2,20,22,18,333,1,0,0,0,0,0,0,0
2,20,22,21,577,1,0,0,0,0,0,0,0
2,20,22,23,894,0,1,0,0,0,0,0,0
2,20,22,25,979,0,1,0,0,0,0,0,0
2,20,22,26,790,1,0,0,0,0,0,0,0
2,20,22,27,485,1,0,0,0,0,0,0,0
2,20,22,27,715,0,0,0,0,0,1,0,0
2,20,22,29,454,0,0,0,0,0,1,0,0
2,20,22,29,744,0,0,0,1,0,0,0,0
2,20,22,29,859,0,0,0,0,0,1,0,0
2,20,22,29,975,0,1,0,0,0,0,0,0
2,20,22,30,670,0,0,0,0,0,0,1,0
2,20,22,31,158,1,0,0,0,0,0,0,0
2,20,22,33,563,0,0,0,0,0,1,0,0
2,20,22,34,257,0,1,0,0,0,0,0,0
2,20,22,34,431,1,0,0,0,0,0,0,0
2,20,22,34,666,0,1,0,0,0,0,0,0
2,20,22,35,125,0,1,0,0,0,0,0,0
2,20,22,35,299,1,0,0,0,0,0,0,0
2,20,22,35,357,0,1,0,0,0,1,0,0
2,20,22,35,415,0,0,0,0,0,1,0,0
2,20,22,35,820,1,0,0,0,0,0,0,0
2,20,22,37,382,0,1,0,0,0,0,0,0
2,20,22,37,556,1,0,0,0,0,0,0,0
2,20,22,37,961,0,0,0,0,0,1,0,0
2,20,22,38,77,0,1,0,0,0,0,0,0
2,20,22,38,135,1,0,0,0,0,0,0,0
2,20,22,38,655,0,1,0,0,0,0,0,0
2,20,22,39,524,0,0,0,0,0,1,0,0
2,20,22,39,813,0,0,0,0,0,0,1,0
2,20,22,40,160,0,1,0,0,0,0,0,0
2,20,22,40,681,0,1,0,0,0,0,0,0
2,20,22,40,739,0,0,1,0,0,0,0,0
2,20,22,41,144,1,0,0,0,0,0,0,0
2,20,22,41,257,0,1,0,0,0,0,0,0
2,20,22,41,375,0,1,0,0,0,0,0,0
2,20,22,42,417,0,1,0,0,0,0,0,0
2,20,22,42,475,0,1,0,0,0,0,0,0
2,20,22,42,938,0,1,0,0,0,0,0,0
2,20,22,42,996,1,0,0,0,0,0,0,0
2,20,22,43,285,0,1,0,0,0,0,0,0
2,20,22,44,674,0,1,0,0,0,0,0,0
2,20,22,44,905,0,1,0,0,0,0,0,0
2,20,22,45,542,1,1,0,0,0,0,0,0
2,20,22,45,773,1,0,0,0,0,0,0,0
2,20,22,46,236,0,1,0,0,0,0,0,0
2,20,22,46,642,1,0,0,0,0,0,0,0
2,20,22,47,162,0,0,0,0,0,0,1,0
2,20,22,47,510,0,1,0,0,0,0,0,0
2,20,22,48,437,1,0,0,0,0,0,0,0
2,20,22,48,846,0,1,0,0,0,0,0,0
2,20,22,49,490,0,0,0,0,0,1,0,0
2,20,22,50,192,0,1,0,0,0,0,0,0
2,20,22,51,128,0,1,0,0,0,0,0,0
2,20,22,51,829,0,1,0,0,0,0,0,0
2,20,22,52,531,1,0,0,0,0,0,0,0
2,20,22,52,999,0,1,0,0,0,0,0,0
2,20,22,53,116,0,1,0,0,0,0,0,0
2,20,22,53,584,0,0,0,1,0,0,0,0
2,20,22,54,695,1,0,0,0,0,0,0,0
2,20,22,54,929,0,1,0,0,0,0,0,0
2,20,22,55,105,0,1,0,0,0,0,0,0
2,20,22,55,748,0,0,0,0,0,1,0,0
2,20,22,55,865,1,1,0,0,0,0,0,0
2,20,22,56,626,0,1,0,0,0,0,0,0
2,20,22,56,743,0,0,1,0,0,0,0,0
2,20,22,57,35,0,1,0,0,0,0,0,0
2,20,22,57,854,0,1,0,0,0,0,0,0
2,20,22,58,263,0,1,0,0,0,0,0,0
2,20,22,58,556,0,1,0,0,0,0,0,0
2,20,22,59,492,0,0,1,0,0,0,0,0
2,20,22,59,901,0,1,0,0,0,0,0,0
2,20,23,0,18,0,1,0,0,0,0,0,0
2,20,23,2,124,0,0,0,0,1,0,0,0
2,20,23,2,241,0,1,0,0,0,0,0,0
2,20,23,3,1,0,1,0,0,0,0,0,0
2,20,23,3,118,0,1,0,0,0,0,0,0
2,20,23,8,185,0,1,0,0,0,0,0,0
2,20,23,8,417,0,1,0,0,0,0,0,0
2,20,23,8,706,1,0,0,0,0,0,0,0
2,20,23,9,924,0,0,1,0,0,0,0,0
2,20,23,9,982,0,1,0,0,0,0,0,0
2,20,23,11,83,0,1,0,0,0,0,0,0
2,20,23,13,460,0,1,0,0,0,0,0,0
2,20,23,15,779,0,1,0,0,0,0,0,0
2,20,23,17,518,0,1,0,0,0,0,0,0
2,20,23,18,735,0,1,0,0,0,0,0,0
2,20,23,20,69,0,1,0,0,0,0,0,0
2,20,23,20,590,0,1,0,0,0,0,0,0
2,20,23,21,808,0,1,0,0,0,0,0,0
2,20,23,22,851,0,1,0,0,0,0,0,0
2,20,23,23,999,0,1,0,0,0,0,0,0
2,20,23,26,864,1,0,0,0,0,0,0,0
2,20,23,29,385,0,1,0,0,0,0,0,0
2,20,23,30,780,0,1,0,0,0,0,0,0
2,20,23,31,791,0,1,0,0,0,0,0,0
2,20,23,32,192,0,1,0,0,0,0,0,0
2,20,23,32,822,0,1,0,0,0,0,0,0
2,20,23,33,452,0,1,0,0,0,0,0,0
2,20,23,33,624,0,1,0,0,0,0,0,0
2,20,23,33,911,0,1,0,0,0,0,0,0
2,20,23,34,369,0,0,1,0,0,0,0,0
2,20,23,36,775,0,1,0,0,0,0,0,0
2,20,23,36,947,0,1,0,0,0,0,0,0
2,20,23,38,35,0,0,0,0,1,0,0,0
2,20,23,42,605,0,1,0,0,0,0,0,0
2,20,23,42,663,1,0,0,0,0,0,0,0
2,20,23,43,247,0,1,0,0,0,0,0,0
2,20,23,46,283,0,1,0,0,0,0,0,0
2,20,23,46,575,0,0,0,1,0,0,0,0
2,20,23,46,691,0,1,0,0,0,0,0,0
2,20,23,47,334,1,0,0,0,0,0,0,0
2,20,23,47,450,0,0,0,0,0,0,1,0
2,20,23,51,479,0,0,0,0,0,0,1,0
2,20,23,55,157,1,1,0,0,0,0,0,0
2,20,23,56,91,0,1,0,0,0,0,0,0
2,20,23,56,733,0,0,0,0,0,0,1,0
2,20,23,58,73,0,0,0,0,0,1,0,0
2,20,23,59,624,1,0,0,0,0,0,0,0
2,20,24,5,369,0,1,0,0,0,0,0,0
2,20,24,8,184,0,1,0,0,0,0,0,0
2,20,24,17,913,0,1,0,0,0,0,0,0
2,20,24,18,376,1,0,0,0,0,0,0,0
2,20,24,18,434,1,0,0,0,0,0,0,0
2,20,24,20,54,1,0,0,0,0,0,0,0
2,20,24,22,484,0,0,0,0,0,1,0,0
2,20,24,22,889,0,1,0,0,0,0,0,0
2,20,24,24,972,1,0,0,0,0,0,0,0
2,20,24,25,551,1,0,0,0,0,0,0,0
2,20,24,27,286,0,1,0,0,0,0,0,0
2,20,24,28,617,1,0,0,0,0,0,0,0
2,20,24,30,469,0,0,0,0,0,1,0,0
2,20,24,33,13,0,1,0,0,0,0,0,0
2,20,24,35,584,0,1,0,0,0,0,0,0
2,20,24,37,682,1,0,0,0,0,0,0,0
2,20,24,37,857,0,1,0,0,0,0,0,0
2,20,24,38,148,0,0,0,0,0,1,0,0
2,20,24,46,774,0,0,0,0,0,0,1,0
2,20,24,48,639,0,0,1,0,0,0,0,0
2,20,24,53,950,0,1,0,0,0,0,0,0
2,20,25,0,625,0,1,0,0,0,0,0,0
2,20,25,2,409,0,0,0,0,0,0,0,1
2,20,25,5,977,1,0,0,0,0,0,0,0
2,20,25,6,956,0,1,0,0,0,0,0,0
2,20,25,8,287,1,0,0,0,0,0,0,0
2,20,25,15,354,0,1,0,0,0,0,0,0
2,20,25,16,165,1,0,0,0,0,0,0,0
2,20,25,25,141,0,0,0,0,0,0,1,0
2,20,25,25,605,0,0,0,0,0,0,1,0
2,20,25,26,415,0,0,0,0,0,0,0,1
2,20,25,28,674,1,0,0,0,0,0,0,0
2,20,25,30,586,1,0,0,0,0,0,0,0
2,20,25,31,686,0,1,0,0,0,0,0,0
2,20,25,36,609,0,0,0,0,0,0,0,1
2,20,25,44,367,1,0,0,0,0,0,0,0
2,20,25,45,409,0,0,1,0,0,0,0,0
2,20,25,47,434,0,1,0,0,0,0,0,0
2,20,25,47,954,0,0,0,0,0,1,0,0
2,20,25,49,227,0,1,0,0,0,0,0,0
2,20,26,54,782,0,1,0,0,0,0,0,0
2,20,26,6,130,1,0,0,0,0,0,0,0
2,20,26,20,88,0,1,0,0,0,0,0,0
2,20,26,22,405,0,1,0,0,0,0,0,0
2,20,26,26,112,0,0,0,1,0,0,0,0
2,20,26,26,923,0,0,0,1,0,0,0,0
2,20,26,27,270,0,0,1,0,0,0,0,0
2,20,26,29,703,1,0,0,0,0,0,0,0
2,20,26,32,20,0,0,0,0,0,1,0,0
2,20,26,32,657,0,0,0,0,0,0,1,0
2,20,26,35,262,0,1,0,0,0,0,0,0
2,20,26,36,710,0,0,0,0,0,0,0,1
2,20,26,38,680,1,0,0,0,0,0,0,0
2,20,26,40,938,0,1,0,0,0,0,0,0
2,20,26,43,82,1,0,0,0,0,0,0,0
2,20,26,45,398,0,0,0,0,0,1,0,0
2,20,26,48,874,0,0,1,0,0,0,0,0
2,20,27,0,290,0,1,0,0,0,0,0,0
2,20,27,4,580,0,0,0,0,1,0,0,0
