downcast,hour,min,sec,s/1000,Type1,Type2,Type3,Type4,Type5,Type1_wotail,Type2_wotail,Type3_wotail
1,19,59,59,674,0,0,0,0,0,1,0,0
1,20,0,48,208,0,0,0,0,0,1,0,0
1,20,0,49,595,1,0,0,0,0,0,0,0
1,20,0,50,230,1,0,0,0,0,0,0,0
1,20,0,54,389,1,0,0,0,0,0,0,0
1,20,1,0,973,0,0,0,0,0,0,1,0
1,20,1,8,438,1,0,0,0,0,0,0,0
1,20,1,9,714,1,0,0,0,0,0,0,0
1,20,1,14,414,1,0,0,0,0,0,0,0
1,20,1,26,773,1,0,0,0,0,0,0,0
1,20,1,30,197,1,0,0,0,0,0,0,0
1,20,1,38,667,1,0,0,0,0,0,0,0
1,20,1,49,87,0,0,0,1,0,0,0,0
1,20,1,53,21,1,0,0,0,0,0,0,0
1,20,2,8,87,1,0,0,0,0,0,0,0
1,20,2,8,606,1,0,0,0,0,0,0,0
1,20,2,13,738,1,0,0,0,0,0,0,0
1,20,2,15,582,0,0,0,0,0,1,0,0
1,20,2,15,928,0,0,0,0,0,1,0,0
1,20,2,20,425,1,0,0,0,0,0,0,0
1,20,2,26,249,0,0,0,0,0,1,0,0
1,20,2,26,595,1,0,0,0,0,0,0,0
1,20,2,32,187,0,1,0,0,0,0,0,0
1,20,2,34,37,0,0,0,0,0,1,0,0
1,20,2,38,430,1,0,0,0,0,0,0,0
1,20,2,43,113,1,0,0,0,0,0,0,0
1,20,2,43,344,0,0,0,0,0,1,0,0
1,20,2,45,194,1,0,0,0,0,0,0,0
1,20,2,45,830,0,0,0,0,0,1,0,0
1,20,2,46,640,1,0,0,0,0,0,0,0
1,20,2,48,778,1,0,0,0,0,0,0,0
1,20,2,49,414,0,0,0,0,0,1,0,0
1,20,2,49,705,1,0,0,0,0,0,0,0
1,20,2,50,458,1,0,0,0,0,0,0,0
1,20,2,50,574,1,0,0,0,0,0,0,0
1,20,2,51,500,1,0,0,0,0,0,0,0
1,20,2,52,195,0,0,0,0,0,1,0,0
1,20,2,54,628,1,0,0,0,0,0,0,0
1,20,2,55,844,0,0,0,0,0,1,0,0
1,20,2,55,960,0,0,0,0,0,1,0,0
1,20,2,56,539,0,0,0,0,0,1,0,0
1,20,2,57,698,1,0,0,0,0,0,0,0
1,20,2,57,814,0,0,0,0,0,1,0,0
1,20,2,59,30,1,0,0,0,0,0,0,0
1,20,3,3,837,0,0,0,0,0,1,0,0
1,20,3,4,243,1,0,0,0,0,0,0,0
1,20,3,5,980,0,0,0,0,0,0,1,0
1,20,3,6,38,0,0,0,0,0,1,0,0
1,20,3,7,23,0,0,0,0,0,1,0,0
1,20,3,7,608,1,0,0,0,0,0,0,0
1,20,3,7,666,1,0,0,0,0,0,0,0
1,20,3,8,602,1,0,0,0,0,0,0,0
1,20,3,9,304,1,0,0,0,0,0,0,0
1,20,3,9,655,1,0,0,0,0,0,0,0
1,20,3,10,6,1,0,0,0,0,0,0,0
1,20,3,10,64,1,0,0,0,0,0,0,0
1,20,3,10,708,0,1,0,0,0,0,0,0
1,20,3,10,766,0,0,0,0,0,1,0,0
1,20,3,11,0,1,0,0,0,0,0,0,0
1,20,3,11,234,0,0,0,0,0,1,0,0
1,20,3,11,527,1,0,0,0,0,0,0,0
1,20,3,12,580,1,0,0,0,0,0,0,0
1,20,3,13,866,0,0,0,0,0,0,1,0
1,20,3,14,685,0,0,0,0,0,1,0,0
1,20,3,14,919,0,0,0,0,0,1,0,0
1,20,3,15,270,0,1,0,0,0,0,0,0
1,20,3,15,504,0,0,0,0,0,1,0,0
1,20,3,16,147,0,0,0,0,0,1,0,0
1,20,3,17,259,1,0,0,0,0,0,0,0
1,20,3,17,376,0,0,0,0,0,1,0,0
1,20,3,17,785,1,0,0,0,0,0,0,0
1,20,3,18,195,0,1,0,0,0,0,0,0
1,20,3,18,546,1,0,0,0,0,0,0,0
1,20,3,19,13,1,0,0,0,0,0,0,0
1,20,3,19,189,0,0,0,0,0,1,0,0
1,20,3,20,183,1,0,0,0,0,0,0,0
1,20,3,20,300,1,0,0,0,0,0,0,0
1,20,3,22,874,0,0,0,0,0,1,0,0
1,20,3,24,336,1,0,0,0,0,0,0,0
1,20,3,24,395,1,0,0,0,0,0,0,0
1,20,3,24,798,0,0,0,0,0,1,0,0
1,20,3,25,89,1,0,0,0,0,0,0,0
1,20,3,25,661,1,0,0,0,0,0,0,0
1,20,3,25,718,0,0,0,0,0,1,0,0
1,20,3,26,6,1,0,0,0,0,0,0,0
1,20,3,26,178,1,0,0,0,0,0,0,0
1,20,3,26,868,1,0,0,0,0,0,0,0
1,20,3,27,501,1,0,0,0,0,0,0,0
1,20,3,27,961,0,1,0,0,0,0,0,0
1,20,3,28,651,0,0,0,0,0,1,0,0
1,20,3,30,548,0,0,0,0,0,1,0,0
1,20,3,31,181,0,0,0,0,0,1,0,0
1,20,3,32,561,0,1,0,0,0,0,0,0
1,20,3,34,228,1,0,0,0,0,0,0,0
1,20,3,34,343,0,1,0,0,0,0,0,0
1,20,3,34,976,1,0,0,0,0,0,0,0
1,20,3,35,896,0,1,0,0,0,0,0,0
1,20,3,36,183,1,0,0,0,0,0,0,0
1,20,3,36,701,0,1,0,0,0,0,0,0
1,20,3,37,161,0,0,1,0,0,0,0,0
1,20,3,37,966,0,1,0,0,0,0,0,0
1,20,3,38,138,0,0,1,0,0,0,0,0
1,20,3,38,196,0,1,0,0,0,0,0,0
1,20,3,38,426,0,1,0,0,0,0,0,0
1,20,3,39,518,1,0,0,0,0,0,0,0
1,20,3,40,93,1,0,0,0,0,0,0,0
1,20,3,40,726,0,1,0,0,0,0,0,0
1,20,3,41,71,1,0,0,0,0,0,0,0
1,20,3,41,128,1,0,0,0,0,0,0,0
1,20,3,42,225,0,1,0,0,0,0,0,0
1,20,3,42,979,0,1,0,0,0,0,0,0
1,20,3,44,140,0,0,0,1,0,0,0,0
1,20,3,44,430,0,0,0,0,0,1,0,0
1,20,3,45,68,0,1,0,0,0,0,0,0
1,20,3,46,287,0,1,0,0,0,0,0,0
1,20,3,46,403,0,0,0,0,0,1,0,0
1,20,3,47,389,0,1,0,0,0,0,0,0
1,20,3,47,911,0,1,0,0,0,0,0,0
1,20,3,48,549,0,0,1,0,0,0,0,0
1,20,3,48,956,1,0,0,0,0,0,0,0
1,20,3,49,420,1,0,0,0,0,0,0,0
1,20,3,49,942,0,1,0,0,0,0,0,0
1,20,3,50,116,0,1,0,0,0,0,0,0
1,20,3,50,348,0,1,0,0,0,0,0,0
1,20,3,51,102,0,1,0,0,0,0,0,0
1,20,3,52,843,0,1,0,0,0,0,0,0
1,20,3,53,423,0,1,0,0,0,0,0,0
1,20,3,55,570,0,1,0,0,0,0,0,0
1,20,3,55,976,0,1,0,0,0,0,0,0
1,20,3,56,962,0,1,0,0,0,0,0,0
1,20,3,57,659,0,1,0,0,0,0,0,0
1,20,3,58,123,0,1,0,0,0,0,0,0
1,20,3,59,225,0,0,0,0,0,0,1,0
1,20,3,59,342,0,1,0,0,0,0,0,0
1,20,4,0,623,0,1,0,0,0,0,0,0
1,20,4,1,555,0,0,0,0,0,1,0,0
1,20,4,1,671,0,1,0,0,0,0,0,0
1,20,4,2,486,0,1,0,0,0,0,0,0
1,20,4,2,836,1,0,0,0,0,0,0,0
1,20,4,3,476,0,1,0,0,0,0,0,0
1,20,4,4,874,0,1,0,0,0,0,0,0
1,20,4,5,514,0,1,0,0,0,0,0,0
1,20,4,6,271,0,1,0,0,0,0,0,0
1,20,4,6,854,0,1,0,0,0,0,0,0
1,20,4,7,727,0,1,0,0,0,0,0,0
1,20,4,7,844,1,0,0,0,0,0,0,0
1,20,4,8,251,0,1,0,0,0,0,0,0
1,20,4,8,426,0,0,0,0,0,1,0,0
1,20,4,8,659,0,1,0,0,0,0,0,0
1,20,4,8,892,0,1,0,0,0,0,0,0
1,20,4,10,697,0,1,0,0,0,0,0,0
1,20,4,11,745,1,0,0,0,0,0,0,0
1,20,4,14,132,0,1,0,0,0,0,0,0
1,20,4,14,191,0,1,0,0,0,0,0,0
1,20,4,16,986,0,1,0,0,0,0,0,0
1,20,4,20,363,0,1,0,0,0,0,0,0
1,20,4,22,809,0,1,0,0,0,0,0,0
1,20,4,24,31,0,1,0,0,0,0,0,0
1,20,4,24,264,0,0,0,0,0,0,1,0
1,20,4,28,515,0,1,0,0,0,0,0,0
1,20,4,29,389,0,1,0,0,0,0,0,0
1,20,4,29,626,0,1,0,0,0,0,0,0
1,20,4,30,87,0,0,0,1,0,0,0,0
1,20,4,30,146,0,1,0,0,0,0,0,0
1,20,4,30,379,0,1,0,0,0,0,0,0
1,20,4,30,844,0,1,0,0,0,0,0,0
1,20,4,33,639,0,1,0,0,0,0,0,0
1,20,4,35,886,0,1,0,0,0,0,0,0
1,20,4,36,289,0,0,1,0,0,0,0,0
1,20,4,36,404,0,1,0,0,0,0,0,0
1,20,4,36,691,0,1,0,0,0,0,0,0
1,20,4,36,749,0,1,0,0,0,0,0,0
1,20,4,36,864,0,1,0,0,0,0,0,0
1,20,4,37,36,0,1,0,0,0,0,0,0
1,20,4,37,554,0,1,0,0,0,0,0,0
1,20,4,37,784,0,1,0,0,0,0,0,0
1,20,4,38,301,0,1,0,0,0,0,0,0
1,20,4,41,694,0,1,0,0,0,0,0,0
1,20,4,46,64,0,1,0,0,0,0,0,0
1,20,4,46,121,0,0,0,0,0,1,0,0
1,20,4,47,41,0,1,0,0,0,0,0,0
1,20,4,47,386,0,1,0,0,0,0,0,0
1,20,4,47,674,0,0,0,0,0,1,0,0
1,20,4,49,284,0,1,0,0,0,0,0,0
1,20,4,49,571,0,1,0,0,0,0,0,0
1,20,4,49,744,0,1,0,0,0,0,0,0
1,20,4,50,204,0,1,0,0,0,0,0,0
1,20,4,50,319,0,1,0,0,0,0,0,0
1,20,4,51,66,0,1,0,0,0,0,0,0
1,20,4,51,124,0,0,0,0,1,0,0,0
