downcast,hour,min,sec,s/1000,MUAT,LEMU,NABI,AGEL,COOR,FOED
24,2,28,5,782,0,1,0,0,0,0
24,2,28,9,476,0,1,0,0,0,0
24,2,28,11,496,0,1,0,0,0,0
24,2,28,11,669,0,1,0,0,0,0
24,2,28,13,458,0,0,1,0,0,0
24,2,28,29,41,0,1,0,0,0,0
24,2,28,37,698,0,1,0,0,0,0
24,2,28,50,280,0,1,0,0,0,0
24,2,29,9,210,0,1,0,0,0,0
24,2,29,17,579,0,1,0,0,0,0
24,2,29,44,705,0,0,1,0,0,0
24,2,30,9,811,0,0,1,0,0,0
24,2,30,10,908,0,1,0,0,0,0
24,2,30,43,574,0,0,2,0,0,0
24,2,30,47,787,0,0,1,0,0,0
24,2,32,10,31,0,0,1,0,0,0
24,2,36,2,967,0,1,0,0,0,0
24,2,36,11,335,0,0,0,0,0,1
